Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,Op Status,Coverage,Sponsor,Features,Web links,Coordination,Last update,Uplink Tone,Downlink Tone,P-25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,Links,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Notes,Nets,YSF Digital Enabled,DG-ID,WIRES-X,Local Network,On-air,Affiliate,EchoLink,IRLP,AllStar,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Feed,Talkgroups,Southern Colorado,Devilshead Local,Commands,Rocky Mountain Wide,Central Regional,Bandwidth,TAC 310,TAC 311,Colorado,Colorado Chat,Eastern Colorado,Talkgroup Network,Northern Colorado Regional,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Location Photo,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Worldwide,North America,English,Worldwide English,Wyoming,WyLOCAL,REACT,CO-Park County
53.03,-1,,K7UWR,"Laramie, Pilot Hill",WY,OPEN,,,145.31,NNW,,56,4,41.30979919,-105.45500183,53.03,52.03,,,,Albany,DN71GH,Off-Air,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,K7UWR,8,http://www.r-vcr.com/k7uwr/repeater.htm,,2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,,148.04,WNW,,08,237,40.485,-106.831,147.21,147.81,,,,Routt,,On-Air,,SSARC,"Linked, WX.",,CCARC,2014-09-27,107.2,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,,148.08,WNW,,08,15579,40.48500061,-106.83200073,147.165,147.765,,,,Routt,,On-Air,,Colorado Connection,,,,2017-01-06,88.5,123,,,,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,,148.08,WNW,,08,9770,40.48500061,-106.83200073,449.625,444.625,,,,Routt,,On-Air,Local Steamboat Area,"Colorado Connection Repeaters, Inc.",Statewide Linked System,http://colcon.org,,2019-05-11,123,123,,,,,,,,,,,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net: Thu at 20:00 (All welcome). Statewide ARES Net: Sundays at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,,148.13,NNW,,56,9,41.31140137,-105.59100342,146.82,146.22,,,,Albany,,On-Air,Wide area.,Shy-Wy Amateur Radio Club,,,WRCG,2019-06-13,114.8,,,,,,,,,,,,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,Y,148.16,NNW,,56,76,41.31480026,-105.58200073,146.61,146.01,,,,Albany,DN71FH,On-Air,Laramie Valley 30 mi radius.,University ARC,,http://www.uwyo.edu/uarc,WRCG,2017-01-04,,,,,,Yes; analog capable.,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,,150.49,S,,08,8180,37.16949844,-104.50099945,147.375,147.975,,,,Las Animas,,Off-Air,Good coverage along I-25 between CO/NM state line and 40 miles north.,K0BV,,,CCARC,2017-10-24,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,KC0CVU,"Trinidad, Raton Pass",CO,OPEN,,,150.49,S,,08,240,37.16939926,-104.5,449.6,444.6,,,,Las Animas,,Off-Air,Wide area.,Cheyenne Mtn Rptr Grp,E-power.,CMRG Repeaters,CCARC,2017-10-24,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,Y,150.49,S,,08,13499,37.16949844,-104.50099945,447.375,442.375,,,,Las Animas,,On-Air,"Covers I-25 from CO/NM border to north of Trinidad, CO.",KG5JL,E-power (batt).,,CCARC,2018-04-04,100,,,,,Yes; analog capable.,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,94.8,K0SLV,Monte Vista,CO,OPEN,,,151.54,SW,,08,18580,37.58418274,-106.13030243,449.625,444.625,,,,Rio Grande,,On-Air,,S.A.R.A.,Emergency Power,http://K0SLV.COM,,2020-03-11,94.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,S,152.23,S,,08,8086,37.14569855,-104.57099915,446.775,441.775,yes,KD0RDI (B),jfindu lookup / dstar-users lookup,Las Animas,,On-Air,,Cheyenne Mountain Repeater Group (CMRG),,,CCARC,2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,,152.32,W,,08,35,39.4,-107.315,449.725,444.725,,,,Garfield,,On-Air,Wide area.,Roaring Fork Amateur Repeater Cooperative (RFARC),EchoLink.,,CCARC,2012-11-10,179.9,,,,,,,,,,,,,,,,,,,,,3722,28434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,,152.32,W,,08,259,39.4,-107.315,147.39,147.99,,,,Garfield,,On-Air,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",Roaring Fork Amateur Repeater Cooperative,,,,2016-07-14,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,-0.6,103.5,N0NEB,Harrisburg,NE,OPEN,,,152.69,NNE,,31,58,41.49000168,-103.75499725,147,146.4,,,,Banner,DN81CL,On-Air,,Tri-City Radio Amateur Club,,,,2017-09-07,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,,153.24,W,Node Offline,08,131,39.5506,-107.324,147.3,147.9,,,,Garfield,,Off-Air,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",Roaring Fork Amateur Repeater Cooperative,8,,CCARC,2012-11-10,107.2,,,,,,,,,,,,Single beep courtesy tone when linked and none when unlinked.,,,,,,,,266359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,,153.29,W,,08,8181,39.55049896,-107.32499695,224.02,222.42,,,,Garfield,,,,SCARC,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,,153.29,W,,08,8192,39.5505,-107.325,447.6,442.6,,,,Garfield,,,40,Ski Country ARC (SCARC),50,,CCARC,2012-11-12,,,,,,,"Full-time to 146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",,,,,,Link Hub for 146.880.,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,,153.29,W,,08,13637,39.55049896,-107.32499695,449.85,444.85,,,,Garfield,,On-Air,Glenwood Springs,,e-power Linked to GMRA Open System,http://GMRA.org,CCARC,2018-01-15,131.8,131.8,,,,,Full-time to the GMRA Open System .,,,,,,RACES net Wed 1930 Hrs Local,Colorado State RACES Wed 1930 local,,,,,,Grand Mesa Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,155.82,W,,08,129,39.4264,-107.38,146.85,146.25,,,,Garfield,,On-Air,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",Colorado Connection,70,,CCARC,2016-05-23,88.5,123,,,,,,,,,,,Part of the Colorado Connection System of Repeaters,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,155.82,W,,08,130,39.42639923,-107.37999725,146.88,146.28,,,,Garfield,,On-Air,,Ski Country ARC,,,CCARC,2012-11-10,107.2,,,,,,"Full-time to 447.60000 (KI0G) at Glenwood Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,155.82,W,,08,132,39.4264,-107.38,447.1,442.1,,,,Garfield,,On-Air,,Ski Country ARC,,,CCARC,2012-11-10,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,155.82,W,,08,255,39.4264,-107.38,449.6,444.6,,,,Garfield,,On-Air,Wide area.,,e-power Linked to GMRA open system,http://www.gmra.org,CCARC,2018-01-15,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,146.2,WA0VJR,Wallace,KS,OPEN,I,,156.71,ESE,,20,3559,38.91389847,-101.59400177,444.6,449.6,,,,Wallace,DM98EV,On-Air,US-40 Repeater Coverage Map,WA0VJR,,,,2019-03-27,146.2,,,,,,,,,,,,Dial 9335 to access K-Link,,,,,,,,,3148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.175,5,156.7,K0WPM,Tribune,KS,OPEN,,,157.86,SE,,20,15098,38.46969986,-101.75299835,442.175,447.175,,,,Greeley,,On-Air,,WKARC,,,,2019-05-07,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,KZ0DEM,"Pritchett, Tator Butte",CO,OPEN,,,161.94,SSE,,08,3792,37.36999893,-102.85900116,146.64,146.04,,,,Las Animas,,Off-Air,Wide area: West BACA and East Las Animas counties.,,,KZ0DEM Repeaters,CCARC,2015-12-12,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,107.2,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,,,162.37,S,,08,239,36.99739838,-104.46700287,145.43,144.83,,,,Las Animas,,On-Air,,Cheyenne Mountain Repeater Group,,CMRG Repeaters,CCARC,2017-10-24,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,S,162.7,S,,35,6805,36.99250031,-104.47399902,446.775,441.775,yes,KD0RDI (B) Repeater,jfindu lookup / dstar-users lookup,Colfax,DM76SX,On-Air,,Cheyenne Mountain Repeater Group,,http://www.cmrg.org/,NMFCC,2017-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,141.3,K0ECT,Syracuse,KS,OPEN,,,166.63,SE,,20,4086,38.17499924,-101.76100159,444,449,,,,Hamilton,DM98CE,On-Air,,SKECT,E-power.,http://skect.org/default.aspx,Kansas Repeater Council,2018-07-12,141.3,141.3,,,,,Full-time to the SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,,,167.3,SE,,08,8174,37.4083,-102.614,147.09,147.69,,,,Baca,,,,BCDEARC,,,CCARC,2012-11-12,118.8,118.8,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,EI,,167.3,SE,Node Offline,08,6093,37.40829849,-102.61399841,147.33,147.93,,,,Baca,,Off-Air,,Baca County Amateur Emergency Management,,KZ0DEM Repeaters,CCARC,2018-03-12,118.8,118.8,,,,,,,,,,,,,,,,,,,97142,7142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,118.8,KZ0DEM,Springfield,CO,OPEN,EI,,167.3,SE,Node Offline,08,4588,37.4083,-102.614,449.2,444.2,,,,Baca,,On-Air,provides coverage to central Baca County,Baca County Div of Emerg Mgt Communications,,,,2011-08-21,118.8,118.8,,,,,,,,,,,,,,,,,,,97142,7142,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,114.8,WB7GR,"Scottsbluff, Stage Hill",NE,OPEN,,,167.76,NNE,,31,110,41.70100021,-103.68099976,444.125,449.125,,,,Scotts Bluff,DN81DQ,On-Air,Wide area,SBCEMA,Linked to Albin (147.165) and Cheyenne (146.775),,,2018-12-02,114.8,114.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,,168.48,SW,,08,63,37.8492,-106.926,146.925,146.325,,,,Mineral,,Off-Air,,Creede ARC,,,CCARC,2012-11-12,,,,,,,,,,,,,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,,,168.87,S,,35,136,36.90330124,-104.43900299,147.28,147.88,,,,Colfax,,On-Air,Wide area.,,8,,NMFCC,2018-01-07,100,,,,,,Full-time to the Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,,170.94,W,,08,8179,38.8683,-107.592,147.33,147.93,,,,Delta,,On-Air,Wide area.,North Fork Repeater Assoc.,,,CCARC,2016-05-16,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,,KB0CKE,Syracuse,KS,OPEN,,,174.09,SE,,20,3947,37.98059845,-101.75299835,146.775,146.175,,,,Hamilton,,On-Air,Local. 20 mi radius.,KB0CKE,,,Kansas Repeater Council,2019-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,KZ0DEM,Vilas,CO,OPEN,,D,174.69,SE,,08,17522,37.37469864,-102.4469986,446.7625,441.7625,,,,Baca,,,Baca County,Southeast Colorado REACT,,http://www.secahr.com/southeast-colorado-react.html,,2019-11-27,,,,,,,,yes,7,310841,RMHAM c Record retrieved from radioid.net,,TS1​ 310815 - Fun Machine Link - Static,,,,,,Unknown,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Local/Cluster 2 2 Full-Time Central Regional 2 720 Full-Time Colorado 2 3108 Full-Time REACT 2 3740 Full-Time CO-Park County 2 31081 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,2,,,,2,,,,,,,,,,,,,,2,,,,,,,2,2
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,,176.4,SW,,08,14923,37.7933,-107.055,449.525,444.525,,,,Mineral,DM67lt,On-Air,,N0PKT,,,,2017-01-06,100,100,,,,,Full-time to the The Fun Machine System .,,,,,,,,,,,,,The Fun Machine,,,43265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,,176.81,W,Node Offline,08,200,39.4745,-107.772,146.76,146.16,,,,Garfield,DM69cl,Off-Air,"New Castle, Silt, Rifle and Rulison and areas around Parachute.","N0SWE, Roaring Fork Amateur Repeater Cooperative",E-power.,,CCARC,2015-06-03,107.2,,,,,,,,,,,,,,,,,,,,243117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,,178.67,WSW,,08,16607,38.03,-107.315,147.135,146.535,,,,Hinsdale,,On-Air,,,E-power (solar),http://www.sjcham.com,CCARC,2018-01-15,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,123,,Scottsbluff,NE,OPEN,,,179.03,NNE,,31,18469,41.86660004,-103.66699982,147.375,147.975,,,,Scotts Bluff,,On-Air,,,,,,2020-01-18,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.75,5,162.2,NV8Q,"Colby, K-Link",KS,OPEN,,,179.66,ESE,,20,8689,39.40119934,-101.10099792,444.75,449.75,,,,Thomas,DM99KJ,,Wide area. Click for coverage map. 50 mi radius.,,Linked to K-Link Repeater Network E-power (batt) Allstar 46010,K-Link Repeater Network,Kansas Repeater Council,2018-10-15,162.2,162.2,,,,,,,,,,,"Repeater is intermittently off-air, and the Allstar node is down.",,,,,,Unknown,K-Link Repeater Network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.825,5,100,W0KAV,Scottsbluff,NE,OPEN,,,180.44,NNE,,31,111,41.88710022,-103.66400146,444.825,449.825,,,,Scotts Bluff,DN81EV,On-Air,,W0KAV/KW0R,"Autopatch, e-power.",,,2020-01-05,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,CSQ,WD0BQM,Scottsbluff,NE,OPEN,,,180.44,NNE,,31,57,41.88710022,-103.66400146,145.475,144.875,,,,Scotts Bluff,DN81EV,On-Air,,RWMC,e-power.,,,2018-12-02,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,156.7,NW0K,Colby,KS,OPEN,I,,181.1,ESE,,20,3889,39.3915,-101.074,146.82,146.22,,,,Thomas,,On-Air,Local,TARC,"Closed autopatch, e-power.",,Kansas Repeater Council,2019-05-06,156.7,156.7,,,,,,,,,,,,,,,,,,,,7552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,,,181.95,S,,35,73,36.76110077,-103.83399963,146.85,146.25,,,,Union,,Off-Air,Wide area.,Sierra Grande RC,E-power.,,NMFCC,2015-08-13,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,77,N5BOP,Des Moines,NM,OPEN,,,181.95,S,,35,74,36.76110077,-103.83399963,444.8,449.8,,,,Union,,Off-Air,Wide area.,Sierra Grande Repeater Club,E-power.,,NMFCC,2015-08-13,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.175,0.6,141.3,NM5EM,"Des Moines, Sierra Grande",NM,OPEN,,,181.95,S,,35,15638,36.76110077,-103.83399963,147.175,147.775,,,,Union,,On-Air,,NMEMA ARC,,,NMFCC,2017-01-22,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,,,182.14,WNW,,08,15577,40.51520157,-107.54599762,146.97,146.37,,,,Moffat,DN60FM,On-Air,,Northwest Colorado Amateur Radio Association,,,CCARC,2017-01-06,88.5,123,,,,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,Colorado Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,,182.14,WNW,,08,3740,40.5152,-107.546,145.265,144.665,,,,Moffat,,,,NW Colorado ARC,E-power.,,CCARC,2012-11-12,107.2,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.445,0,88.5,AG0N,Scottsbluff,NE,OPEN,I,,182.94,NNE,,31,11355,41.90399933,-103.55799866,146.445,146.445,,,,Scotts Bluff,,On-Air,,,,http://garymcduffie.com,,2015-03-16,88.5,88.5,,,,,,,,,,,This is a simplex IRLP node. 147.285 rptr is down. 3055 is directly accessed on 146.445 w/88.5 tone. Controlled access. Contact AG0N for access. 147.435/123PL Scottsbluff node 8930 available 24/7 no access code.,,,,,,,,,3055,,,,,,,,,,Access pre-fix = 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1,0,100,WD0BQM,Mitchell,NE,OPEN,I,,183.25,N,,31,11356,41.95100021,-103.80000305,445.1,445.1,,,,Scotts Bluff,DN81CW,On-Air,,,,,,2014-04-17,100,100,,,,,,,,,,,This is a simplex IRLP node.,,,,,,,,,3942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,,N0NEB,Scottsbluff,NE,OPEN,,,184.13,NNE,,31,59,41.94060135,-103.65599823,147.075,147.675,,,,Scotts Bluff,DN81EW,On-Air,,Tri-City Radio Amateur Club,,,,2014-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,,184.6,SSW,,35,15618,36.75999832,-105.30999756,145.25,144.65,,,,Taos,DM76IS,On-Air,,Taos ARC,,Taos Amateur Radio Club,NMFCC,2017-08-27,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,,184.98,WSW,,08,15213,38.38750076,-107.6740036,448.65,443.65,,,,Montrose,,On-Air,Wide area.,KB0YNA,,,,2016-10-11,,151.4,,,,,"Full-time to 447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,,184.98,WSW,,08,69,38.3875,-107.674,447.2,442.2,,,,Montrose,,On-Air,Delta/Montrose,,9,GMRA Repeaters,CCARC,2018-01-15,107.2,107.2,,,,,Full-time to the GMRA Open System .,,,,,,Closed IRLP out - Ask for a control op,RACES Net Wed at 1930 Hrs.,,,,,,Grand Mesa Repeater Assoc,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,WB5NJU,Kenton,NM,OPEN,,,186.75,SSE,,35,18214,36.90100098,-103.00299835,147.39,147.99,,,,Union,,On-Air,,,,,,2019-10-30,88.5,,,,,,,,,,,,Repeater on the New Mexico - Oklahoma border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,,186.89,W,,08,149,39.06669998,-107.93599701,145.355,144.755,,,,Mesa,,On-Air,"Rifle to the east, several miles east of Green River, Utah to the west.",Colorado Connection,E-power.,,CCARC,2017-01-06,88.5,123,,,,,Full-time to the Colorado Connection System .,,,,,,Colorado Connection system of repeaters,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,,186.95,W,,08,8763,39.0666,-107.937,449.65,444.65,,,,Mesa,,On-Air,Wide area coverage,Keri Washburn,NWS weather alert system.,,CCARC,2016-10-28,151.4,151.4,,,,,"Full-time to 447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,,,,,,,,8162,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,,187.14,W,,08,36,39.2406,-107.961,449.5,444.5,,,,Mesa,,Off-Air,,Grand Mesa Repeater Association (GMRA),E-power.,,CCARC,2016-07-01,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,,188.1,W,,08,3745,38.9016,-107.926,147.195,147.795,,,,Delta,,,Local.,,,,,2018-04-04,107.2,,,,,,,,,,,,,,,,,,Unknown,Colorado District 25 ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,,188.1,W,,08,3749,38.90159988,-107.9260025,147.36,147.96,,,,Delta,,On-Air,,W0ALC,,,CCARC,2019-08-26,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,,,188.1,W,,08,3760,38.9016,-107.926,449.825,444.825,,,,Delta,,,,W0ALC,,,CCARC,2018-04-04,100,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,151.4,KD7JNQ,Torrington,WY,OPEN,,,188.19,N,,56,17395,42.0625,-104.18399811,448.325,443.325,,,,Goshen,,,,,,,,2018-10-26,151.4,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,CSQ,KF7BR,Torrington,WY,OPEN,,,188.19,N,,56,42,42.0625,-104.18399811,146.73,146.13,,,,Goshen,DN72VB,On-Air,,,,,,2019-02-20,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,,WA7SNU,Wheatland,WY,OPEN,,,188.8,N,,56,47,42.0544014,-104.95200348,146.88,146.28,,,,Platte,,On-Air,,GPARA,,,,2019-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
