Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,EchoLink,IRLP,Coordination,Last update,Coverage,Sponsor,Web links,Downlink Tone,Grid,Affiliate,Features,Links,AllStar,Notes,Nets,Feed,YSF Digital Enabled,DG-ID,WIRES-X,Commands,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,D-STAR Enabled,Node,Sources,Mixed-Mode,DMR Enabled,Color Code,Wide Network,DMR ID,On-air,Local Network,P-25 Digital Enabled,NAC,Default Reflector,IPSC Network,Talkgroups,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Worldwide,North America,English,Talkgroup Network,Rocky Mountain Wide,Southern Colorado,Central Regional,Northern Colorado Regional,Worldwide English,Colorado,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Bandwidth,Eastern Colorado,TAC 311,Colorado Chat,Wyoming,WyLOCAL,Location Photo
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,,94.17,WNW,,08,244,40.6494,-106.382,145.16,144.56,88.5,Jackson,On-Air,,,CCARC,2017-01-06,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",Colorado Connection,,123,,,8,Full-time to the Colorado Connection System .,,Part of the Colorado Connection system of repeaters.,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,D,94.17,NNW,,56,60,41.2666,-105.433,447.225,442.225,,Albany,On-Air,,,WRCG,2019-06-13,Wide area.,Laramie County EM,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,yes,11,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Wyoming 1 3156 Full-Time WyLOCAL 2 100 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,1,2,
145.295,-0.6,100,WA0JTB,"Sterling, CO",CO,OPEN,,,95.87,E,,08,238,40.6256,-103.207,145.295,144.695,,Logan,On-Air,,,CCARC,2018-07-10,Wide area,NECARA,,,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,Y,96.17,SE,,08,17059,39.0542,-103.48,447,442,,Lincoln,On-Air,,,CCARC,2019-04-24,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",Delbert Noakes (KC0VJD),,,,,APRS repeater &amp; I-Gate / Weather station,,,,,,yes,Open ↑ / Open ↓,30534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,,96.54,SW,,08,9840,38.8833,-105.933,448.575,443.575,103.5,Park,Off-Air,,,CCARC,2017-11-22,Western Park County,,,103.5,,,,"Full-time internet linked to 146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie, Pilot Hill",WY,OPEN,,,97.37,NNW,,56,4,41.3098,-105.455,53.03,52.03,,Albany,Off-Air,,,,2017-01-04,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,K7UWR,http://www.r-vcr.com/k7uwr/repeater.htm,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,Y,97.91,NW,Node Offline,56,15436,41.0972,-105.977,147.015,147.615,146.2,Albany,On-Air,82070,,,2017-02-24,Albany County,"Albany County ARES/RACES, University Amateur Radio",http://www.uwyo.edu/uarc/,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,,98.55,SE,,08,7395,38.852,-103.7,449.9,444.9,107.2,Lincoln,On-Air,,,CCARC,2012-07-20,,,,,,BSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,,100.13,NNW,,56,9,41.3114,-105.591,146.82,146.22,114.8,Albany,On-Air,,,WRCG,2019-06-13,Wide area.,Shy-Wy Amateur Radio Club,,,,,,,,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,Y,100.15,NNW,,56,76,41.3148,-105.582,146.61,146.01,,Albany,On-Air,,,WRCG,2017-01-04,Laramie Valley 30 mi radius.,University ARC,http://www.uwyo.edu/uarc,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,,103.88,SSW,,08,33,38.5386,-105.349,449,444,67,Fremont,On-Air,,,CCARC,2012-06-14,,WB0WDF,Mega Link,67,,,"E-power (Solar, Wind)",Full-time to the Mega-Link System .,,North of the Royal Gorge Bridge.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,114.8,KC7SNO,Albin,WY,OPEN,,,105.98,NNE,,56,28,41.4178,-104.098,147.165,147.765,114.8,Laramie,On-Air,,,WRCG,2017-01-04,,Shy-Wy Amateur Radio Club,,,,,E-power.,"Full-time to 147.10500 (KC7SNO) at Cheyenne, North Park, WY . Full-time to 146.77500 (KC7SNO) at Cheyenne, Denver Hill, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,,108.7,SSW,,08,278,38.4539,-105.286,927.7,902.7,D114,Fremont,On-Air,,,CCARC,2017-03-11,,Royal Gorge ARC,,D114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,D,108.73,SSW,,08,7184,38.4542,-105.29,446.7375,441.7375,,Fremont,On-Air,,,CCARC,2017-03-11,Fremont county and state wide on Talk Slot 2. 40 mi radius. Repeater Coverage Map,,http://www.k0jsc.com,,DM78ii,Rocky Mountain Ham Radio,IPSC Link to the Colorado network on Talk Slot 2.,Full-time to the Colorado TRBO System .,,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,,,,,,,,,,,,,,,yes,7,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,1,2,,,,,,,,,,,,,,,,yes
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,,108.73,SSW,ON - IDLE,08,8879,38.4542,-105.29,447.25,442.25,100,Fremont,On-Air,363976,7301,CCARC,2013-01-27,Wide from Custer County to Park County and Chaffee County to Pueblo County. Repeater Coverage Map,,K0JSC dot Com,100,DM78ik,,,Full-time to the The Fun Machine System .,28368,,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,,108.73,SSW,,08,29,38.4542,-105.29,53.03,51.33,88.5,Fremont,On-Air,,,CCARC,2012-07-10,,WB0WDF,Http://www.qsl.net/rghc,88.5,,RGARC,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",,,Split site Fremont peak transmitter and 8 mile mountain reciever.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,108.73,SSW,,08,30,38.4542,-105.29,145.49,144.89,103.5,Fremont,On-Air,,,CCARC,2017-03-11,,Royal Gorge Amateur Radio Club,Royal Gorge Amateur Radio Club,103.5,DM78ik,Colorado ARES Region 5 District 1,E-power (Bat),,,,RGARC Net: Wed at 19:00. ARES Net: Wed at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,108.73,SSW,,08,31,38.4542,-105.29,223.96,222.36,103.5,Fremont,On-Air,,,CCARC,2017-10-04,Wide area. Repeater Coverage Map,RGARC,,103.5,,,"E-power (Bat), Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,,108.73,SSW,,08,32,38.4542,-105.29,447.75,442.75,103.5,Fremont,On-Air,,3081,CCARC,2017-03-11,,RGARC,Royal Gorge Amateur Radio Club,103.5,,,E-power (Bat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,,109.69,SSW,ON - IDLE,08,7185,38.4301,-105.232,447.975,442.975,100,Fremont,On-Air,363976,7301,CCARC,2017-03-11,Canon City area. Repeater Coverage Map,K0JSC,http://www.k0jsc.com,100,,,Autopatch.,Full-time to the The Fun Machine System .,28368,,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,,110.98,S,,08,195,38.3925,-104.555,224.26,222.66,88.5,Pueblo,Off-Air,,,CCARC,2013-05-07,Wide area.,Pueblo Ham Club,PHC repeaters,CSQ,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,,111.5,WNW,,08,237,40.485,-106.831,147.21,147.81,107.2,Routt,On-Air,,,CCARC,2014-09-27,,SSARC,,107.2,,,"Linked, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,,111.55,WNW,,08,15579,40.485,-106.832,147.165,147.765,88.5,Routt,On-Air,,,,2017-01-06,,Colorado Connection,,123,,,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,,111.55,WNW,,08,9770,40.485,-106.832,449.625,444.625,123,Routt,On-Air,,,,2019-05-11,Local Steamboat Area,"Colorado Connection Repeaters, Inc.",http://colcon.org,123,,,Statewide Linked System,,,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net: Thu at 20:00 (All welcome). Statewide ARES Net: Sundays at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,,113.01,S,,08,193,38.3925,-104.555,146.79,146.19,88.5,Pueblo,On-Air,,,CCARC,2018-11-16,Wide area.,Pueblo HC,Pueblo Ham Club,CSQ,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,CC 88.5,ND0Q,Pueblo,CO,OPEN,,D,113.01,S,,08,198,38.3925,-104.555,447.95,442.95,88.5,Pueblo,On-Air,,,CCARC,2015-08-06,Wide area.,Pueblo Ham Club,Pueblo Ham Club,,,,E-power.,,,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,,114.71,SW,,08,184,38.7129,-106.2,146.745,146.145,100,Chaffee,On-Air,,,CCARC,2019-07-21,,CLARA,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,,116.34,S,ON - IDLE,08,7994,38.303,-104.734,448.975,443.975,100,Pueblo,On-Air,363976,7301,CCARC,2017-03-11,,,http://www.k0jsc.com,100,,,,Full-time to the The Fun Machine System .,28368,Off air. Will return to service,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,,116.47,S,,08,8173,38.3069,-104.62,147,147.6,,Pueblo,On-Air,,,CCARC,2014-02-26,,Carl Higbee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,-0.6,103.5,N0NEB,Harrisburg,NE,OPEN,,,118,NNE,,31,58,41.49,-103.755,147,146.4,103.5,Banner,On-Air,,,,2017-09-07,,Tri-City Radio Amateur Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,S,118.4,SSW,,08,9844,38.5347,-105.999,446.975,441.975,,Chaffee,On-Air,,,CCARC,2013-07-06,,Crestone Amateur Radio Emergency Services,KD0QPG,,,Crestone Amateur Radio Emergency Services,,,,,,,,,,,,,,,,yes,KD0QPG (B) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,D,118.4,SSW,,08,12697,38.5347,-105.999,446.8125,441.8125,,Chaffee,On-Air,,,,2015-01-13,,RMHAM,,,,,,,,,,,,,,,,,,,,,,,,yes,0,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,1,2,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,,120.06,S,,08,191,38.2544,-104.609,145.115,144.515,88.5,Pueblo,Off-Air,,,CCARC,2012-11-12,,Pueblo Ham Club,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,,120.14,S,,08,192,38.2544,-104.609,146.655,146.055,123,Pueblo,On-Air,,,CCARC,2013-05-07,,K0ST,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,D,120.14,S,,08,8530,38.2544,-104.609,447.7,442.7,210.7,Pueblo,Off-Air,,7389,CCARC,2017-01-02,,,,210.7,,,,,29228,,,,,,,,,,,,,,,,Yes; analog capable.,yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,,120.14,S,,08,189,38.2544,-104.609,449.725,444.725,100,El Paso,On-Air,,3043,CCARC,2012-11-10,,N0PWZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,,120.67,WSW,,08,260,39.1761,-106.829,447.05,442.05,136.5,Pitkin,On-Air,,,CCARC,2012-11-10,Aspen-Snowmass areas.,Roaring Fork Amateur Repeater Cooperative,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC,K0JSC,Pueblo,CO,OPEN,,D,121.76,S,,08,10785,38.2307,-104.611,446.9875,441.9875,,Pueblo,Off-Air,,,CCARC,2017-01-02,,,Rocky Mountain Ham Radio,,,RMHAM,,Full-time to the Colorado TRBO System .,,,,,,,,,,,,,,,,,,yes,6,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,1,2,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,,121.77,S,,08,9527,38.2305,-104.611,447.275,442.275,100,Pueblo,On-Air,,,CCARC,2017-01-06,,,The Fun Machine,100,,The Fun Machine,,Full-time to the The Fun Machine System .,,"Moved to Pueblo. Now called ""Pueblo Metro""",APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00.,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,,121.77,S,,08,3747,38.2306,-104.611,147.24,147.84,103.5,Pueblo,Off-Air,,,CCARC,2012-06-13,Pueblo and Fremont Counties,TARA,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CC 88.5,ND0Q,"Pueblo, 12 Mile Hill",CO,OPEN,,D,123.03,S,,08,194,38.2544,-104.609,146.88,146.28,88.5,Pueblo,On-Air,,,CCARC,2017-10-24,Wide area.,Pueblo HC,,CSQ,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,,123.17,SSW,,08,204,38.4596,-106.011,147.285,147.885,88.5,Chaffee,On-Air,,,CCARC,2016-05-23,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",Colorado Connection,,123,,,11,Full-time to the Colorado Connection System .,,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES Net: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,123.17,SSW,,08,203,38.4596,-106.011,145.295,144.695,107.2,Chaffee,On-Air,,,CCARC,2019-08-15,Wide area.,Cheyenne Mtn Repeater Group,CMRG Repeaters,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,123.77,SSW,,08,205,38.4528,-106.018,449.65,444.65,107.2,Chaffee,On-Air,,,CCARC,2018-01-15,Wide area.,,CMRG Repeaters,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,,123.77,SSW,,08,3811,38.4528,-106.018,449.925,444.925,103.5,Chaffee,On-Air,,,CCARC,2013-07-05,"Upper Arkansas and Platte Rivers, and the SLV",,,103.5,,Colorado ARES,E-power (Bat),,,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8625,-25.8,,WA6IFI,"Salida, Methodist Mountain",CO,OPEN,,,123.91,SSW,,08,18425,38.44670105,-106.01000214,927.8625,902.025,,Chaffee,On-Air,,,CCARC,2020-01-01,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",CMRG,,,,,,Full-time to the The 900 P25 Network System .,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,,123.96,SSW,ON - IDLE,08,13510,38.4463,-106.011,449.975,444.975,100,Chaffee,On-Air,363976,7301,CCARC,2017-03-11,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,,K0JSC.COM,100,DM68xk,,2,Full-time to the The Fun Machine System .,28368,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,,124.65,WSW,,08,211,39.2131,-106.937,146.67,146.07,107.2,Pitkin,On-Air,,,CCARC,2012-11-10,Wide area.,Ski Country ARC,,,,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,,126.97,SE,Node Offline,08,122,39.3033,-102.605,146.895,146.295,103.5,Kit Carson,On-Air,830619,,CCARC,2018-04-01,,Big Sandy ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,,127.04,WSW,ON - IDLE,08,6009,39.4247,-107.097,447.15,442.15,136.5,Garfield,On-Air,8150,,,2011-08-01,,,,,,,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,Maysville,CO,OPEN,,,130.74,SW,,08,16739,38.5063,-106.345,145.325,144.725,100,Chaffee,On-Air,,,,2019-09-04,wide area,Chaffee Lake Amateur Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,,132.19,SW,,08,15212,38.6125,-106.543,447.65,442.65,151.4,Gunnison,On-Air,,,CCARC,2016-10-28,Gunnison valley and along East and west on Highway 50.,KB0YNA,,151.4,,,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.","Full-time to 448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO . Full-time to 449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,,132.46,SSW,,08,7189,38.1347,-105.465,147.06,147.66,77,Custer,On-Air,,,CCARC,2019-08-16,,http://www.qsl.net/rghc,,77,,,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,,132.46,SSW,,08,248,38.1347,-105.465,448.15,443.15,103.5,Custer,On-Air,,,CCARC,2017-03-11,,Royal George ARC,http://www.qsl.net/rghc,103.5,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,,132.46,SSW,,08,7192,38.1347,-105.465,927.775,902.775,D116,Custer,On-Air,,,CCARC,2012-06-14,,Royal Gorge Amateur Radio Club,,D116,,,,,,System uses digital PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,,132.47,SSW,,08,15584,38.1347,-105.466,448.325,443.325,100,Custer,On-Air,,,,2017-01-06,,,,100,,The Fun Machine,,Full-time to the The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,,132.47,SSW,,08,8218,38.1347,-105.466,919.1,894.1,88.5,Pueblo,Off-Air,,,CCARC,2016-07-14,Wide area.,Pueblo HC,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,114.8,WB7GR,"Scottsbluff, Stage Hill",NE,OPEN,,,132.68,NNE,,31,110,41.701,-103.681,444.125,449.125,114.8,Scotts Bluff,On-Air,,,,2018-12-02,Wide area,SBCEMA,,114.8,,,Linked to Albin (147.165) and Cheyenne (146.775),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
