Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,YSF Digital Enabled,DG-ID,WIRES-X,County,Op Status,Coverage,Sponsor,Features,Coordination,Last update,Uplink Tone,Grid,AllStar,Nets,Web links,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Talkgroups,Rocky Mountain Wide,Central Regional,Affiliate,Notes,Downlink Tone,EchoLink,IRLP,Commands,Links,P-25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,D-STAR Enabled,Node,Sources,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,On-air,Local Network,Northern Colorado Regional,Feed,TAC 310,TAC 311,Colorado,Colorado Chat,Southern Colorado,Eastern Colorado,Bandwidth,Devilshead Local,Location Photo,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Talkgroup Network,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Worldwide English,North America,Worldwide,English,REACT,CO-Park County,Wyoming,WyLOCAL
146.91,-0.6,141.3,WA0OQA,Garden City,KS,OPEN,A,,161.75,SE,,20,3959,37.97169876,-100.8730011,146.91,146.31,,,,Finney,On-Air,"Finney, Scott and Kearney counties.",Sand Hills ARC,E-power.,Kansas Repeater Council,2018-09-16,141.3,,48588,Tue at 20:30.,,,,,,,,,,,Linked full time to Scott City 146.700 and Lakin 146.985 repeaters.,141.3,,,,"Full-time to 146.70000 (WA0OQA) at Scott City, KS .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,CC,W1VAN,"Red Feather Lakes, Red Feather Lakes",CO,OPEN,,D,162.05,NW,Static Talkgroups: 3171 - N. Colorado - Slot 2 31083 - CO Severe WX - Slot 1,08,17821,40.80759811,-105.61699677,447.6,442.6,,,,Larimer,On-Air,Covers Red Feather Lakes Area,W1VAN,Brandmeister Network,,2019-11-27,,,,,http://www.w0dmr.org,yes,2,310869,brandmeister c Record retrieved from radioid.net,,,,,W0DMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC,N0SZ,Vail,CO,OPEN,,D,162.67,WNW,,08,16781,39.63479996,-106.4469986,445.075,440.075,,,,Eagle,On-Air,,K2AD,,CCARC,2019-11-27,,DM69SP,,,http://www.rmham.org/,yes,7,310851,RMHR c Record retrieved from radioid.net,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,,,163.05,SSW,,35,136,36.90330124,-104.43900299,147.28,147.88,,,,Colfax,On-Air,Wide area.,,8,NMFCC,2018-01-07,100,,,,,,,,,,,,,,,,,,,Full-time to the Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,-0.6,103.5,N0NEB,Harrisburg,NE,OPEN,,,163.34,N,,31,58,41.49000168,-103.75499725,147,146.4,,,,Banner,On-Air,,Tri-City Radio Amateur Club,,,2017-09-07,103.5,DN81CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,,163.48,WNW,,08,241,39.65539932,-106.45700073,147.345,147.945,,,,Eagle,On-Air,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass. Map,Colorado Connection,9,CCARC,2017-01-06,88.5,,,Central Colorado Traffic Net: Daily at 19:3030 Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES net: Sun at 20:00.,,,,,,,,,,,,123,,,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,,KB0DZB,Oberlin,KS,OPEN,,,163.79,E,,20,3907,39.8321991,-100.53399658,145.19,144.59,,,,Decatur,Off-Air,Local,TRI-STATE.,Linked.,Kansas Repeater Council,2020-03-07,,DM99RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,,,165.3,S,,35,73,36.76110077,-103.83399963,146.85,146.25,,,,Union,Off-Air,Wide area.,Sierra Grande RC,E-power.,NMFCC,2015-08-13,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,77,N5BOP,Des Moines,NM,OPEN,,,165.3,S,,35,74,36.76110077,-103.83399963,444.8,449.8,,,,Union,Off-Air,Wide area.,Sierra Grande Repeater Club,E-power.,NMFCC,2015-08-13,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.175,0.6,141.3,NM5EM,"Des Moines, Sierra Grande",NM,OPEN,,,165.3,S,,35,15638,36.76110077,-103.83399963,147.175,147.775,,,,Union,On-Air,,NMEMA ARC,,NMFCC,2017-01-22,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,123,N0UGO,Ogallala,NE,OPEN,EI,,165.81,NNE,ON - In Conference IRLP 0082,31,11025,41.12820053,-101.72000122,146.76,146.16,,,,Keith,On-Air,,Charlie Allen,,,2015-07-09,123,,,Sun at 19:30. Wed at 20:00.,,,,,,,,,,,Linked to 146.940 in North Platte and 442.250 south of North Platte,,751985,7349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.525,5,141.3,K0ECT,"Ulysses, Wagon Bed Springs",KS,OPEN,,,166.66,SE,,20,4110,37.40299988,-101.33300018,444.525,449.525,,,,Grant,On-Air,,SKECT,E-power.,Kansas Repeater Council,2019-05-07,141.3,DM97IJ,,,http://skect.org/default.aspx,,,,,,,,,,,141.3,,,,Full-time to the SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,,167.22,NNW,,56,20,41.15250015,-105.22100067,448.15,443.15,,,,Laramie,Off-Air,,KB7SWR,,WRCG,2017-01-04,100,DN71JD,,,,,,,,,,,,,,,,,,"Full-time to 145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,,167.93,WNW,,08,166,40.05889893,-106.38800049,147.075,147.675,,,,Grand,On-Air,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70. Map,Colorado Connection,,CCARC,2016-05-23,88.5,,,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,Part of the Colorado Connection system of Repeaters,123,,,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.5,5,151.4,N7UVW,McCook,NE,OPEN,,,168.12,E,,31,15122,40.19670105,-100.625,444.5,449.5,,,,Frontier,On-Air,20,dirt,link comm rlc 1,,2017-12-26,151.4,,,,,,,,,,,,,Dirt Truckin,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,162.2,N7UVW,McCook,NE,OPEN,,,168.12,E,,31,15136,40.19670105,-100.625,444.8,449.8,,,,Red Willow,On-Air,50,N7UVW,Link Com RLC-1 Controller,,2017-12-26,162.2,,,,,,,,,,,,,Dirt Truckin,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,K0TAJ,"McCook, 180' tower S. of McCook",NE,OPEN,,,168.33,E,,31,39,40.20529938,-100.62599945,147.27,147.87,,,,Red Willow,On-Air,50,McCook ARA,Fusion Repeater,,2017-12-26,,,,Monday Nights at 7PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,,169.21,WSW,,08,15212,38.61249924,-106.54299927,447.65,442.65,,,,Gunnison,On-Air,Gunnison valley and along East and west on Highway 50.,KB0YNA,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",CCARC,2016-10-28,151.4,,,,,,,,,,,,,,,151.4,,,,"Full-time to 448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO . Full-time to 449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,,171.83,WSW,,08,14200,37.75310135,-106.10900116,146.64,146.04,,,,Rio Grande,On-Air,Low level local coverage,,,,2016-12-25,77,,28781,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,,172.22,WSW,,08,16645,37.75,-106.11499786,447.1,442.1,,,,Saguache,On-Air,,,,,2017-12-13,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.35,0.6,88.5,,Boise City,OK,OPEN,,,174.28,SSE,,40,3790,36.72940063,-102.51300049,147.35,147.95,,,,Cimarron,On-Air,"Provides linked coverage to SW KS, OK Panhandle, and the TEXAS panhandle.",CAPROCK / DUST BOWL INTERTIE,,,2016-05-03,88.5,,,,,,,,,,,,,,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.87,-1.7,141.3,WA0OQA,Garden City,KS,OPEN,,,177.28,SE,,20,15311,38.10279846,-100.46399689,52.87,51.17,,,,Finney,On-Air,30,SHARC,,Kansas Repeater Council,2019-03-18,141.3,DM98SC,,,,,,,,,,,,,200,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,114.8,WB7GR,"Scottsbluff, Stage Hill",NE,OPEN,,,177.58,N,,31,110,41.70100021,-103.68099976,444.125,449.125,,,,Scotts Bluff,On-Air,Wide area,SBCEMA,Linked to Albin (147.165) and Cheyenne (146.775),,2018-12-02,114.8,DN81DQ,,,,,,,,,,,,,,114.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,W0QS,Hugoton,KS,OPEN,,,177.84,SE,,20,18554,37.1753006,-101.34960175,146.61,146.01,,,,Graham,On-Air,,,,,2020-03-01,123,,,,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,94.8,K0SLV,Monte Vista,CO,OPEN,,,179.64,SW,,08,18580,37.58418274,-106.13030243,449.625,444.625,,,,Rio Grande,On-Air,,S.A.R.A.,Emergency Power,,2020-03-11,94.8,,,,http://K0SLV.COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,,K0ECT,Ulysses,KS,OPEN,,,179.92,SE,,20,3979,37.24000168,-101.1989975,147.06,147.66,,,,Grant,On-Air,Local,SKECT,,Kansas Repeater Council,2019-10-18,,DM97JF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,,179.99,W,,08,260,39.17610168,-106.82900238,447.05,442.05,,,,Pitkin,On-Air,Aspen-Snowmass areas.,Roaring Fork Amateur Repeater Cooperative,,CCARC,2012-11-10,136.5,,,,,,,,,,,,,,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,D,180,NW,,56,60,41.26660156,-105.43299866,447.225,442.225,,,,Albany,On-Air,Wide area.,Laramie County EM,,WRCG,2019-12-12,,DN71GG,,,,yes,11,315608,WyDMR c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Wyoming 1 3156 Full-Time WyLOCAL 2 100 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,Wyoming DMR Project,,,,,,,,,,,1,2
53.03,-1,,K7UWR,"Laramie, Pilot Hill",WY,OPEN,,,183.09,NW,,56,4,41.30979919,-105.45500183,53.03,52.03,,,,Albany,Off-Air,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,K7UWR,8,,2017-01-04,,DN71GH,,,http://www.r-vcr.com/k7uwr/repeater.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,,185.78,W,,08,211,39.21310043,-106.93699646,146.67,146.07,,,,Pitkin,On-Air,Wide area.,Ski Country ARC,Linked.,CCARC,2012-11-10,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,,186.44,NW,,08,244,40.6493988,-106.38200378,145.16,144.56,,,,Jackson,On-Air,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",Colorado Connection,8,CCARC,2017-01-06,88.5,,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,Part of the Colorado Connection system of repeaters.,123,,,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,Y,187.28,NW,,56,76,41.31480026,-105.58200073,146.61,146.01,yes,Open ↑ / Open ↓,,Albany,On-Air,Laramie Valley 30 mi radius.,University ARC,,WRCG,2017-01-04,,DN71FH,,,http://www.uwyo.edu/uarc,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,,187.37,NW,,56,9,41.31140137,-105.59100342,146.82,146.22,,,,Albany,On-Air,Wide area.,Shy-Wy Amateur Radio Club,,WRCG,2019-06-13,114.8,,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,162.2,N0KOM,"Lenora, K-Link",KS,OPEN,A,,188.57,ESE,,20,3956,39.57300186,-99.98600006,146.88,146.28,,,,Norton,On-Air,Click for coverage map. 50 mi radius.,N0KOM,"e-power, K-Link.",Kansas Repeater Council,2020-03-07,162.2,EM09AN,49527,Sat @ 21:00 local,K-Link Repeater Network,,,,,,,,,,,162.2,,,,Full-time to the K-Link System .,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,123,,Scottsbluff,NE,OPEN,,,188.95,N,,31,18469,41.86660004,-103.66699982,147.375,147.975,,,,Scotts Bluff,On-Air,,,,,2020-01-18,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,Y,189.49,NW,Node Offline,56,15436,41.09719849,-105.97699738,147.015,147.615,yes,Open ↑ / Open ↓,,Albany,On-Air,Albany County,"Albany County ARES/RACES, University Amateur Radio",,,2017-02-24,146.2,,,,http://www.uwyo.edu/uarc/,,,,,,,,,,,,82070,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,,190.35,WSW,,08,161,38.54579926,-106.92500305,449.95,444.95,,,,Gunnison,,,K5GF,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,,190.35,WSW,,08,160,38.54579926,-106.92500305,147.12,147.72,,,,Gunnison,On-Air,,W0VTL,E-power.,CCARC,2014-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.825,5,100,W0KAV,Scottsbluff,NE,OPEN,,,190.36,N,,31,111,41.88710022,-103.66400146,444.825,449.825,,,,Scotts Bluff,On-Air,,W0KAV/KW0R,"Autopatch, e-power.",,2020-01-05,100,DN81EV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,CSQ,WD0BQM,Scottsbluff,NE,OPEN,,,190.36,N,,31,57,41.88710022,-103.66400146,145.475,144.875,,,,Scotts Bluff,On-Air,,RWMC,e-power.,,2018-12-02,CSQ,DN81EV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.575,5,162.2,K0HAM,"Ransom, K-Link",KS,OPEN,,,190.39,ESE,,20,4075,38.63100052,-99.98999786,443.575,448.575,,,,Ness,On-Air,Click for coverage map. 40 mi radius.,N7JYS,,Kansas Repeater Council,2019-08-02,162.2,EM08AP,,K-Link: Saturdays 21:00 local,K-Link Repeater Network,,,,,,,,,K-Link Repeater Network,,162.2,,,,"Full-time to 442.45000 (N7JYS) at Hays, K-Link, KS . Full-time to the K-Link System .",,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.445,0,88.5,AG0N,Scottsbluff,NE,OPEN,I,,191.31,N,,31,11355,41.90399933,-103.55799866,146.445,146.445,,,,Scotts Bluff,On-Air,,,,,2015-03-16,88.5,,,,http://garymcduffie.com,,,,,,,,,,This is a simplex IRLP node. 147.285 rptr is down. 3055 is directly accessed on 146.445 w/88.5 tone. Controlled access. Contact AG0N for access. 147.435/123PL Scottsbluff node 8930 available 24/7 no access code.,88.5,,3055,Access pre-fix = 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,,192.36,SSW,,35,15618,36.75999832,-105.30999756,145.25,144.65,,,,Taos,On-Air,,Taos ARC,,NMFCC,2017-08-27,123,DM76IS,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.25,5,141.3,K0ECT,Montezuma,KS,OPEN,,,193.05,SE,,20,4098,37.6344986,-100.46399689,444.25,449.25,,,,Gray,On-Air,Local,SKECT,,Kansas Repeater Council,2018-07-12,141.3,DM97SP,,ARES,http://skect.org/default.aspx,,,,,,,,,,,141.3,,,,Full-time to the SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,,N0NEB,Scottsbluff,NE,OPEN,,,194.03,N,,31,59,41.94060135,-103.65599823,147.075,147.675,,,,Scotts Bluff,On-Air,,Tri-City Radio Amateur Club,,,2014-07-08,,DN81EW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.7,5,162.2,N0NM,"Hill City, K-Link",KS,OPEN,A,,194.91,ESE,,20,11236,39.26570129,-99.83360291,443.7,448.7,,,,Graham,On-Air,Click for coverage map. 45 mi radius.,"N0NM, N0KOM",E-power.,Kansas Repeater Council,2019-05-06,162.2,EM09BG,46425,,K-Link Repeater Network,,,,,,,,,Western Kansas Inter-Tie K-Link Repeater Network,Use PL 131.8 for WesKan Intertie Use PL 162.2 for K-Link,,,,,Linkable to the K-Link System . Linkable to the Western Kansas Intertie System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,,195,W,Node Offline,08,6009,39.42470169,-107.09700012,447.15,442.15,,,,Garfield,On-Air,,,,,2011-08-01,136.5,DM69KK,,,,,,,,,,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,8150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1,0,100,WD0BQM,Mitchell,NE,OPEN,I,,195.27,N,,31,11356,41.95100021,-103.80000305,445.1,445.1,,,,Scotts Bluff,On-Air,,,,,2014-04-17,100,DN81CW,,,,,,,,,,,,,This is a simplex IRLP node.,100,,3942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,110.9,N5GDR,Maxwell,NM,OPEN,A,,197.74,SSW,,35,16113,36.50999832,-104.91000366,145.21,144.61,,,,Colfax,On-Air,,"Gary Reynolds N5GDR, Dale Finley KB5NFT",,,2020-01-25,110.9,,46298,,,,,,,,,,,,,110.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.835,-0.6,CSQ,K0KDC,North Platte,NE,OPEN,,,198.19,NE,,31,44,41.12390137,-100.76499939,146.835,146.235,,,,Lincoln,On-Air,,K0KDC,,,2019-05-05,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,,NE0NP,North Platte,NE,OPEN,,,198.19,NE,,31,43,41.12390137,-100.76499939,146.7,146.1,,,,Lincoln,Off-Air,,North Platte Progressive Amateur Radio Club,E-power.,,2018-10-14,,,,,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.805,-0.6,103.5,W0KKS,Liberal,KS,OPEN,,,199.13,SE,,20,3949,37.05970001,-100.93000031,146.805,146.205,,,,Seward,On-Air,Local,Southern Plains ARC,Autopatch,Kansas Repeater Council,2018-03-30,103.5,DM97MB,,,http://spark-ks.org/,,,,,,,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,123,N0IQ,North Platte,NE,OPEN,EI,,199.16,NE,Node Offline,31,11023,41.14030075,-100.76000214,147.33,147.93,,,,Lincoln,On-Air,,Randy Allen,,,2020-01-19,123,,,,,,,,,,,,,,IRLP status down,,857936,7627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,123,N0IQ,North Platte,NE,OPEN,EI,,199.16,NE,Node Offline,31,11022,41.14030075,-100.76000214,444.4,449.4,,,,Lincoln,On-Air,Maxwell to Sutherland across I-80.,Randy Allen,,,2014-05-04,123,,,,,,,,,,,,,,,,857936,7627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,123,N0UGO,North Platte,NE,OPEN,EI,,199.16,NE,ON - In Conference IRLP 0082,31,11026,41.14030075,-100.76000214,146.94,146.34,,,,Lincoln,On-Air,,Charlie Allen,Linked to 146.760 in Ogallala and 442.250 south of North Platte,WB0CMC,2019-05-05,123,,,Sunday Night net: Sun at 20:30 Wednesday Night net: Wed at 21:00.,,,,,,,,,,,,,751985,7349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,123,N0UGO,North Platte,NE,OPEN,EI,,199.16,NE,ON - In Conference IRLP 0082,31,11024,41.14030075,-100.76000214,442.25,447.25,,,,Lincoln,Off-Air,,Charlie Allen,,,2018-10-14,123,,,Sunt at 20:30 Wed at 21:00,,,,,,,,,,,Linked to 146.940 in North Platte and 146.760 in Ogallala.,,751985,7349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.1,5,141.3,K0ECT,Liberal,KS,OPEN,,,199.17,SE,,20,4064,37.05899811,-100.93000031,443.1,448.1,,,,Seward,On-Air,Local,SPARK,Autopatch,Kansas Repeater Council,2019-05-07,141.3,DM97MB,,,http://skect.org/default.aspx,,,,,,,,,,,,,,,Full-time to the SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,,WK0DX,Plains,KS,OPEN,,,199.53,SE,,20,3996,37.29330063,-100.63999939,147.18,147.78,,,,Meade,On-Air,Local,WK0DX,,Kansas Repeater Council,2014-07-07,,DM97QH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,88.5,N5DFQ,Guymon,OK,OPEN,,,199.72,SSE,,40,4419,36.67580032,-101.54699707,444.975,449.975,,,,Texas,On-Air,30,DBARC,Linked.,ORSI,2014-07-07,88.5,DM96FQ,,,http://caprockintertie.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
