Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,YSF Digital Enabled,DG-ID,WIRES-X,County,Op Status,Coverage,Sponsor,Features,Coordination,Last update,Uplink Tone,Grid,AllStar,Nets,Web links,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Talkgroups,Rocky Mountain Wide,Central Regional,Affiliate,Notes,Downlink Tone,EchoLink,IRLP,Commands,Links,P-25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,D-STAR Enabled,Node,Sources,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,On-air,Local Network,Northern Colorado Regional,Feed,TAC 310,TAC 311,Colorado,Colorado Chat,Southern Colorado,Eastern Colorado,Bandwidth,Devilshead Local,Location Photo,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Talkgroup Network,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Worldwide English,North America,Worldwide,English,REACT,CO-Park County,Wyoming,WyLOCAL
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,S,90.9,WNW,,08,8213,39.73759842,-104.98500061,449.675,444.675,,,,Denver,On-Air,,Colorado Amateur Repeater Network (CARN),,CCARC,2012-11-16,,,,,,,,,,,,,,,,,,7708,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,,90.91,WNW,,08,75,39.73920059,-104.98400116,145.475,144.875,,,,Jefferson,On-Air,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",Intermountain Repeater Group,E-power.,CCARC,2015-05-22,100,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,,90.91,WNW,,08,79,39.73920059,-104.98400116,146.715,146.115,,,,Denver,On-Air,,EARS,E-power.,CCARC,2017-04-09,123,,,,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,,90.91,WNW,,08,91,39.73920059,-104.98400116,448.075,443.075,,,,Denver,On-Air,,W0IG,,CCARC,2017-03-11,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,,90.91,WNW,,08,93,39.73920059,-104.98400116,448.55,443.55,,,,Denver,Off-Air,,HPRA,E-power.,CCARC,2017-03-11,82.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,,91.55,WNW,ON - IDLE,08,12216,39.75519943,-104.98699951,447.175,442.175,,,,Denver,On-Air,,W0JRL,,CCARC,2015-05-15,100,DM79MS,29997,,,,,,,,,,,,,100,201712,,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,N0PUF,"Centennial, Warren Mountain",CO,OPEN,,,92.2,WNW,,08,80,39.50419998,-105.12799835,146.88,146.28,,,,Jefferson,On-Air,Wide Area,Denver Radio League,E-power.,CCARC,2020-03-13,100,,,,DRL Repeaters,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,N0PUF,"Centennial, Warren Mountain",CO,OPEN,EI,Y,92.2,WNW,Node Offline,08,273,39.50419998,-105.12799835,449.6,444.6,yes,Open ↑ / Open ↓,,Jefferson,On-Air,,Denver Radio League,,CCARC,2020-03-13,,,,,DRL Repeaters,,,,,,,,,,,,690473,3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CC 88.5,W0PHC,"Pueblo, 12 Mile Hill",CO,OPEN,,D,92.6,SW,,08,194,38.20700073,-104.70700073,146.88,146.28,,,,Pueblo,On-Air,Wide area.,Pueblo Amateur Radio Club,E-power.,CCARC,2019-12-10,88.5,DM78pe,,,http://www.puebloradio.org/,yes,0,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,,93.43,NW,Node Offline,08,8739,40.02759933,-104.78900146,447.3,442.3,,,,Weld,On-Air,,,,CCARC,2013-01-07,107.2,,,,,,,,,,,,,,,,405804,3887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,,93.96,SW,ON - IDLE,08,5369,38.0340004,-104.48899841,449.975,444.975,,,,Pueblo,On-Air,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass Repeater Coverage Map,K0JSC,2,CCARC,2017-03-11,100,DM78SA18,28368,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,K0JSC dot Com,,,,,,,,,,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,100,363976,7301,,"Linkable to 146.79000 (W0PHC) at Pueblo, Baculite Mesa, CO . Linkable to 146.88000 (W0PHC) at Pueblo, 12 Mile Hill, CO . Linkable to 145.49000 (WD0EKR) at Canon City, Fremont Peak, CO . Linkable to 145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO . Linkable to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Linkable to 145.46000 (WB0WDF) at Cripple Creek, CO . Full-time to the The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,,95.23,WNW,,08,60,39.47029877,-105.19799805,447.5,442.5,,,,Jefferson,On-Air,Wide area.,Aurora Repeater Association,E-power.,CCARC,2014-04-28,88.5,DM79JL,,,,,,,,,,,,,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,,95.65,WSW,,08,66,38.74670029,-105.1780014,447.4,442.4,,,,Teller,On-Air,,WB0WDF,"E-power, Solar, Remote Base",CCARC,2012-06-15,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,,95.66,WSW,,08,65,38.7466011,-105.1780014,147.015,147.615,,,,Teller,On-Air,,Mountain ARC,E-power.,CCARC,2016-11-17,107.2,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,95.66,WSW,,08,64,38.7466011,-105.1780014,145.46,144.86,,,,Teller,On-Air,,WB0WDF,"E-power, 100% Solar",CCARC,2012-06-15,67,,,,,,,,,,,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,95.66,WSW,,08,7203,38.7466011,-105.1780014,224.94,223.34,,,,Teller,Testing,,,,CCARC,2012-06-18,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,,95.66,WSW,,08,67,38.7466011,-105.1780014,1287.7,1267.7,,,,Teller,Testing,,WB0WDF,,CCARC,2012-06-18,67,,,,,,,,,,,,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,,96.03,WNW,,08,185,39.88560104,-104.98699951,147.045,147.645,,,,Adams,On-Air,,Northglenn RA,E-power.,CCARC,2017-04-10,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,,96.57,WNW,ON - In Conference IRLP 3946,08,8208,39.83670044,-105.03700256,449.3,444.3,,,,Adams,On-Air,,N1UPS,,CCARC,2017-04-24,100,,,,,,,,,,,,,,,,43699,3699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,,96.58,WNW,,08,8204,39.70460129,-105.1230011,448.75,443.75,,,,Jefferson,Off-Air,Local.,,E-power.,CCARC,2019-08-23,100,DM79KQ,,,,,,,,,,,,N0ELY,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,96.96,WNW,,08,85,39.68220139,-105.14299774,147.33,147.93,,,,Jefferson,On-Air,Metro Denver and the foothills.,Denver Radio Club,E-power.,CCARC,2017-03-31,100,,,SATERN: Thu at 19:30.,DRC Repeaters,,,,,,,,,,Not recommeded to use tone squelch on this repeater.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,96.96,WNW,,08,267,39.68220139,-105.14299774,224.38,222.78,,,,Jefferson,On-Air,,Denver Radio Club,,CCARC,2017-03-11,100,,,,DRC Repeaters,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,CSQ,W0TX,"Lakewood, Green Mtn",CO,OPEN,,Y,96.96,WNW,,08,8215,39.68220139,-105.14299774,449.775,444.775,yes,Open ↑ / Open ↓,,Jefferson,On-Air,Metro Denver,Denver Radio Club,Yaesu Digital Only,CCARC,2019-09-06,,DM79KQ,,,Denver Radio Club,,,,,,,,,,"YSF digital only, no analog FM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,,96.99,NW,,08,8183,40.08470154,-104.81300354,224.96,223.36,,,,Weld,On-Air,,AC0KC,,CCARC,2012-11-12,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,,97.24,WNW,,08,5805,39.71620178,-105.12999725,447.825,442.825,,,,Jefferson,On-Air,,Denver Radio Club,,CCARC,2017-03-11,D073,DM79KR,,,,,,,,,,,,,Now operating in Narrow Band mode with Digital Code Squelch. Please reset your programing to use: 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,,97.89,WNW,,08,9775,39.75049973,-105.1230011,147.21,147.81,,,,Jefferson,On-Air,,Denver Water Amateur Radio Club,,,2020-01-23,100,DM79KS,,,http://www.dwarc.com,,,,,,,,,,,100,,3241,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,Y,97.89,WNW,,08,17349,39.75059891,-105.1230011,448.35,443.35,yes,Open ↑ / Open ↓,,Jefferson,On-Air,Denver Metro and surrounding,Denver Water Amateur Radio Club (DWARC),,CCARC,2018-10-02,,,,,http://www.DWARC.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9375,-25.9,,KI0HC,"Indian Hills, Chief Mtn",CO,OPEN,,,98.32,WNW,,08,17457,39.59999847,-105.20999908,927.9375,902.025,,,,Jefferson,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,,CCARC,2020-01-01,,,,,,,,,,,,,,,,,,,,Full-time to the The 900 P25 Network System .,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,99.17,WNW,,08,105,39.70080185,-105.1780014,53.09,51.39,,,,Jefferson,On-Air,Metro Denver area.,Denver Radio Club,E-power.,CCARC,2017-03-11,107.2,DM79JQ,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-0.5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,100.44,WNW,,08,10514,39.67340088,-105.21800232,53.17,52.67,,,,Jefferson,On-Air,"I-70,I-76,I-25,I-225",N6LXX,,CCARC,2019-03-25,107.2,,29883,,,,,,,,,,,N6LXX,,,,,,Full-time to the N6LXX System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,100.44,WNW,,08,10513,39.67340088,-105.21800232,447.875,442.875,,,,Jefferson,On-Air,"I-70,I-76,I-25,I-225",N6LXX,,CCARC,2017-03-09,107.2,,29913,,,,,,,,,,,N6LXX,,107.2,,,,Full-time to the N6LXX System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,,101.62,WNW,,08,103,39.52109909,-105.30500031,1287.9,1267.9,,,,Jefferson,Off-Air,Fort Collins to Colorado Springs.,Colorado Repeater Association (CRA),,CCARC,2017-10-07,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,,101.76,WNW,,08,26,39.92060089,-105.08599854,448.925,443.925,,,,Boulder,Off-Air,,W0LMA,,CCARC,2019-06-19,131.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,,101.76,WNW,,08,266,39.92060089,-105.08599854,449.825,444.825,,,,Boulder,Off-Air,Along the foothills and into Boulder where the 94 repeater is shadowed.,Rocky Mountain Radio League,6,CCARC,2019-06-19,103.5,,,Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,LaSalle,CO,OPEN,I,Y,101.79,NW,,08,157,40.26119995,-104.70600128,147,147.6,yes,Open ↑ / Open ↓,,Weld,On-Air,,Weld ARS,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",CCARC,2019-05-06,,DN70PG,,Tuesday Night club net,,,,,,,,,,,,,,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,,101.79,NW,,08,158,40.26119995,-104.70600128,448.475,443.475,,,,Weld,On-Air,,Weld Amateur Radio Society (WARS),,CCARC,2019-05-06,100,DN70PG,,,http://www.warsco.org/,,,,,,,,,,,,,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,,101.82,W,,08,8214,38.97969818,-105.35700226,449.7,444.7,,,,Park,,,CMRG,,CCARC,2012-11-12,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,146.2,WA0VJR,Wallace,KS,OPEN,I,,101.87,ESE,,20,3559,38.91389847,-101.59400177,444.6,449.6,,,,Wallace,On-Air,US-40 Repeater Coverage Map,WA0VJR,,,2019-03-27,146.2,DM98EV,,,,,,,,,,,,,Dial 9335 to access K-Link,,,3148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC,WA2YZT,"Golden, Lookout",CO,OPEN,,D,102.61,WNW,,08,3753,39.73049927,-105.23200226,446.8375,441.8375,,,,Jefferson,On-Air,,WA2YZT,200,CCARC,2019-11-27,,DM79JR,,,,yes,7,310802,RMHR c Record retrieved from radioid.net,,,,,,See website for more info on CC/TS/TG programming. www.rmham.org,,,,,Full-time to the Colorado TRBO System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,102.66,WNW,,08,3739,39.73049927,-105.23300171,145.25,144.65,,,,Jefferson,On-Air,,Colorado D-Star,,CCARC,2014-01-03,,DM79JR,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,yes,W0CDS (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,102.66,WNW,,08,2769,39.73049927,-105.23300171,446.9625,441.9625,,,,Jefferson,On-Air,,Colorado D-Star,,CCARC,2017-03-11,,DM79JR,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,yes,W0CDS (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,102.66,WNW,,08,3751,39.73049927,-105.23300171,1283.9625,1263.9625,,,,Jefferson,On-Air,,Colorado D-Star,,CCARC,2014-01-03,,DM79JR,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,yes,W0CDS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,102.66,WNW,,08,8222,39.73049927,-105.23300171,1299.9,1299.9,,,,Jefferson,On-Air,,Colorado D-Star,,,2014-01-03,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,yes,W0CDS (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,D,102.67,WNW,,08,10939,39.73070145,-105.23300171,145.37,144.77,,,,Jefferson,On-Air,,Rocky Mountain Ham Radio,700,CCARC,2019-11-27,,DM79JR,,,Rocky Mountain Ham Radio,yes,7,310808,RMHR c Record retrieved from radioid.net,,,,,,See the website for programming information. Voice ID is required for data/GPS/text on TG 705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,,102.77,WNW,,08,143,39.75559998,-105.22100067,448.125,443.125,,,,Jefferson,On-Air,,Denver PD EEB,,CCARC,2014-04-28,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,,102.77,WNW,,08,7170,39.75550079,-105.22100067,927.7875,902.7875,,,,Jefferson,On-Air,Golden and Denver.,N0PYY,,,2017-12-24,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,,102.77,WNW,,08,137,39.75559998,-105.22100067,448.975,443.975,,,,Jefferson,On-Air,Wide area.,FRG,Linkable VHF/UHF Remote Base,CCARC,2019-09-06,123,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.975,-25.9,67,W0SKY,"Golden, Lookout Mountain",CO,OPEN,A,,102.93,WNW,,08,18156,39.73329926,-105.23699951,927.975,902.0375,,,,Jefferson,On-Air,"Denver, Golden",,,CCARC,2020-01-01,67,,40195,,http://www.w0sky.com,,,,,,,,,,,67,,,Standard AllStar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,KE0VH,"Golden, Lookout Mountain",CO,OPEN,,Y,103.02,WNW,,08,139,39.73300171,-105.23899841,449.625,444.625,yes,Open ↑ / Open ↓,,Jefferson,On-Air,,,E-power,CCARC,2019-06-19,141.3,DM79JR,,,,,,,,,,,,,,141.3,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.175,5,156.7,K0WPM,Tribune,KS,OPEN,,,103.29,SE,,20,15098,38.46969986,-101.75299835,442.175,447.175,,,,Greeley,On-Air,,WKARC,,,2019-05-07,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC,KB0VGD,"Golden, Table Mountain",CO,OPEN,,D,103.36,WNW,"KB0VGD North Table Mtn. Golden Wide area coverage. Please use ONLY TG 310811, TG 3171, TG 3108, and TG 2 (Local 2) on Time Slot 2 (TS2). ALL OTHER TG connections will be directed to Time Slot 1 (TS1).",08,14273,39.7845993,-105.21600342,446.975,441.975,,,,Jefferson,On-Air,Denver Metro Area,W0DMR,,,2019-11-27,,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",http://www.w0dmr.org/,yes,2,310811,NoCo c Record retrieved from radioid.net,,,,,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310. TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,100,WA0JTB,"Sterling, CO",CO,OPEN,,,103.86,N,,08,238,40.62559891,-103.20700073,145.295,144.695,,,,Logan,On-Air,Wide area,NECARA,"Autopatch, e-power.",CCARC,2020-01-17,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,,103.99,WNW,,08,59,39.51480103,-105.35299683,147.12,147.72,,,,Jefferson,On-Air,Denver metro and east.,Aurora Repeater Association,E-power.,CCARC,2016-01-17,88.5,DM79HM,,,http://www.n0ara.org,,,,,,,,,,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,,104.45,WNW,,08,73,39.63330078,-105.31700134,145.34,144.74,,,,Jefferson,On-Air,Wide area.,Rocky Mtn Radio League,E-power.,CCARC,2019-08-15,103.5,,,,Repeater,,,,,,,,,,,127.3,,3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC,N0SZ,"Evergreen, Squaw Mountain",CO,OPEN,,D,104.45,WNW,,08,10932,39.63330078,-105.31700134,145.175,144.575,,,,Clear Creek,On-Air,,Rocky Mountain Ham Radio,700,CCARC,2019-11-27,,DM79IP,,,Rocky Mountain Ham Radio,yes,7,310810,RMHR c Record retrieved from radioid.net,,,,,,Voice ID is required for data/GPS/text on TG 705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,,106.71,WSW,ON - IDLE,08,7185,38.43009949,-105.23200226,447.975,442.975,,,,Fremont,On-Air,Canon City area. Repeater Coverage Map,K0JSC,Autopatch.,CCARC,2017-03-11,100,,28368,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,http://www.k0jsc.com,,,,,,,,,,,100,363976,7301,,Full-time to the The Fun Machine System .,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,W0PHC,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,,108.31,SSW,,08,247,37.77190018,-104.45600128,146.73,146.13,,,,Huerfano,On-Air,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",Pueblo Amateur Radio Club,6,CCARC,2019-12-10,88.5,DM77SS,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,,108.56,WSW,,08,278,38.45389938,-105.28600311,927.7,902.7,,,,Fremont,On-Air,,Royal Gorge ARC,,CCARC,2017-03-11,D114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,,108.57,WNW,,08,265,39.77719879,-105.32800293,449.75,444.75,,,,Jefferson,On-Air,,Rocky Mtn Radio League,8,CCARC,2016-12-23,103.5,,,,Repeater,,,,,,,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,,108.57,WNW,,08,134,39.77719879,-105.32800293,224.74,223.14,,,,Jefferson,On-Air,,Aurora Repeater Assoc,e-power,CCARC,2016-01-17,88.5,,,ARA: Wed at 2000.,ARA Repeaters,,,,,,,,,,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,,108.57,WNW,,08,71,39.77719879,-105.32800293,145.22,144.62,,,,Jefferson,On-Air,Wide area.,Rocky Mtn Radio League,8,CCARC,2016-12-23,103.5,,,,Repeater,,,,,,,,,,Talk-Group of $FFFF.,103.5,,,,,yes,293,yes,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
