Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Coordination,Last update,Coverage,Web links,Links,Nets,DMR Enabled,Color Code,DMR ID,Wide Network,Affiliate,Notes,Features,Grid,IPSC Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,D-STAR Enabled,Node,Sources,EchoLink,AllStar,On-air,IRLP,Commands,Bandwidth,Mixed-Mode,P-25 Digital Enabled,NAC,Default Reflector,YSF Digital Enabled,DG-ID,Location Photo,Feed,Central Regional,Northern Colorado Regional,Eastern Colorado,TAC 311,Colorado,Colorado Chat
443.35,5,CC,WR7HLN,"Grants, La Mosca Peak (Mount Taylor)",NM,OPEN,,D,140.63,S,"Transmitting of the HIGHEST DMR Repeater in New Mexico on La Mosca Peak, 11,200 Feet above sea level 15 miles northeast of downtown Grants, New Mexico. 50 Watt Hytera Dual-Mix Repeater. DB Products 633 omni pattern antenna. Antenna height is 180 feet above ground level. Powered with a back up Generator. On the air June 26, 2019.",35,18016,35.25289917,-107.59700012,443.35,448.35,,,Bernalillo,On-Air,Mac Pass Repeater Group,NMFCC,2019-12-08,"Central New Mexico,",http://www.dmr-montana.net,,,yes,1,310793,yes,,,BrandMeister on DMR Dual Mix Analog on PL Tone 131.8,,BrandMeister c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,"Time Slot 1 3135 New Mexico Statewide, Time Slot 2 31301 MPRG1",,Yes; analog capable.,,,,,,,,,,,,,
146.98,-0.6,141.3,NM5EM,"Grants, Mt Taylor",NM,OPEN,,,140.66,S,,35,5349,35.25249863,-107.59700012,146.98,146.38,141.3,141.3,Cibola,On-Air,New Mexico Emergency Management Association Amateur Radio Club,,2016-08-31,,,"Full-time to 444.97500 (K5EMO) at Grants, 515 West High Street, NM .",,,,,,,Located inside the state of NM radio building.,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,
146.94,-0.6,100,K5URR,"Grants, Mt Taylor",NM,OPEN,,,141.54,S,,35,97,35.23860168,-107.60800171,146.94,146.34,100,,Cibola,On-Air,Upper Rio FM Society,,2018-12-13,Wide area.,http://www.urfmsi.org/,,,,,,,,,11,DM65EF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,,142.19,SE,,35,15606,36.24700165,-105.65499878,51.5,51.5,100,,Taos,On-Air,Taos ARC,,2017-08-27,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,,142.19,SE,,35,15605,36.24700165,-105.65499878,224.4,222.8,225.7,,Taos,On-Air,Taos ARC,NMFCC,2017-07-06,,http://taosarc.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,,142.24,SE,ON - IDLE,35,172,36.24689865,-105.65399933,147.12,147.72,67,,Taos,On-Air,Taos Amateur Radio Club,NMFCC,2017-02-24,Wide area.,http://taosarc.org/,,,,,,,ARRL,,E-power.,DM76EF,,,,,,,,,,,,,,,,828279,,,,,,,,,,,,,,,,,,,
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,,142.26,SE,,35,15612,36.24620056,-105.65399933,449.875,444.875,123,,Taos,Off-Air,Taos ARC,NMFCC,2018-05-21,,,,,,,,,,,"Linked to 147.34, E-Power.",DM76EF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,,142.39,SE,,35,11288,36.59780121,-105.44499969,147.14,147.74,67,,Taos,On-Air,,,2017-07-25,,http://www.taosarc.com/,Full-time to the Mega-Link System .,,,,,,TaosARC,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,,143.19,NNE,,08,260,39.1761,-106.829,447.05,442.05,136.5,136.5,Pitkin,On-Air,Roaring Fork Amateur Repeater Cooperative,CCARC,2012-11-10,Aspen-Snowmass areas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,,143.34,NNE,,08,211,39.2131,-106.937,146.67,146.07,107.2,,Pitkin,On-Air,Ski Country ARC,CCARC,2012-11-10,Wide area.,,,,,,,,,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,,144.71,E,,08,15584,38.1347,-105.466,448.325,443.325,100,100,Custer,On-Air,,,2017-01-06,,,Full-time to the The Fun Machine System .,,,,,,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,,144.71,E,,08,8218,38.1347,-105.466,919.1,894.1,88.5,CSQ,Pueblo,Off-Air,Pueblo HC,CCARC,2016-07-14,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,,144.76,E,,08,7189,38.1347,-105.465,147.06,147.66,77,77,Custer,On-Air,http://www.qsl.net/rghc,CCARC,2019-08-16,,,,,,,,,,,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,,144.76,E,,08,248,38.1347,-105.465,448.15,443.15,103.5,103.5,Custer,On-Air,Royal George ARC,CCARC,2017-03-11,,http://www.qsl.net/rghc,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,,144.76,E,,08,7192,38.1347,-105.465,927.775,902.775,D116,D116,Custer,On-Air,Royal Gorge Amateur Radio Club,CCARC,2012-06-14,,,,,,,,,,System uses digital PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,,144.89,SE,,35,183,36.55670166,-105.41600037,444.975,449.975,123,,Taos,On-Air,N5TSV,NMFCC,2017-02-13,,,,,,,,,,,,DM76HN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,67,K5URR,"Grants, MW Ridge",NM,OPEN,,,145.01,S,,35,15625,35.18880081,-107.59999847,146.64,146.04,67,67,Bernalillo,On-Air,URFMSI,NMFCC,2018-05-03,Wide Area,http://www.urfmsi.org,,,,,,,,,,DM65EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,,146.19,SE,,35,15618,36.75999832,-105.30999756,145.25,144.65,123,,Taos,On-Air,Taos ARC,NMFCC,2017-08-27,,Taos Amateur Radio Club,,,,,,,,,,DM76IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,67,K5EMO,"Grants, 515 West High Street",NM,OPEN,E,,146.57,S,ON - IDLE,35,17042,35.15420151,-107.85399628,444.975,449.975,67,67,Cibola,On-Air,Cibola County Emergency Manager,NMFCC,2018-12-27,Local,,"Full-time to 146.98000 (NM5EM) at Grants, Mt Taylor, NM .",,,,,,,,Linked to 147.980 NM5EM,DM65BD,,,,,,,,,,,,,,,,707790,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KE5FYL,Grants,NM,OPEN,,Y,147.05,S,,35,10215,35.14730072,-107.85099792,147.18,147.78,,,Cibola,On-Air,Cibola County Amateur Radio Club,NMFCC,2018-11-29,,,"Full-time to 444.95000 (KE5FYL) at Grants, La Mosca Peak, NM .",,,,,,,PL 100.0 must but placed on both RX &amp; TX to avoid hearing Digital Traffic noise.,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,
444.8,5,67,NM5ML,"Grants, La Mosca",NM,OPEN,,,147.05,S,,35,15885,35.14730072,-107.85099792,444.8,449.8,67,,Cibola,On-Air,Mega Link Repeater System,NMFCC,2018-01-07,Wide area,,Full-time to the Mega-Link System .,,,,,,,10,Full time to the New Mexico MegaLink system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.66,-0.6,100,NM5ML,"Grants, Microwave Ridge",NM,OPEN,,,147.06,S,,35,94,35.14720154,-107.85099792,146.66,146.06,100,,Cibola,On-Air,Mega-Link Rptr System,NMFCC,2017-07-25,Wide area.,,Full-time to the Mega-Link System .,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.65,5,CC,KE5FYL,"Grants, Rogers Rock",NM,OPEN,,DS,148.06,S,,35,17003,35.13249969,-107.88899994,444.65,449.65,,,Cibola,On-Air,Cibola County Amateur Radio Club,NMFCC,2019-12-08,Grants/Milan NM,,,,yes,1,313508,yes,,,,DM65BD,Brandmeister c Record retrieved from radioid.net,,,,,,,,,,,,yes,KE5FYL (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,,149.97,NNE,,08,35,39.4,-107.315,449.725,444.725,179.9,,Garfield,On-Air,Roaring Fork Amateur Repeater Cooperative (RFARC),CCARC,2012-11-10,Wide area.,,,,,,,,,,EchoLink.,,,,,,,,,,,,,,,,,,28434,,3722,,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,,149.97,NNE,,08,259,39.4,-107.315,147.39,147.99,107.2,,Garfield,On-Air,Roaring Fork Amateur Repeater Cooperative,,2016-07-14,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,,150.69,N,,08,253,39.4519,-108.052,449.8,444.8,107.2,,Garfield,On-Air,,CCARC,2018-01-15,,GMRA Repeaters,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,151.08,N,,08,129,39.4264,-107.38,146.85,146.25,88.5,123,Garfield,On-Air,Colorado Connection,CCARC,2016-05-23,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",,,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,,,,,,Part of the Colorado Connection System of Repeaters,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,151.08,N,,08,130,39.42639923,-107.37999725,146.88,146.28,107.2,,Garfield,On-Air,Ski Country ARC,CCARC,2012-11-10,,,"Full-time to 447.60000 (KI0G) at Glenwood Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,151.08,N,,08,132,39.4264,-107.38,447.1,442.1,107.2,,Garfield,On-Air,Ski Country ARC,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,151.08,N,,08,255,39.4264,-107.38,449.6,444.6,107.2,,Garfield,On-Air,,CCARC,2018-01-15,Wide area.,http://www.gmra.org,,,,,,,,,e-power Linked to GMRA open system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,,152.07,N,Node Offline,08,200,39.4745,-107.772,146.76,146.16,107.2,,Garfield,Off-Air,"N0SWE, Roaring Fork Amateur Repeater Cooperative",CCARC,2015-06-03,"New Castle, Silt, Rifle and Rulison and areas around Parachute.",,,,,,,,,,E-power.,DM69cl,,,,,,,,,,,,,,,,243117,,,,,,,,,,,,,,,,,,,
442.75,5,162.2,KC5IPK,Rio Rancho,NM,OPEN,EI,,152.21,SSE,Node Offline,35,3112,35.2743988,-106.73699951,442.75,447.75,162.2,,Sandoval,On-Air,KC5IPK,NMFCC,2017-02-11,"Rio Rancho, Albuquerque, Corrales.",,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,214956,,,7855,,,,,,,,,,,,,,,,
147.1,0.6,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,,152.21,SSE,,35,139,35.2743988,-106.73699951,147.1,147.7,100,100,Sandoval,On-Air,Sandoval Co ARES,NMFCC,2017-02-10,,http://www.nmscares.org,"Full-time to 443.00000 (NM5RR) at Rio Rancho, Rainbow, NM .",,,,,,,,"E-power, remote base, Linked to 443.100 and 147.080.",DM65PG,,,,,,,,,,,,,,,,,27749,,,,,,,,,,,,,,,,,,
443,5,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,,152.21,SSE,,35,141,35.2743988,-106.73699951,443,448,100,,Sandoval,On-Air,Sandoval Co ARES,NMFCC,2017-02-10,Rio Rancho and parts of Santa Fe.,http://www.nmscares.org,"Full-time to 147.10000 (NM5RR) at Rio Rancho, Rainbow, NM .",,,,,,RACES.,,E-power.,DM65PG,,,,,,,,,,,,,,,,,27750,,,,,,,,,,,,,,,,,,
443.15,5,CC,WR7HLN,Santa Fe,NM,OPEN,,D,152.22,SE,"New Repeater in Santa Fe, on the air at 6/24/19 3 Miles West of Santa Fe, NM. 6,870 Feet Elevation. 50 watt Hytera RD985 Repeater. Dual Mix with Analog, PL 131.8. Decibel Products DB-408 omni pattern antenna. Antenna height is 85 feet above ground level. On the air June 24, 2019.",35,18015,35.67869949,-105.99199677,443.15,448.15,,,Bernalillo,On-Air,Mac Pass Repeater Group,NMFCC,2019-12-08,Santa Fe,http://www.dmr-montana.net,,,yes,1,310992,yes,,,"This is a dual mix repeater, analog on PL TONE 131.8, color code 1 DMR",,Brandmeister c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,,152.56,SE,,35,77,36.59999847,-105.25,444.35,449.35,100,,Colfax,On-Air,,NMFCC,2018-01-07,,,Full-time to the Mega-Link System .,,,,,,,11,,DM76JO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,,153.48,NE,,08,9840,38.88330078,-105.93299866,448.575,443.575,103.5,103.5,Park,Off-Air,,CCARC,2017-11-22,Western Park County,,"Full-time internet linked to 146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,,,,,DM78AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,146.2,K9GAJ,Santa Fe,NM,OPEN,I,,153.63,SE,,35,10216,35.65100098,-105.99199677,449.275,444.275,146.2,,Santa Fe,On-Air,Fred Homuth,,2017-07-25,,,,,,,,,,,,DM75AP,,,,,,,,,,,,,,,,,,,3939,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,,Santa Fe,NM,OPEN,,,153.89,SE,,35,17323,35.68700027,-105.93800354,145.19,144.59,162.2,,Bernalillo,On-Air,,,2018-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,,W5SF,Santa Fe,NM,OPEN,,S,153.89,SE,,35,13769,35.68700027,-105.93800354,145.21,144.61,,,Santa Fe,On-Air,W5SF,,2015-11-08,Local Santa Fe,,,,,,,,Santa Fe Amateur Radio Club,Soon to move to a better location.,,,,,,,,,,,,,,,yes,W5SF (C) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,
444.575,5,,W5SF,Santa Fe,NM,OPEN,,S,153.89,SE,,35,13768,35.68700027,-105.93800354,444.575,449.575,,,Santa Fe,On-Air,W5SF,,2015-11-08,Local Santa Fe,,,,,,,,Santa Fe Amateur Radio CLub,Soon to move to a better location,,,,,,,,,,,,,,,yes,W5SF (B) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,
447.775,-5,100,KF5SGT,Santa Fe,NM,OPEN,I,,154.05,SE,,35,13566,35.64799881,-105.98500061,447.775,442.775,100,,Santa Fe,On-Air,,,2017-02-14,Santa Fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7326,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,,154.46,NNE,ON - IDLE,08,6009,39.4247,-107.097,447.15,442.15,136.5,,Garfield,On-Air,,,2011-08-01,,,,,,,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,,,,,,,,,,,,,,,,8150,,,,,,,,,,,,,,,,,,,
147.2,0.6,162.2,W5SF,"Santa Fe, St Vincent Hospital",NM,OPEN,,,155.01,SE,,35,154,35.65930176,-105.94499969,147.2,147.8,162.2,,Santa Fe,On-Air,Santa Fe ARC,NMFCC,2018-09-01,,SFARC Repeaters,,,,,,,,,E-power. Full time link to Tesuque Peak.,DM75AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.35,5,100,WA5OLD,Rio Rancho,NM,OPEN,,,155.03,SSE,,35,140,35.27550125,-106.61799622,442.35,447.35,100,,Sandoval,On-Air,WA5OLD,NMFCC,2017-07-21,,,,,,,,,,,Autopatch.,DM65QG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,141.3,NM5EM,"Santa Fe, Tesuque Peak",NM,OPEN,,,155.46,SE,,35,15631,35.78530121,-105.78199768,147.02,147.62,141.3,,Santa Fe,On-Air,NMEMA ARC,NMFCC,2017-01-24,,,,,,,,,,,,DM75CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.825,5,131.8,KB5ZQE,"Santa Fe, Tesuque Peak",NM,OPEN,,,155.51,SE,,35,155,35.78499985,-105.78099823,442.825,447.825,131.8,,Santa Fe,On-Air,Santa Fe ARC,NMFCC,2017-07-22,,,"Full-time to 146.82000 (W5SF) at Santa Fe, Tesuque Peak, NM .",,,,,,,,Autopatch.,DM75CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,162.2,W5SF,"Santa Fe, Tesuque Peak",NM,OPEN,,,155.51,SE,,35,153,35.78499985,-105.78099823,146.82,146.22,162.2,,Santa Fe,On-Air,Santa Fe ARC,NMFCC,2017-07-22,Wide area.,SFARC Repeaters,"Full-time to 442.82500 (KB5ZQE) at Santa Fe, Tesuque Peak, NM .",,,,,,,,"Autopatch, e-power.",DM75CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Eagle Nest, Touch Me Not",NM,OPEN,,,155.78,SE,,35,15635,36.57799911,-105.19799805,147.04,147.64,141.3,,Colfax,On-Air,NMEMA ARC,NMFCC,2017-01-24,,,,,,,,,,,,DM76JN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.4,5,100,NM5SV,"Placitas, Sandia Peak",NM,OPEN,,,156.13,SSE,,35,14763,35.33599854,-106.44100189,443.4,448.4,100,,Sandoval,On-Air,Sandia Vista ARC,NMFCC,2019-08-10,,http://sandiavista.net,,,,,,,,,,DM65SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.4,5,CC,KG5SLG,"Rio Rancho, NM 528 and Corrales Rd",NM,OPEN,,D,156.57,SSE,,35,16499,35.23279953,-106.66300201,442.4,447.4,,,Sandoval,Off-Air,,NMFCC,2019-12-16,"Rio Rancho, Bernalillo,Albuquerque and plus Northeast heights of Albuquerque",,,,yes,4,,yes,,Dmr color code 4,"Brandmeister, DMR CC 4, D-Star, Fusion",,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.7,5,100,NM5F,Rio Rancho,NM,OPEN,EA,,156.57,SSE,ON - IDLE,35,18120,35.23279953,-106.66300201,443.7,448.7,100,,Sandoval,On-Air,,NMFCC,2019-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,27580,27578,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,,156.62,E,,08,245,38.04109955,-105.18499756,224.32,222.72,88.5,,Custer,Off-Air,Pueblo Ham Club,CCARC,2016-07-14,,PHC repeaters,,,,,,,,,11,DM78JA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,W0PHC,Pueblo,CO,OPEN,,,156.62,E,,08,197,38.04109955,-105.18499756,447.175,442.175,88.5,,Pueblo,Off-Air,Pueblo Amateur Radio Club,CCARC,2019-12-10,Wide area: Southeast Colorado.,http://www.puebloradio.org/,,,,,,,,,11,DM78JA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,,157.02,ESE,ON - IDLE,08,13485,37.34069824,-105.02400208,449.75,444.75,100,100,Las Animas,On-Air,N0ZSN,CCARC,2015-07-27,,The Fun Machine,Full-time to the The Fun Machine System .,,,,,,The Fun Machine,,,,,,,,,,,,,,,,,,,363976,28368,,7301,,,,,,,,,,,,,,,,
444.7,5,100,K5CPU,"Rio Rancho, Intel Corp",NM,OPEN,,,157.13,SSE,,35,142,35.22499847,-106.66000366,444.7,449.7,100,,Sandoval,On-Air,New Mexico Intel Emergency Amateur Service,NMFCC,2017-07-21,Albuquerque and vicinity,,,,,,,,,,E-power.,DM65QF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,100,NM5SC,"Placitas, La Madera",NM,OPEN,A,,157.38,SSE,,35,9768,35.30749893,-106.45700073,147.08,147.68,100,,Sandoval,On-Air,Sandoval County ARES,NMFCC,2017-02-10,"Wide area: Sandia Mtns, Edgewood, Moriarty, Madrid, Golden.",http://www.nmscares.org,,Sandoval County ARES: Mon at 19:30.,,,,,ARRL,25,"Linked, e-power.",DM65SH,,,,,,,,,,,,,,,,,28176,,,,,,,,,,,,,,,,,,
145.37,-0.6,162.2,NM5HD,Rio Rancho,NM,OPEN,I,,157.56,SSE,,35,10214,35.19760132,-106.71499634,145.37,144.77,162.2,,Sandoval,On-Air,Adrian Miura,,2014-11-23,,,,,,,,,,,,DM65PE,,,,,,,,,,,,,,,,,,,7706,,,,,,,,,,,,,,,,
443.2,5,CC,N5QD,Corrales,NM,OPEN,,D,157.64,SSE,Static Talkgroups: 93 - North America - Slot 1 3135 - New Mexico - Slot 2 3176 - Southwest USA - Slot 2,35,16498,35.2378006,-106.60700226,443.2,448.2,,,Sandoval,On-Air,,,2019-12-08,,http://brandmeister.network/?page=repeater&amp;id=313513,,,yes,1,313513,yes,,,Brandmeister,,Brandmeister c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,,158.52,ESE,,08,168,37.50500107,-105.00700378,145.355,144.755,100,,Huerfano,On-Air,N0JPX,CCARC,2019-03-17,,,,,,,,,,,"E-power, linked.",,,,,,,,,,,,,,,,,,,,3974,,,,,,,,,,,,,,,,
443.65,5,CC,NM5SH,Albuquerque,NM,OPEN,,D,159.59,SSE,,35,33,35.16189957,-106.72499847,443.65,448.65,,,Bernalillo,On-Air,NM5SH,NMFCC,2019-12-08,Albuquerque Metro,NM5SH QSL.net,,,yes,1,313517,yes,,,Brandmeister,DM65pd,Brandmeister c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.9,-1.6,,KB5UGU,Albuquerque,NM,OPEN,E,,159.86,SSE,Node Offline,35,15432,35.1629982,-106.70999908,223.9,222.3,,,Bernalillo,On-Air,,,2018-10-16,,,,,,,,,,,"E-power (solar), Autopatch, Remote base.",DM65PD,,,,,,,,,,,,,,,,87120,,,,United States,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,,160.06,N,,08,8181,39.55049896,-107.32499695,224.02,222.42,,,Garfield,,SCARC,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,,160.06,N,,08,8192,39.5505,-107.325,447.6,442.6,,,Garfield,,Ski Country ARC (SCARC),CCARC,2012-11-12,40,,"Full-time to 146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",,,,,,,Link Hub for 146.880.,50,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,,160.06,N,,08,13637,39.55049896,-107.32499695,449.85,444.85,131.8,131.8,Garfield,On-Air,,CCARC,2018-01-15,Glenwood Springs,http://GMRA.org,Full-time to the GMRA Open System .,Colorado State RACES Wed 1930 local,,,,,Grand Mesa Repeater Assoc,RACES net Wed 1930 Hrs Local,e-power Linked to GMRA Open System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,,160.07,N,Node Offline,08,131,39.5506,-107.324,147.3,147.9,107.2,,Garfield,Off-Air,Roaring Fork Amateur Repeater Cooperative,CCARC,2012-11-10,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",,,,,,,,,Single beep courtesy tone when linked and none when unlinked.,8,,,,,,,,,,,,,,,,,266359,,,,,,,,,,,,,,,,,,,
447.6,-5,CC 88.5,W0PHC,"Walsenburg, Badito Cone",CO,OPEN,,D,160.33,E,,08,18345,37.77199936,-105.02200317,447.6,442.6,88.5,88.5,Huerfano,Off-Air,Pueblo Amateur Radio Club,CCARC,2019-12-12,,http://www.puebloradio.org/,,,yes,,,yes,,Repeater off line due to road closure for the winter. (note entered 12/2019),,DM77LS,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,6.25,Yes; analog capable.,,,,,,,,,,,,,
147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,,160.66,SE,,35,41,36.36000061,-105.20999908,147.34,147.94,100,,Colfax,On-Air,Taos ARC,NMFCC,2017-08-27,Wide area.,Taos Amateur Radio Club,,,,,,,,,E-power.,DM76JI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,,161.38,NNE,,08,10827,39.2508,-106.293,147.24,147.84,156.7,156.7,Lake,On-Air,,CCARC,2019-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
