Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Links,Last update,Coverage,Features,Nets,Web links,Coordination,Notes,Grid,Affiliate,On-air,DMR Enabled,Color Code,Wide Network,AllStar,YSF Digital Enabled,DG-ID,Mixed-Mode,EchoLink,DMR ID,IPSC Network,IRLP,Commands,P-25 Digital Enabled,NAC,Default Reflector,Local Network,Talkgroups,Rocky Mountain Wide,Northern Colorado Regional,Talkgroup Network,Worldwide English,North America,DCI Bridge,Local/Cluster,Colorado,N. Colorado,D-STAR Enabled,Node,Sources,Worldwide,English,TAC 310,Southern Colorado,Central Regional,Feed,Wyoming,WyLOCAL,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Mountain Reg USA,Bandwidth,WIRES-X,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Eastern Colorado,TAC 311,Colorado Chat,Location Photo
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,,147.52,SSE,ON - IDLE,08,13510,38.4463,-106.011,449.975,444.975,100,100,Chaffee,On-Air,,Full-time to the The Fun Machine System .,2017-03-11,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,2,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,K0JSC.COM,CCARC,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,DM68xk,,,,,,28368,,,,363976,,,7301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,,147.53,SE,,08,57,39.03020096,-104.7990036,448.8,443.8,100,,El Paso,On-Air,Pikes Peak FM Association (http://PPFMA.ORG),,2019-09-24,I-25 corridor from Baptist Rd south to Fort Carson,,,PPFMA Repeaters,CCARC,,DM79OA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,148.34,SE,,08,44,38.84000015,-105.04000092,146.97,146.37,100,,El Paso,On-Air,Pikes Peak FM Assoc,"Linkable to 448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",2019-11-11,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",e-power.,listed on http://ppfma.org,PPFMA Repeaters,CCARC,,DM78LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,148.34,SE,,08,54,38.84000015,-105.04000092,448.45,443.45,100,,El Paso,On-Air,Pikes Pk FM Assoc,"Linkable to 146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",2019-03-07,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",E-power.,see http://www.ppfma.org,PPFMA Repeaters,CCARC,,DM78LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,,148.92,SE,,08,65,38.7466,-105.178,147.015,147.615,107.2,,Teller,On-Air,Mountain ARC,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO .",2016-11-17,,E-power.,MARC/PCRC: Tue at 19:30.,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,148.92,SE,,08,64,38.7466011,-105.1780014,145.46,144.86,67,,Teller,On-Air,WB0WDF,,2012-06-15,,"E-power, 100% Solar",,,CCARC,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,148.92,SE,,08,7203,38.7466,-105.178,224.94,223.34,67,,Teller,Testing,,,2012-06-18,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,,148.92,SE,,08,66,38.7467,-105.178,447.4,442.4,67,,Teller,On-Air,WB0WDF,,2012-06-15,,"E-power, Solar, Remote Base",,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,,148.92,SE,,08,67,38.7466,-105.178,1287.7,1267.7,67,,Teller,Testing,WB0WDF,,2012-06-18,,,,,CCARC,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,,149.42,SSW,,08,12442,38.4783,-107.876,146.91,146.31,107.2,107.2,Montrose,On-Air,,,2014-12-13,,E-Power,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,,149.42,SSW,,08,7953,38.4783,-107.876,146.79,146.19,107.2,107.2,Montrose,On-Air,KC0UXX,,2012-09-06,,E-power.,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,,,Black Forest,CO,OPEN,,SY,150.53,SE,,08,17551,39.04850006,-104.7009964,448.95,443.95,,,El Paso,,N0PKT,,2019-01-08,This repeater covers most of Black Forest and various areas of Monument and Colorado Springs,e-power,Primarily on NXDN: All Nets carried on the K0JSC.COM Fun Machine system,http://www.k0jsc.com,,,,K0JSC,Unknown,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,yes,(B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,yes,1,6.25,yes,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,,151.74,SSW,,08,15213,38.38750076,-107.6740036,448.65,443.65,,151.4,Montrose,On-Air,KB0YNA,"Full-time to 447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",2016-10-11,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,,151.74,SSW,,08,69,38.3875,-107.674,447.2,442.2,107.2,107.2,Montrose,On-Air,,Full-time to the GMRA Open System .,2018-01-15,Delta/Montrose,9,RACES Net Wed at 1930 Hrs.,GMRA Repeaters,CCARC,Closed IRLP out - Ask for a control op,,Grand Mesa Repeater Assoc,,,,,,,,,,,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,100,KB5ITS,"Montrose, Raspberry",CO,OPEN,,,152.76,SSW,,08,18465,38.41740036,-107.84600067,448.825,443.825,100,,Montrose,On-Air,San Juan Connection,,2020-01-17,"Nucla, Uncompahgre Plateau, coverage into Montrose and ?West End?",,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,,153.55,SE,,08,8178,38.77249908,-104.99299622,147.18,147.78,100,,El Paso,On-Air,AA0SP,,2017-03-09,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",E-power (solar).,,,CCARC,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,DM78MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,153.55,SE,,08,5220,38.77259827,-104.99299622,446.95,441.95,,,Teller,On-Air,Rocky Mountain Ham Radio,"Full-time to 446.98750 (N0SZ) at Boulder, Lee Hill, CO .",2019-11-27,Monument Hill through Pueblo.,,,,,,,RMHAM,,yes,7,,,,,,,310816,RMHR c Record retrieved from radioid.net,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
927.725,-25.7,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,,153.55,SE,,08,58,38.77259827,-104.99299622,927.725,902.025,,,Teller,On-Air,WA6IFI,Full-time to the The 900 P25 Network System .,2020-01-01,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. 50 mi radius. Repeater Coverage Map",12,,Yahoo Group,CCARC,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,CC,N0SZ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,153.58,SE,,08,17250,38.77199936,-104.99299622,145.235,144.635,,,El Paso,On-Air,RMHAM,,2019-11-27,Wide area,,,Rocky Mountain Ham Radio,CCARC,Voice ID is required for data/GPS/text on TG 705,DM78MS,,,yes,7,,,,,,,310824,c Record retrieved from radioid.net,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Eastern Colorado 2 705 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,,153.83,SE,,08,15989,38.90000153,-104.80000305,224.72,223.12,103.5,103.5,El Paso,On-Air,w0mog,,2017-04-07,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.775,5,CC 123.0,AD0BN,"Green River, Green River High School",WY,OPEN,,D,154.17,WNW,,56,11520,41.5011,-109.464,444.775,449.775,123,123,Sweetwater,Testing,,,2014-08-07,"Note: This repeater will operate in digital mode only. It may, however, be switched to analogue mode under special circumstances and will use a tone of 123/123. Digital repeater should provide portable coverage in the Green River area when operational. Repeater is not currently on-air but has been coordinated and is awaiting installation. Please use Talkgroup 2 and Timeslot 2 for local communications. Repeater uses color 12.",,,,WRCG,,,,,yes,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,,154.5,SE,ON - IDLE,08,13294,39.04370117,-104.60800171,447.625,442.625,100,100,El Paso,On-Air,KD0MDP,Full-time to the The Fun Machine System .,2015-06-02,,Linked.,,,,,,The Fun Machine,,,,,28299,,,,363976,,,7301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,,156,SSE,,08,33,38.5386,-105.349,449,444,67,67,Fremont,On-Air,WB0WDF,Full-time to the Mega-Link System .,2012-06-14,,"E-power (Solar, Wind)",,Mega Link,CCARC,North of the Royal Gorge Bridge.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,,156.17,SE,,08,46,38.83810043,-104.82099915,147.27,147.87,,,El Paso,On-Air,TRA,,2016-08-10,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,,156.17,SE,,08,43,38.83810043,-104.82099915,146.91,146.31,151.4,151.4,El Paso,On-Air,GGARC,,2016-08-10,,E-power.,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,,156.17,SE,,08,48,38.83810043,-104.82099915,147.39,147.99,103.5,,El Paso,On-Air,W0MOG,,2016-08-10,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,,156.39,SE,,08,8211,38.83390045,-104.82099915,449.575,444.575,,,El Paso,On-Air,RMHARC,,2016-08-10,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,,156.39,SE,,08,8200,38.83390045,-104.82099915,448.3,443.3,100,,El Paso,On-Air,AA0L,,2016-08-10,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,,156.39,SE,,08,50,38.83390045,-104.82099915,447.35,442.35,151.4,,El Paso,On-Air,GGARC,,2015-03-04,,E-power.,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,,156.39,SE,,08,8182,38.83390045,-104.82099915,224.06,222.46,,,El Paso,,Pikes Peak FM Association (PPFMA),,2012-11-12,Wide area.,"E-power, linked.",,,CCARC,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,,156.39,SE,,08,49,38.83390045,-104.82099915,447.025,442.025,123,,El Paso,Off-Air,Colorado Springs ARA,,2016-08-10,,"Closed autopatch, e-power, linked, remote base.",,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,,156.39,SE,,08,8198,38.83390045,-104.82099915,448.25,443.25,123,,El Paso,Off-Air,,,2018-09-25,Colorado Springs,,,,CCARC,,DM78OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,,156.39,SE,,08,51,38.83390045,-104.82099915,447.475,442.475,107.2,,El Paso,On-Air,Mountain ARC (MARC),"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",2019-11-07,,"Closed autopatch, e-power.",MARC/PCRC: Tue at 1930.,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,,156.39,SE,,08,55,38.83390045,-104.82099915,448.6,443.6,114.8,,El Paso,,W0MOG,"Full-time to 927.80000 (W0MOG) at Colorado Springs, CO .",2012-11-10,,,,,CCARC,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,,156.39,SE,,08,3537,38.83390045,-104.82099915,927.8,902.8,D116,,Teller,On-Air,,"Full-time to 448.60000 (W0MOG) at Colorado Springs, CO .",2012-11-10,,6,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,,156.39,SE,,08,8191,38.83390045,-104.82099915,447.55,442.55,123,,El Paso,On-Air,WA6IFI,,2015-11-13,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,114.8,KC7SNO,Albin,WY,OPEN,,,156.55,E,,56,28,41.4178009,-104.09799957,147.165,147.765,114.8,,Laramie,On-Air,Shy-Wy Amateur Radio Club,"Full-time to 147.10500 (KC7SNO) at Cheyenne, North Park, WY . Full-time to 146.77500 (KC7SNO) at Cheyenne, Denver Hill, WY .",2017-01-04,,E-power.,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,,156.86,SE,,08,8176,38.83969879,-104.80000305,147.135,147.735,100,,El Paso,On-Air,AA0L,,2016-04-08,,6,,,CCARC,,DM78OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,110.9,K7PLA,"Casper, Casper Mountain",WY,OPEN,,,157.87,N,,56,12433,42.73600006,-106.30899811,145.46,144.86,110.9,110.9,Natrona,On-Air,W7QQA,,2017-01-04,"Wide area: East to Douglas, South to Saratoga, Rawlings. West to Moneta, Jeffery city/muddy gap, independence rock.North to Buffalo",,"Buffalo roll call, Tuesday night",http://wyoham.com,WRCG,,DN62UR,"Buffalo Radio Club, Casper Radio Club",,,,,,,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,,158.12,SE,,08,56,38.77999878,-104.84999847,448.725,443.725,123,,El Paso,On-Air,KA0TTF,,2016-04-19,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,100,W7VNJ,"Casper, Casper Mountain",WY,OPEN,,,158.35,N,,56,5,42.74290085,-106.30799866,145.235,144.635,100,100,Natrona,On-Air,Casper ARC,,2019-10-23,Wide Area,"E-power, 15 watts, autopatch.",,http://casperarc.net/wiki/index.php/145.235,,Autopatch,DN62UR,,,,,,,,,,,,,,*[number] to dial # to hang up. 7 digit numbers only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,156.7,AD0TP,Colorado Springs,CO,OPEN,,,158.93,SE,,08,42,38.83969879,-104.7437973,146.85,146.25,156.7,103.5,El Paso,On-Air,AD0TP,,2020-02-10,Greater Colorado Springs Area,,,http://www.v7arc.com/,CCARC,Please email with comments/signal reports,DM78PU,Village 7 Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,173.8,KD7AGA,"Casper, Casper Mountain",WY,OPEN,,,158.95,N,,56,7,42.75249863,-106.31400299,146.64,146.04,173.8,,Natrona,Off-Air,CDK Net,"Full-time to 449.57500 (W7VNJ) at Casper, Wyoming Med Center, WY .",2017-01-04,Regional.,E-power.,,,WRCG,,DN62US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,,N7RRB,"Casper, Casper Mountain",WY,OPEN,W,Y,158.95,N,,56,75,42.75249863,-106.31400299,449.9,444.9,,,Natrona,On-Air,Casper Amateur Radio Club,,2017-05-27,Metro area.,,,,WRCG,,DN62US,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11941,,,,,,,,,
146.94,-0.6,123,W7VNJ,"Casper, Casper Mountain",WY,OPEN,,,158.95,N,,56,6,42.75249863,-106.31400299,146.94,146.34,123,123,Natrona,On-Air,Casper ARC,"Full-time to 147.39000 (KD7BN) at Rawlins, WY . Full-time to the Wyocom System .",2015-07-14,Wide area.,E-power.,RACES/ARES: Sun at 20:00.,http://casperarc.net/wiki/index.php/146.940,WRCG,,DN62US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,159.27,SE,,08,41,38.73720169,-104.8809967,146.76,146.16,107.2,107.2,El Paso,On-Air,Cheyenne Mountain Repeater Group,,2018-01-15,,"Closed autopatch, e-power.",,,CCARC,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,159.27,SE,,08,269,38.73720169,-104.8809967,448,443,107.2,,El Paso,On-Air,,,2018-01-15,,,,CMRG Repeaters,CCARC,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,159.27,SE,,08,53,38.73720169,-104.8809967,448.1,443.1,107.2,107.2,El Paso,On-Air,,"Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",2018-01-15,Wide area.,"Closed autopatch, e-power.",,CMRG Repeaters,CCARC,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,,159.31,SE,,08,47,38.73720169,-104.87999725,147.345,147.945,107.2,107.2,El Paso,On-Air,,"Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to the Cheyenne Mtn Repeater Group System .",2018-01-15,Wide area.,"Closed autopatch, e-power.",,http://www.cmrg.org/,CCARC,,DM78NR,,,,,,,,,,,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,,159.31,SE,ON - IDLE,08,38,38.73720169,-104.87999725,145.16,144.56,107.2,107.2,El Paso,On-Air,Colorado Repeater Association,"Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",2017-11-13,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.","Closed autopatch, e-power.",,http://www.w0cra.org/info/cosprgs.html#145160,CCARC,Switch to this repeater at mile marker 170 on I-25.,,CRA VHF Link System,,,,,,,,,347086,,,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,159.51,SE,,08,37,38.74520111,-104.86199951,145.13,144.53,88.5,123,El Paso,On-Air,Colorado Connection,Full-time to the Colorado Connection System .,2019-11-11,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,9,Colorado Traffic Net: Daily at 19:00. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00. Colorado Preparedness Net: Sat at 09:30,,CCARC,Linked into the Colorado Connection System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,159.52,SE,,08,8087,38.74509811,-104.86199951,446.9125,441.9125,,,El Paso,Off-Air,Cheyenne Mountain Repeater Group (CMRG),,2019-12-28,,,,,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KC0CVU (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,159.52,SE,,08,7171,38.74499893,-104.86199951,927.85,902.85,D114,,Teller,On-Air,CMRG,"Full-time to 147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",2017-03-09,,9,,http://www.cmrg.org,CCARC,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
