Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Links,Last update,Coverage,Features,Nets,Web links,Coordination,Notes,Grid,Affiliate,On-air,DMR Enabled,Color Code,Wide Network,AllStar,YSF Digital Enabled,DG-ID,Mixed-Mode,EchoLink,DMR ID,IPSC Network,IRLP,Commands,P-25 Digital Enabled,NAC,Default Reflector,Local Network,Talkgroups,Rocky Mountain Wide,Northern Colorado Regional,Talkgroup Network,Worldwide English,North America,DCI Bridge,Local/Cluster,Colorado,N. Colorado,D-STAR Enabled,Node,Sources,Worldwide,English,TAC 310,Southern Colorado,Central Regional,Feed,Wyoming,WyLOCAL,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Mountain Reg USA,Bandwidth,WIRES-X,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Eastern Colorado,TAC 311,Colorado Chat,Location Photo
448.3,-5,100,KD7SU,Rawlins,WY,OPEN,,,92.7,NNW,,56,15548,41.79109955,-107.23899841,448.3,443.3,100,,Carbon,,,,2017-01-04,,,,,WRCG,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,162.2,N7RON,Rawlins,WY,OPEN,I,,92.7,NNW,,56,5791,41.79109955,-107.23899841,146.7,146.1,162.2,,Carbon,On-Air,,,2017-01-04,,,,,WRCG,,,,,,,,,,,,,,,7045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,146.2,N7RON,Rawlins,WY,OPEN,,,92.7,NNW,,56,15551,41.79109955,-107.23899841,449.8,444.8,146.2,,Carbon,,Wyocomm,,2017-01-04,,,,,WRCG,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC,WY7EOC,Rawlins,WY,CLOSED,,D,92.7,NNW,,56,13858,41.79109955,-107.23899841,445.05,440.05,,,Carbon,On-Air,Laramie County EM,,2019-12-12,Wide area.,,,,WRCG,,DN61JS,Wyoming DMR Project,,yes,11,,,,,,,315609,WyDMR c Record retrieved from radioid.net,,,,,,Wyoming DMR Project,"Open Talkgroup View Assignment TS TG Access Wyoming 1 3156 Full-Time WyLOCAL 2 100 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,Wyoming DMR Project,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,,92.84,SE,,08,82,39.7525,-105.359,146.985,146.385,100,100,Denver,On-Air,El Jebel RADOPS,,2016-09-05,,E-power.,RADOPS: Sun at 19:00.,,CCARC,,,,,,,,,,,,,,,3346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,92.84,SE,,08,140,39.7525,-105.359,145.28,144.68,100,,Jefferson,On-Air,,"Full-time to 449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",2015-05-22,Wide area.,"Closed autopatch, e-power, linked.",Sun at 19:30. Everyone welcome.,Intermountain Repeater Group,CCARC,"PL is usually off, allowing use by older transceivers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,92.84,SE,,08,138,39.75249863,-105.35900116,449.525,444.525,CSQ,,Jefferson,On-Air,KE0SJ,"Full-time to 145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",2015-05-23,,E-power.,,Intermountain Repeater Group,CCARC,,DM79HS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,,92.84,SE,,08,77,39.7525,-105.359,146.64,146.04,100,,Jefferson,On-Air,Denver Radio League,,2017-03-11,Wide area. Repeater Coverage Map,E-power.,,DRL Repeaters,CCARC,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,,92.88,SE,,08,112,39.7525,-105.358,448.625,443.625,100,100,Jefferson,On-Air,Denver Radio Club,"Full-time to 145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",2017-03-11,Denver metro area.,E-power.,DRC: Sun at 20:30.,DRC Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,,93.16,SE,,08,16,40.05559921,-105.15699768,146.76,146.16,100,,Boulder,On-Air,Rocky Mtn VHF Soc,,2017-03-11,Wide area.,5,,,CCARC,ARES primary repeater. Voting Receivers: RX Location Tone Pitch PL Gunbarrel single beep low 100.0 Lousville single beep low 100.0 Lyons double beep high followed by medium 100.0 Louisville #2 double beep high followed by low 100.0,DN70KB,Boulder County ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,,93.25,SE,,08,136,39.7772,-105.329,448.85,443.85,88.5,88.5,Jefferson,On-Air,Aurora Repeater Assoc,,2016-01-17,"Denver metro, central front range",e-power.,ARA: Wed at 20:00.,ARA Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,,93.25,SE,,08,86,39.7772,-105.329,224,222.4,103.5,103.5,Jefferson,On-Air,Rocky Mountain Radio League,,2017-03-11,,8,,Repeater,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,,93.25,SE,,08,133,39.7772,-105.329,147.15,147.75,100,100,Jefferson,On-Air,Aurora Repeater Assoc (ARA),"Linkable to 224.74000 (N0POH) at Golden, Guy Hill, CO .",2016-01-17,"Denver metro, central front range",e-power,ARA: Wed at 20:00.,ARA Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,,93.3,SE,,08,265,39.7772,-105.328,449.75,444.75,103.5,103.5,Jefferson,On-Air,Rocky Mtn Radio League,,2016-12-23,,8,,Repeater,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,,93.3,SE,,08,134,39.7772,-105.328,224.74,223.14,88.5,88.5,Jefferson,On-Air,Aurora Repeater Assoc,,2016-01-17,,e-power,ARA: Wed at 2000.,ARA Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,,93.3,SE,,08,71,39.77719879,-105.32800293,145.22,144.62,103.5,103.5,Jefferson,On-Air,Rocky Mtn Radio League,,2016-12-23,Wide area.,8,,Repeater,CCARC,Talk-Group of $FFFF.,,,,,,,,,,Yes; analog capable.,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,,93.79,SE,ON - IDLE,08,176,40.16719818,-105.10099792,448.525,443.525,151.4,,Boulder,On-Air,N0EPA,,2019-06-19,,,,,CCARC,,,,,,,,,,,,223853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,,93.79,SE,,08,175,40.16719818,-105.10099792,147.27,147.87,100,100,Boulder,On-Air,Longmont ARC (LARC),"Linkable to 448.80000 (W0ENO) at Longmont, CO .",2017-03-11,Wide area: Northern Colorado.,"Closed autopatch, e-power, EchoLink.",,http://w0eno.org/?q=node/11,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,,93.79,SE,,08,177,40.16719818,-105.10099792,448.8,443.8,88.5,88.5,Boulder,On-Air,Longmont ARC,"Linkable to 147.27000 (W0ENO) at Longmont, CO .",2017-03-11,,30,LARC: Sun at 20:00.,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,,96.04,E,,56,20,41.15250015,-105.22100067,448.15,443.15,100,,Laramie,Off-Air,KB7SWR,"Full-time to 145.23500 (KB7SWR) at Cheyenne, WY .",2017-01-04,,,,,WRCG,,DN71JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,,96.28,SW,,08,253,39.4519,-108.052,449.8,444.8,107.2,,Garfield,On-Air,,,2018-01-15,,8,,GMRA Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,AA0BF,"Fairplay, Sacramento Mountain",CO,OPEN,A,,96.56,SSE,,08,5336,39.21,-106.087,447.125,442.125,103.5,103.5,Park,On-Air,AA0BF,,2019-03-08,"Covers Fairplay, Alma, and western South Park.",Emergency automatic generator.,"When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,CCARC,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.",DM69wf,"Park County Radio Club, AB0PC",,,,,45840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,,96.84,ESE,,08,8251,40.70389938,-105.00900269,448.325,443.325,110.9,,Larimer,On-Air,,,2012-11-16,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,Y,96.93,ESE,,08,3621,40.44400024,-104.98899841,448.025,443.025,100,100,Larimer,On-Air,Northern Colorado ARC,,2016-03-21,,,,,CCARC,,DN70MK,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC,KB0VGD,"Golden, Table Mountain",CO,OPEN,,D,98.13,SE,"KB0VGD North Table Mtn. Golden Wide area coverage. Please use ONLY TG 310811, TG 3171, TG 3108, and TG 2 (Local 2) on Time Slot 2 (TS2). ALL OTHER TG connections will be directed to Time Slot 1 (TS1).",08,14273,39.7845993,-105.21600342,446.975,441.975,,,Jefferson,On-Air,W0DMR,,2019-11-27,Denver Metro Area,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",http://www.w0dmr.org/,,,,,,yes,2,,,,,,,310811,NoCo c Record retrieved from radioid.net,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310. TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,,98.92,SE,,08,143,39.75559998,-105.22100067,448.125,443.125,107.2,,Jefferson,On-Air,Denver PD EEB,,2014-04-28,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,,98.92,SE,,08,137,39.75559998,-105.22100067,448.975,443.975,123,,Jefferson,On-Air,FRG,,2019-09-06,Wide area.,Linkable VHF/UHF Remote Base,,,CCARC,,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,KE0VH,"Golden, Lookout Mountain",CO,OPEN,,Y,98.93,SE,,08,139,39.733,-105.239,449.625,444.625,141.3,141.3,Jefferson,On-Air,,,2019-06-19,,E-power,,,CCARC,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,,98.93,SE,,08,7170,39.75550079,-105.22100067,927.7875,902.7875,156.7,,Jefferson,On-Air,N0PYY,,2017-12-24,Golden and Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.975,-25.9,67,W0SKY,"Golden, Lookout Mountain",CO,OPEN,A,,99.01,SE,,08,18156,39.7333,-105.237,927.975,902.0375,67,67,Jefferson,On-Air,,,2019-10-05,"Denver, Golden",AllStar,,http://www.w0sky.com,,,,,,,,,,,,,,,,,Standard AllStar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC,W0DMR,"Fort Collins, Timnath",CO,OPEN,,D,99.26,ESE,,08,12562,40.54460144,-104.94400024,147.39,147.99,,,Larimer,On-Air,KT0L - NoCo C-Bridge Network,,2019-11-27,"Fort Collins east side, into Red Feather Lakes area.",,Tac 310 Net: Sun at 18:00.,Documentation,CCARC,,,,,yes,2,,,,,,,310822,NoCO c Record retrieved from radioid.net,,,,,,,"Open Talkgroup View Assignment TS TG Access TAC 310 1 310 DCI Bridge 1 3100 N. Colorado 1 3171 Mountain Reg USA 1 3177 Local/Cluster 2 2 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,1,2,,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,
145.37,-0.6,CC,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,D,99.28,SE,,08,10939,39.73070145,-105.23300171,145.37,144.77,,,Jefferson,On-Air,Rocky Mountain Ham Radio,,2019-11-27,,700,,Rocky Mountain Ham Radio,CCARC,See the website for programming information. Voice ID is required for data/GPS/text on TG 705,DM79JR,,,yes,7,,,,,,,310808,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,99.29,SE,,08,3739,39.73049927,-105.23300171,145.25,144.65,,,Jefferson,On-Air,Colorado D-Star,,2014-01-03,,,,Colorado D-Star,CCARC,,DM79JR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,W0CDS (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,99.29,SE,,08,2769,39.73049927,-105.23300171,446.9625,441.9625,,,Jefferson,On-Air,Colorado D-Star,,2017-03-11,,,,Colorado D-Star,CCARC,,DM79JR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,W0CDS (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,99.29,SE,,08,3751,39.73049927,-105.23300171,1283.9625,1263.9625,,,Jefferson,On-Air,Colorado D-Star,,2014-01-03,,,,Colorado D-Star,CCARC,,DM79JR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,W0CDS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,99.29,SE,,08,8222,39.73049927,-105.23300171,1299.9,1299.9,,,Jefferson,On-Air,Colorado D-Star,,2014-01-03,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,W0CDS (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC,WA2YZT,"Golden, Lookout",CO,OPEN,,D,99.33,SE,,08,3753,39.73049927,-105.23200226,446.8375,441.8375,,,Jefferson,On-Air,WA2YZT,Full-time to the Colorado TRBO System .,2019-11-27,,200,,,CCARC,See website for more info on CC/TS/TG programming. www.rmham.org,DM79JR,,,yes,7,,,,,,,310802,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,,99.41,SE,,08,73,39.6333,-105.317,145.34,144.74,103.5,127.3,Jefferson,On-Air,Rocky Mtn Radio League,,2019-08-15,Wide area.,E-power.,,Repeater,CCARC,,,,,,,,,,,,,,,3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC,N0SZ,"Evergreen, Squaw Mountain",CO,OPEN,,D,99.41,SE,,08,10932,39.6333,-105.317,145.175,144.575,,,Clear Creek,On-Air,Rocky Mountain Ham Radio,,2018-11-25,,700,,Rocky Mountain Ham Radio,CCARC,Voice ID is required for data/GPS/text on TG 705,,,,yes,7,,,,,,,310810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,,100.05,SE,,08,26,39.92060089,-105.08599854,448.925,443.925,131.8,,Boulder,Off-Air,W0LMA,,2019-06-19,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,,100.05,SE,,08,266,39.92060089,-105.08599854,449.825,444.825,103.5,,Boulder,Off-Air,Rocky Mountain Radio League,,2019-06-19,Along the foothills and into Boulder where the 94 repeater is shadowed.,6,Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,Repeater,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,CC,W0DMR,"Fort Collins, Timnath",CO,OPEN,,D,100.37,ESE,"Rick KT0L Repeater Ft Collins, CO (Limited coverage)",08,10995,40.59379959,-104.9260025,446.775,441.775,,,Larimer,On-Air,W0DMR - NoCo C-bridge Network,,2019-11-27,"Fort Collins east side, into Red Feather Lakes area.",,,W0DMR,CCARC,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",DN70MO,Brandmeister Network,,yes,2,,,,,,,310806,NoCO c Record retrieved from radioid.net,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,"Open Talkgroup View Assignment TS TG Access Worldwide English 1 91 Full-Time North America 1 93 Full-Time DCI Bridge 1 3100 Full-Time Local/Cluster 2 2 Colorado 2 3108 Full-Time N. Colorado 2 3171 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,BrandMeister US,1,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,,101.36,ESE,,08,8188,40.58100128,-104.90599823,447.2,442.2,82.5,,Weld,On-Air,N6RFI,,2017-03-11,,,,,CCARC,,DN70NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-0.5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,102.11,SE,,08,10514,39.67340088,-105.21800232,53.17,52.67,107.2,,Jefferson,On-Air,N6LXX,Full-time to the N6LXX System .,2019-03-25,"I-70,I-76,I-25,I-225",,,,CCARC,,,N6LXX,,,,,29883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,102.11,SE,,08,10513,39.67340088,-105.21800232,447.875,442.875,107.2,107.2,Jefferson,On-Air,N6LXX,Full-time to the N6LXX System .,2017-03-09,"I-70,I-76,I-25,I-225",,,,CCARC,,,N6LXX,,,,,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,102.86,SE,,08,105,39.70080185,-105.1780014,53.09,51.39,107.2,,Jefferson,On-Air,Denver Radio Club,,2017-03-11,Metro Denver area.,E-power.,,DRC Repeaters,CCARC,,DM79JQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,,103.06,SE,,08,59,39.5148,-105.353,147.12,147.72,88.5,88.5,Jefferson,On-Air,Aurora Repeater Association,,2016-01-17,Denver metro and east.,E-power.,,http://www.n0ara.org,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,Y,103.58,SE,,08,17349,39.75059891,-105.1230011,448.35,443.35,,,Jefferson,On-Air,Denver Water Amateur Radio Club (DWARC),,2018-10-02,Denver Metro and surrounding,,,http://www.DWARC.com,CCARC,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,,103.59,SE,,08,9775,39.75049973,-105.1230011,147.21,147.81,100,100,Jefferson,On-Air,Denver Water Amateur Radio Club,,2020-01-23,,,,http://www.dwarc.com,,,DM79KS,,,,,,,,,Yes; analog capable.,,,,3241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,,103.66,SE,,08,7,39.4056,-105.473,146.895,146.295,100,100,Park,On-Air,AB0RR,"Full-time internet linked to 448.57500 (WZ0N) at Hartsel, CO .",2017-07-05,285,25,Wed at 19:30.,Park County Radio Club (PCRC),CCARC,,,,,,,,45835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,,104.47,SE,,08,5805,39.71620178,-105.12999725,447.825,442.825,D073,,Jefferson,On-Air,Denver Radio Club,,2017-03-11,,,,,CCARC,Now operating in Narrow Band mode with Digital Code Squelch. Please reset your programing to use: 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).,DM79KR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,,104.73,SE,,08,103,39.5211,-105.305,1287.9,1267.9,CSQ,,Jefferson,Off-Air,Colorado Repeater Association (CRA),,2017-10-07,Fort Collins to Colorado Springs.,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,,104.78,SW,,08,36,39.2406,-107.961,449.5,444.5,107.2,,Mesa,Off-Air,Grand Mesa Repeater Association (GMRA),,2016-07-01,,E-power.,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,,104.84,SE,ON - IDLE,08,8208,39.83670044,-105.03700256,449.3,444.3,100,,Adams,On-Air,N1UPS,,2017-04-24,,,,,CCARC,,,,,,,,,,,,43699,,,3699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,105.12,SE,,08,85,39.68220139,-105.14299774,147.33,147.93,100,,Jefferson,On-Air,Denver Radio Club,,2017-03-31,Metro Denver and the foothills.,E-power.,SATERN: Thu at 19:30.,DRC Repeaters,CCARC,Not recommeded to use tone squelch on this repeater.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,105.12,SE,,08,267,39.68220139,-105.14299774,224.38,222.78,100,100,Jefferson,On-Air,Denver Radio Club,,2017-03-11,,,,DRC Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,CSQ,W0TX,"Lakewood, Green Mtn",CO,OPEN,,Y,105.12,SE,,08,8215,39.68220139,-105.14299774,449.775,444.775,,,Jefferson,On-Air,Denver Radio Club,,2019-09-06,Metro Denver,Yaesu Digital Only,,Denver Radio Club,CCARC,"YSF digital only, no analog FM",DM79KQ,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,,105.2,SE,,08,8204,39.70460129,-105.1230011,448.75,443.75,100,100,Jefferson,Off-Air,,,2019-08-23,Local.,E-power.,,,CCARC,,DM79KQ,N0ELY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9375,-25.9,,KI0HC,"Indian Hills, Chief Mtn",CO,OPEN,,,105.36,SE,,08,17457,39.6,-105.21,927.9375,902.025,,,Jefferson,On-Air,,,2018-12-23,"Wide area,Denver,Colorado Springs, Pueblo, Loveland. I70 East of Denver to Genoa and I25 North to Loveland &amp; South to Aguilar. I76 East to Atwood",linked to Centennial Cone 927.8375 &amp; Almagre 927.7250,,,CCARC,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,,105.83,SE,,08,185,39.88560104,-104.98699951,147.045,147.645,123,,Adams,On-Air,Northglenn RA,,2017-04-10,,E-power.,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
