Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Links,Nets,Coordination,Last update,DMR Enabled,Color Code,DMR ID,Wide Network,Affiliate,Web links,EchoLink,Notes,On-air,IRLP,AllStar,Talkgroup Network,Talkgroups,Southern Colorado,Central Regional,Northern Colorado Regional,Grid,Rocky Mountain Wide,Commands,Feed,P-25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,IPSC Network,Local Network,YSF Digital Enabled,DG-ID,D-STAR Enabled,Node,Sources,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Devilshead Local,WIRES-X,Worldwide English,North America,DCI Bridge,Local/Cluster,Colorado,N. Colorado,Worldwide,English,TAC 310,Bandwidth,Eastern Colorado,Mountain Reg USA,Location Photo,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,TAC 311,Colorado Chat,Wyoming,WyLOCAL
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,,129.24,S,,08,14923,37.7933,-107.055,449.525,444.525,100,100,Mineral,On-Air,,N0PKT,,Full-time to the The Fun Machine System .,,,2017-01-06,,,,,The Fun Machine,,,,,,43265,,,,,,DM67lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,,130.42,SSW,,08,254,37.991,-107.972,449.7,444.7,107.2,107.2,San Miguel,On-Air,Wide Area via links - Western Colorado - Eastern Utah,Grand Mesa Repeater Association ( GMRA ),E-power.,Full-time to the GMRA Open System .,RACES: Wed at 19:30.,CCARC,2017-12-07,,,,,,,,Closed IRLP out - Ask for a control Op,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,,131.63,NNE,,56,9,41.31140137,-105.59100342,146.82,146.22,114.8,,Albany,On-Air,Wide area.,Shy-Wy Amateur Radio Club,,,Shy-WY ARC: Thu at 19:00.,WRCG,2019-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,136.5,W7BYU,Vernal,UT,OPEN,,,131.85,WNW,,49,182,40.3564,-109.146,449.7,444.7,136.5,,Uintah,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",W7BYU,8,,,UVHFS,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,136.5,W7BYU,Roosevelt,UT,OPEN,E,,131.91,WNW,Node Offline,49,281,40.355,-109.148,146.92,146.32,136.5,,Duchesne,Off-Air,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,E-power.,,,UVHFS,2017-06-29,,,,,,,458695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,136.5,W7BAR,"Vernal, Blue Mountain",UT,OPEN,EI,,131.92,WNW,ON - IDLE,49,163,40.3572,-109.147,147.1,147.7,136.5,,Uintah,On-Air,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",""">Borderline ARC","Autopatch, e-power.","Full-time to 147.34000 (KG7DSO) at Vernal, Tabby Mountain, UT .",,UVHFS,2017-06-29,,,,,,,458414,8,,3577,,,,,,,,,"IRLP: No access code, bring up your node by it's node no. and bring it down with a 73.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,Y,132.07,NNE,,56,76,41.31480026,-105.58200073,146.61,146.01,,,Albany,On-Air,Laramie Valley 30 mi radius.,University ARC,,,,WRCG,2017-01-04,,,,,,http://www.uwyo.edu/uarc,,,,,,,,,,,DN71FH,,,,,,,Yes; analog capable.,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,D,133.35,NNE,,56,60,41.26660156,-105.43299866,447.225,442.225,,,Albany,On-Air,Wide area.,Laramie County EM,,,,WRCG,2019-12-12,yes,11,315608,,Wyoming DMR Project,,,,,,,Wyoming DMR Project,"Open Talkgroup View Assignment TS TG Access Wyoming 1 3156 Full-Time WyLOCAL 2 100 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,DN71GG,,,,,,,,WyDMR c Record retrieved from radioid.net,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,,133.64,NE,,56,20,41.15250015,-105.22100067,448.15,443.15,100,,Laramie,Off-Air,,KB7SWR,,"Full-time to 145.23500 (KB7SWR) at Cheyenne, WY .",,WRCG,2017-01-04,,,,,,,,,,,,,,,,,DN71JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,,135.09,SSW,,08,210,37.81190109,-107.66400146,447.525,442.525,127.3,,San Juan,On-Air,Wide area.,KB5ITS,E-power.,,,CCARC,2014-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,,135.11,SSW,,08,16605,37.8119,-107.665,145.325,144.725,127.3,,San Juan,On-Air,,,Solar powered,,,CCARC,2018-01-15,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,,135.11,SSW,,08,16624,37.8119,-107.665,444,449,67,,San Juan,On-Air,,,,,,,2018-08-03,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie, Pilot Hill",WY,OPEN,,,135.21,NNE,,56,4,41.30979919,-105.45500183,53.03,52.03,,,Albany,Off-Air,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,K7UWR,8,,,,2017-01-04,,,,,,http://www.r-vcr.com/k7uwr/repeater.htm,,,,,,,,,,,DN71GH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,,135.69,SSW,,08,209,37.79330063,-107.6289978,147.375,147.975,156.7,,San Juan,On-Air,Wide area.,,13,"Part-time to 146.67000 (K0EP) at Durango, Eagle Pass, CO .",,CCARC,2018-01-15,,,,,,http://www.sjcham.com,,,,,,,,,,,DM67ET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,,137.05,SSE,,08,14200,37.7531,-106.109,146.64,146.04,77,77,Rio Grande,On-Air,Low level local coverage,,,,,,2016-12-25,,,,,,,,,,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,,137.16,SSE,,08,16645,37.75,-106.115,447.1,442.1,77,,Saguache,On-Air,,,,,,,2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,100,N7GCR,"Rawlins, Elk Mountain",WY,OPEN,,,137.59,N,,56,29,41.63330078,-106.52600098,147.24,147.84,100,,Carbon,On-Air,Wide area.,CCARS,,,,WRCG,2017-01-04,,,,,,,,,,,,,,,,,DN61RP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,136.5,W7BAR,"Vernal, Uintah County EOC",UT,OPEN,I,,138.71,WNW,,49,13408,40.1069,-109.378,449.9,444.9,136.5,,Uintah,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",Borderline Amateur Radio Club,,,,,2015-07-04,,,,,,,,,Unknown,7705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9375,-5,CC,K7PFJ,"Cheyenne, South",WY,OPEN,,D,141.24,NE,,56,15672,41.06000137,-104.87999725,449.9375,444.9375,,,Laramie,Off-Air,,,,Full-time to the Rocky Mountain Ham System .,,WRCG,2020-02-04,yes,7,315603,,,https://www.rmham.org/wordpress/,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Northern Colorado Regional 2 721 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,2,DN71NB,1,,,,,,,RMHR c Record retrieved from radioid.net,RMHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,,142.36,SE,,08,245,38.04109955,-105.18499756,224.32,222.72,88.5,,Custer,Off-Air,,Pueblo Ham Club,11,,,CCARC,2016-07-14,,,,,,PHC repeaters,,,,,,,,,,,DM78JA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,W0PHC,Pueblo,CO,OPEN,,,142.36,SE,,08,197,38.04109955,-105.18499756,447.175,442.175,88.5,,Pueblo,Off-Air,Wide area: Southeast Colorado.,Pueblo Amateur Radio Club,11,,,CCARC,2019-12-10,,,,,,http://www.puebloradio.org/,,,,,,,,,,,DM78JA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,N7JJY,"Cheyenne, Chalk Bluffs",WY,OPEN,,Y,143.48,NE,,56,34,41.02740097,-104.78399658,449.3,444.3,,,Laramie,On-Air,"Laramie county wy, Northern Weld and Larimer County, CO",WU7G,,,,WRCG,2019-06-02,,,,,,,,,,,,,,,,,DN71OA,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,6.25,,,,,,,,,,,
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,,145.07,SSW,,08,208,37.6992,-107.806,147.27,147.87,127.3,,San Juan,On-Air,Wide area.,KB5ITT,E-power.,,,CCARC,2017-04-14,,,,,Durango ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,,146.26,SE,ON - IDLE,08,7994,38.3030014,-104.73400116,448.975,443.975,100,100,Pueblo,On-Air,,,,Full-time to the The Fun Machine System .,,CCARC,2017-03-11,,,,,,http://www.k0jsc.com,363976,Off air. Will return to service,,7301,28368,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,,146.58,NE,,56,27,41.12390137,-104.81900024,146.775,146.175,114.8,,Laramie,On-Air,,Shy-Wy Amateur Radio Club,"E-power, WX.","Full-time to 147.16500 (KC7SNO) at Albin, WY .",Weather Net: Daily at 06:45. Shy-WY ARC: Sun at 07:00.,WRCG,2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,131.8,KB7SWR,Cheyenne,WY,OPEN,,,147.3,NE,,56,19,41.13999939,-104.81999969,145.235,144.635,131.8,,Laramie,On-Air,Local: Cheyenne.,N7GT,,"Full-time to 448.15000 (KB7SWR) at Cheyenne, WY .",,WRCG,2019-10-23,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,91.5,KC7SNO,"Cheyenne, North Park",WY,OPEN,,,147.3,NE,,56,26,41.13999939,-104.81999969,147.105,147.705,91.5,91.5,Laramie,On-Air,,ShyWyArc,,,,WRCG,2019-02-15,,,,,,,,,,,,,,,,,DN71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,,147.3,NE,,56,15518,41.13999939,-104.81999969,449.9,444.9,100,100,Laramie,On-Air,From 5 miles to 25 miles,N7JJY,,,,,2017-01-04,,,,,,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,CC,WY7EOC,Cheyenne,WY,OPEN,,D,147.3,NE,,56,10803,41.13999939,-104.81999969,449.975,444.975,,,Laramie,On-Air,,WY7EOC,,,,WRCG,2020-02-27,yes,11,315601,,Laramie County Emergency Management/WY7EOC,,,See the website for TG/TS/CC programming info and link status/info,,,,,,,,,,,,,,,,,WyDMR c Record retrieved from radioid.net,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,94.8,K0SLV,Monte Vista,CO,OPEN,,,148,SSE,,08,18580,37.58418274,-106.13030243,449.625,444.625,94.8,,Rio Grande,On-Air,,S.A.R.A.,Emergency Power,,,,2020-03-11,,,,,,http://K0SLV.COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,CC,KC7DHF,"Cheyenne, Old airport control tower",WY,OPEN,,D,148,NE,"Cheyenne DMR Repeater. Please use ONLY TG 315615(Cheyenne Local), TG 31563 (Wy Svr Wx), and TG 31562 (Wyoming TAC 2) on Time Slot 2 (TS2). TG 3156 (Wyoming), TG 31560 (SE Wyoming ) and TG 31561 (Wyoming TAC 1) are on TS1. ALL OTHER TG connections will be directed to Time Slot 1 (TS1). Example of ALL OTHERS is any calls that are to a TG outside of Wyoming. Under special situations such as emergencies or special events TS2 may be used for TGs outside of Wyoming but those will be after repeater Admin approval.",56,8991,41.15299988,-104.81800079,448.95,443.95,,,Laramie,On-Air,Local,,,,,WRCG,2019-12-12,yes,15,315615,BrandMeister,,,,Brandmiester DMR only no analog.,,,,,,,,,DN71OD,,,,,,,,Brandmeister c Record retrieved from radioid.net,Brandmeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KC7OZU,Rawlins,WY,OPEN,,,149.12,N,,56,43,41.79109955,-107.23799896,146.76,146.16,100,,Carbon,On-Air,Wide area.,CCARS,,,Sunday nite net 2030 local time.,,2017-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,100,KD7BN,Rawlins,WY,OPEN,,,149.12,N,,56,55,41.79109955,-107.23799896,147.39,147.99,100,,Carbon,On-Air,Wide area.,HERC,E-power.,"Full-time to 146.80500 (W7BEQ) at Shoshoni, Copper Mtn, WY . Full-time to 146.94000 (W7VNJ) at Casper, Casper Mountain, WY .",,,2017-01-04,,,,,N7ZEF (EchoLink).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,,149.12,ESE,,08,12167,39.22669983,-104.08999634,147.105,147.705,107.2,107.2,Elbert,On-Air,"I-70, E. Arapahoe, Elbert, Lincoln Counties 40 mi radius.",ARES of Douglas and Elbert Counties,Linked to CRA 448.425 - WestCreek,"Full-time to 448.42500 (W0CRA) at Larkspur, Westcreek, CO .",,CCARC,2020-02-11,,,,,Colorado Repeater Association,http://www.w0cra.org/,,,,,,,,,,,DM79WF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,KD7SU,Rawlins,WY,OPEN,,,149.13,N,,56,15548,41.79109955,-107.23899841,448.3,443.3,100,,Carbon,,,,,,,WRCG,2017-01-04,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,162.2,N7RON,Rawlins,WY,OPEN,I,,149.13,N,,56,5791,41.79109955,-107.23899841,146.7,146.1,162.2,,Carbon,On-Air,,,,,,WRCG,2017-01-04,,,,,,,,,,7045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,146.2,N7RON,Rawlins,WY,OPEN,,,149.13,N,,56,15551,41.79109955,-107.23899841,449.8,444.8,146.2,,Carbon,,,Wyocomm,,,,WRCG,2017-01-04,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC,WY7EOC,Rawlins,WY,CLOSED,,D,149.13,N,,56,13858,41.79109955,-107.23899841,445.05,440.05,,,Carbon,On-Air,Wide area.,Laramie County EM,,,,WRCG,2019-12-12,yes,11,315609,,Wyoming DMR Project,,,,,,,Wyoming DMR Project,"Open Talkgroup View Assignment TS TG Access Wyoming 1 3156 Full-Time WyLOCAL 2 100 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,DN61JS,,,,,,,,WyDMR c Record retrieved from radioid.net,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,,150.04,SE,,08,195,38.39250183,-104.55500031,224.26,222.66,88.5,,Pueblo,Off-Air,Wide area.,Pueblo Ham Club,E-power.,,,CCARC,2013-05-07,,,,,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,,150.85,SE,,08,8173,38.30690002,-104.62000275,147,147.6,,,Pueblo,On-Air,,Carl Higbee,,,,CCARC,2014-02-26,,,,,,,,,,,,,,,,,DM78QH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,W0PHC,"Pueblo, Baculite Mesa",CO,OPEN,,,151.06,SE,,08,193,38.36240005,-104.55999756,146.79,146.19,88.5,,Pueblo,On-Air,Wide area.,Pueblo Amateur Radio Club,E-power.,,,CCARC,2019-12-10,,,,,,Pueblo Amateur Radio Club,,,,,,,,,,,DM78ri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,CC 88.5,W0PHC,Pueblo,CO,OPEN,,D,151.06,SE,,08,198,38.36240005,-104.55999756,447.95,442.95,88.5,,Pueblo,On-Air,Wide area.,Pueblo Amateur Radio Club,E-power.,,,CCARC,2019-12-10,yes,0,,,,Pueblo Amateur Radio Club,,Dual Mode Analog/DMR,,,,,,,,,DM78ri,,,,,,,Yes; analog capable.,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,W0PHC,Pueblo,CO,OPEN,,,151.51,SE,,08,191,38.2521019,-104.66200256,145.115,144.515,88.5,,Pueblo,On-Air,,Pueblo Amateur Radio Club,E-power.,,,CCARC,2019-12-10,,,,,,http://www.puebloradio.org/,,,,,,,,,,,DM78qg,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,,,,,,
146.88,-0.6,CC 88.5,W0PHC,"Pueblo, 12 Mile Hill",CO,OPEN,,D,151.73,SE,,08,194,38.20700073,-104.70700073,146.88,146.28,88.5,,Pueblo,On-Air,Wide area.,Pueblo Amateur Radio Club,E-power.,,,CCARC,2019-12-10,yes,0,,,,http://www.puebloradio.org/,,,,,,,,,,,DM78pe,,,,,,,Yes; analog capable.,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,,153.61,SE,,08,192,38.25439835,-104.60900116,146.655,146.055,123,,Pueblo,On-Air,,K0ST,,,,CCARC,2013-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,D,153.61,SE,,08,8530,38.25439835,-104.60900116,447.7,442.7,210.7,210.7,Pueblo,Off-Air,,,,,,CCARC,2019-11-27,yes,1,310805,,,,,,,7389,29228,,,,,,,,,,,,,Yes; analog capable.,KFKR- c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,,153.61,SE,,08,189,38.25439835,-104.60900116,449.725,444.725,100,,El Paso,On-Air,,N0PWZ,,,,CCARC,2012-11-10,,,,,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC,K0JSC,Pueblo,CO,OPEN,,D,154.58,SE,,08,10785,38.23070145,-104.61100006,446.9875,441.9875,,,Pueblo,Off-Air,,,,Full-time to the Colorado TRBO System .,,CCARC,2019-11-27,yes,6,310821,,RMHAM,Rocky Mountain Ham Radio,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",2,,,DM78QF,1,,,,,,,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,,154.59,SE,,08,9527,38.23049927,-104.61100006,447.275,442.275,100,100,Pueblo,On-Air,,,,Full-time to the The Fun Machine System .,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00.,CCARC,2017-01-06,,,,,The Fun Machine,The Fun Machine,,"Moved to Pueblo. Now called ""Pueblo Metro""",,,,,,,,,DM78QF,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,,154.59,SE,,08,3747,38.23059845,-104.61100006,147.24,147.84,103.5,,Pueblo,Off-Air,Pueblo and Fremont Counties,TARA,,,,CCARC,2012-06-13,,,,,,,,,,,,,,,,,DM78QF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,,154.7,WSW,,49,13042,38.5286,-109.322,146.76,146.16,88.5,,Grand,On-Air,Moab and immediate surroundings.,Sinbad Desert ARC,,,,UVHFS,2017-11-04,,,,,,http://www.sdarc.us/repeaters/bald.html,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,107.2,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,,154.84,WSW,,49,52,38.5286,-109.325,449.1,444.1,107.2,107.2,Grand,On-Air,"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks.",Grand Mesa Repeater Association (GMRA),8,,RACES Wed. 1930 hours,UVHFS,2017-11-04,,,,,,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,136.5,W7BAR,"Vernal, Grizzly Ridge",UT,OPEN,,,158.89,WNW,,49,181,40.7396,-109.484,147.04,147.64,136.5,,Uintah,On-Air,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",Borderline ARC,E-power.,Full-time to the Sinbad Desert (SDARC) System .,,UVHFS,2015-03-09,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,K7HEN,"Vernal, Grizzly Ridge",UT,OPEN,,,159.41,WNW,,49,24,40.7517,-109.487,145.49,144.89,136.5,,Uintah,On-Air,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.","W7BYU, Borderline ARC","Autopatch, 8,506', linked to (147.320).",,,UVHFS,2014-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,CC 88.5,W0PHC,"Walsenburg, Badito Cone",CO,OPEN,,D,162.55,SE,,08,18345,37.77199936,-105.02200317,447.6,442.6,88.5,88.5,Huerfano,Off-Air,,Pueblo Amateur Radio Club,,,,CCARC,2019-12-12,yes,,,,,http://www.puebloradio.org/,,Repeater off line due to road closure for the winter. (note entered 12/2019),,,,,,,,,DM77LS,,,,,,,Yes; analog capable.,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,,162.6,ESE,ON - IDLE,08,9583,39.37030029,-103.8010025,449.25,444.25,123,123,Elbert,On-Air,"I-70 Limon, Co area.",K0UPS Club c/o N1UPS,Full duplex node.,,,CCARC,2014-09-02,,,,,,,3349,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",,3349,,,,,,,DM89CI,,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,88.5,K7QEQ,Moab,UT,OPEN,,,163.84,WSW,,49,48,38.5739,-109.549,146.9,146.3,88.5,,Grand,On-Air,Moab and immediate surroundings.,Sinbad Desert ARC,"Closed autopatch, remote base, linked to Bald Mesa (146.760).",,,UVHFS,2015-03-29,,,,,,http://sdarc.us/repeaters/moab.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,,,165.19,SSW,,08,116,37.3828,-107.778,146.7,146.1,100,100,La Plata,On-Air,Local.,Durango ARC,9,,,CCARC,2018-01-16,,,,,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,D,165.62,E,,08,10783,40.25030136,-103.80000305,448.2,443.2,,,Morgan,On-Air,,,Mixed Mode,Full-time to the Colorado TRBO System .,,CCARC,2019-11-27,yes,7,310812,,NEAHR,Rocky Mountain Ham Radio,,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Northern Colorado Regional 2 721 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,2,,1,,,,,,,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
