Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Features,Coordination,Last update,Sponsor,Coverage,Web links,Links,Affiliate,IRLP,Notes,Nets,DMR Enabled,Color Code,Wide Network,On-air,Commands,EchoLink,DMR ID,AllStar,D-STAR Enabled,Node,Sources,Grid,Talkgroups,Rocky Mountain Wide,Southern Colorado,P-25 Digital Enabled,NAC,Default Reflector,Talkgroup Network,Central Regional,Northern Colorado Regional,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Location Photo,Feed,Bandwidth,Eastern Colorado,Devilshead Local,YSF Digital Enabled,DG-ID,IPSC Network,Mixed-Mode,TAC 311,Colorado,Colorado Chat,Local Network,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,Y,171.78,E,,08,17349,39.7506,-105.123,448.35,443.35,,,Jefferson,On-Air,,CCARC,2018-10-02,Denver Water Amateur Radio Club (DWARC),Denver Metro and surrounding,http://www.DWARC.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,
146.88,-0.6,CC 88.5,ND0Q,"Pueblo, 12 Mile Hill",CO,OPEN,,D,172.75,ESE,,08,194,38.2544,-104.609,146.88,146.28,88.5,CSQ,Pueblo,On-Air,E-power.,CCARC,2017-10-24,Pueblo HC,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,,173.35,NE,,08,14,39.9775,-105.279,146.7,146.1,100,,Boulder,On-Air,6,CCARC,2013-03-17,Boulder Co ARC,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,,173.54,NE,,08,10,39.978,-105.275,448.9,443.9,100,,Boulder,On-Air,6,CCARC,2013-03-17,Boulder ARC,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,,173.55,NE,,08,13,39.9783,-105.275,146.61,146.01,100,,Boulder,On-Air,,CCARC,2019-08-23,Boulder Amateur Radio Club,,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,820,ATV,W0BTV,Boulder,CO,OPEN,,,173.58,NE,,08,18534,39.97848511,-105.27445221,423,1243,ATV,,Boulder,On-Air,"dual-mode, NTSC analog &amp; DVB-T digital ATV",,2020-02-25,BATVC,"Wide Area, WY border to DIA to SE Denver",https://kh6htv.com/,,ATN,,,"ATV, Thurs, 3pm local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,,173.98,NE,,08,15670,40.1727,-105.468,147.03,147.63,100,,Boulder,On-Air,,CCARC,2017-01-20,KI0HG,,,,Boulder County Amateur Radio Emergency Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,174.14,NE,,08,8992,40.0722,-105.354,445.05,440.05,,,Boulder,On-Air,BrandMeister Network,CCARC,2018-10-17,Rocky Mountain Ham Radio,Wide area,,,,,,,yes,1,BrandMeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BrandMeister US,,,,,,,,,,
446.9875,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,174.14,NE,,08,5219,40.0722,-105.354,446.9875,441.9875,,,Boulder,On-Air,Linked on Time Slot 2 to Almagre Mtn (446.950).,,2016-12-31,Rocky Mountain Ham Radio,,,"Full-time to 446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO . Full-time to the Colorado TRBO System .",,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,,174.14,NE,,08,19,40.0722,-105.354,447.75,442.75,141.3,141.3,Boulder,On-Air,,CCARC,2018-04-24,Rocky Mountain Ham Radio,,,,,3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,,174.14,NE,ON - IDLE,08,8,40.0722,-105.354,145.46,144.86,107.2,107.2,Boulder,On-Air,"Closed autopatch, e-power.",CCARC,2017-11-13,Colorado Repeater Association (CRA),Boulder/Denver Metro,,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",CRA VHF Link System,3990,,,,,,,Member-only IRLP and Echolink node,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,,174.14,NE,,08,20,40.0722,-105.354,447.975,442.975,107.2,107.2,Boulder,On-Air,Closed autopatch.,CCARC,2016-09-08,Colorado Repeater Association (CRA),Wide area: Boulder/Longmont area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,,174.14,NE,ON - IDLE,08,18,40.0722,-105.354,224.02,222.42,,,Boulder,On-Air,8,CCARC,2017-03-11,Rocky Mtn VHF Soc,Denver metro area.,RMVHS repeaters,"Full-time to 449.55000 (W0IA) at Boulder, CO .",,,,,,,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,,174.21,SE,ON - IDLE,08,13485,37.3407,-105.024,449.75,444.75,100,100,Las Animas,On-Air,,CCARC,2015-07-27,N0ZSN,,The Fun Machine,Full-time to the The Fun Machine System .,The Fun Machine,7301,,,,,,,,363976,,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,,174.82,ESE,,08,191,38.2544,-104.609,145.115,144.515,88.5,,Pueblo,Off-Air,E-power.,CCARC,2012-11-12,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,S,175.22,NE,,08,8186,40.015,-105.271,446.8625,441.8625,,,Boulder,On-Air,,CCARC,2017-03-11,Boulder County ARES,,,,,,,,,,,,,,,,yes,KC0DS (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,D,175.22,NE,,08,8185,40.015,-105.271,446.8,441.8,,,Boulder,On-Air,,CCARC,2017-03-11,Rocky Mountain Ham Radio,Wide area.,Rocky Mountain Ham Radio,Full-time to the Colorado TRBO System .,Rocky Mountain Ham Radio,,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,S,175.22,NE,,08,8221,40.015,-105.271,1299.5,1279.5,,,Boulder,On-Air,E-power.,CCARC,2012-11-12,Boulder County ARES,,,,,,,,,,,,,,,,yes,W0DK (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,,175.26,NE,,08,21,40.015,-105.27,449.4,444.4,91.5,,Boulder,Off-Air,2,CCARC,2013-01-08,BARC,,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,,175.26,NE,ON - IDLE,08,11,40.015,-105.27,449.55,444.55,100,,Boulder,On-Air,8,CCARC,2017-03-11,Rocky Mtn VHF Soc,Denver metro area.,,"Full-time to 224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,,,,,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,,,Black Forest,CO,OPEN,,SY,175.53,E,,08,17551,39.0485,-104.701,448.95,443.95,,,El Paso,,e-power,,2019-01-08,N0PKT,This repeater covers most of Black Forest and various areas of Monument and Colorado Springs,http://www.k0jsc.com,,K0JSC,,,Primarily on NXDN: All Nets carried on the K0JSC.COM Fun Machine system,,,,Unknown,,,,,yes,(B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,yes,1,6.25,yes,,,,,,
147.2,0.6,88.5,K7GX,"Price, Wood Hill",UT,OPEN,EI,,175.92,WNW,ON - IDLE,49,10058,39.6111,-110.812,147.2,147.8,88.5,,Carbon,On-Air,,UVHFS,2018-05-20,,,,,,3270,,,,,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,,K7GX,"Price, Wood Hill",UT,OPEN,EI,,175.92,WNW,ON - IDLE,49,10061,39.6111,-110.812,448.3,443.3,,,Carbon,,,UVHFS,2013-08-05,,,,,,3270,,,,,,Unknown,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,88.5,W7CEU,"Price, Wood Hill",UT,OPEN,,,175.94,WNW,,49,78,39.6119,-110.812,145.43,144.83,88.5,,Carbon,,5,UVHFS,2008-07-11,,Price.,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.5,-1.6,88.5,W7CEU,"Price, Wood Hill",UT,OPEN,,,175.94,WNW,,49,2764,39.6119,-110.812,224.5,222.9,88.5,,Carbon,,5,UVHFS,2008-11-25,College of Eastern Utah ARC,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,88.5,W7CEU,"Price, Wood Hill",UT,OPEN,,,175.94,WNW,,49,2765,39.6119,-110.812,448.3,443.3,88.5,,Carbon,,,UVHFS,,College of Eastern Utah ARC,Price.,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,,176.72,ESE,,08,8173,38.3069,-104.62,147,147.6,,,Pueblo,On-Air,,CCARC,2014-02-26,Carl Higbee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Cuba, Eureka Mesa",NM,OPEN,,,177.06,SSE,,35,15615,36.0222,-106.958,145.175,144.575,141.3,,Sandoval,Off-Air,,NMFCC,2017-02-18,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,,N7PQD,Duchense,UT,OPEN,,,177.49,NW,,49,152,40.1547,-110.392,147.26,147.86,,,Duchesne,On-Air,5,UVHFS,2016-05-07,Borderline ARC,"Tabby mountain and nearby communities including Duchesne, Roosevelt, and Vernal.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,,177.66,ESE,,08,192,38.2544,-104.609,146.655,146.055,123,CSQ,Pueblo,On-Air,,CCARC,2013-05-07,K0ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,D,177.66,ESE,,08,8530,38.2544,-104.609,447.7,442.7,210.7,210.7,Pueblo,Off-Air,,CCARC,2017-01-02,,,,,,7389,,,yes,0,,,,,,29228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,,177.66,ESE,,08,189,38.2544,-104.609,449.725,444.725,100,,El Paso,On-Air,,CCARC,2012-11-10,N0PWZ,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,,177.71,E,,08,8189,39.4942,-104.836,447.525,442.525,203.5,146.2,Douglas,On-Air,,CCARC,2017-03-11,EmComm Colorado,"Denver metropolitan area, front range foothills",,,Colorado ARES,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC,K0JSC,Pueblo,CO,OPEN,,D,177.73,ESE,,08,10785,38.2307,-104.611,446.9875,441.9875,,,Pueblo,Off-Air,,CCARC,2017-01-02,,,Rocky Mountain Ham Radio,Full-time to the Colorado TRBO System .,RMHAM,,,,yes,6,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,,177.73,ESE,,08,9527,38.2305,-104.611,447.275,442.275,100,100,Pueblo,On-Air,,CCARC,2017-01-06,,,The Fun Machine,Full-time to the The Fun Machine System .,The Fun Machine,,"Moved to Pueblo. Now called ""Pueblo Metro""",APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,,177.73,ESE,,08,3747,38.2306,-104.611,147.24,147.84,103.5,CSQ,Pueblo,Off-Air,,CCARC,2012-06-13,TARA,Pueblo and Fremont Counties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,,177.75,E,,08,8196,39.7376,-104.985,447.925,442.925,100,100,Denver,On-Air,,CCARC,2014-07-03,RADOPS El Jebel Shriners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,,177.75,E,,08,8195,39.7376,-104.985,447.9,442.9,CSQ,,Denver,Off-Air,,CCARC,2017-03-11,WB0TPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,S,177.75,E,,08,8212,39.7376,-104.985,449.65,444.65,,,Denver,On-Air,,CCARC,2012-11-16,Colorado Amateur Repeater Network (CARN),,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,S,177.75,E,,08,8213,39.7376,-104.985,449.675,444.675,,,Denver,On-Air,,CCARC,2012-11-16,Colorado Amateur Repeater Network (CARN),,,,,7708,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,,177.85,E,,08,75,39.7392,-104.984,145.475,144.875,100,,Jefferson,On-Air,E-power.,CCARC,2015-05-22,Intermountain Repeater Group,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,,177.85,E,,08,79,39.7392,-104.984,146.715,146.115,123,123,Denver,On-Air,E-power.,CCARC,2017-04-09,EARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,,177.85,E,,08,91,39.7392,-104.984,448.075,443.075,123,,Denver,On-Air,,CCARC,2017-03-11,W0IG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,,177.85,E,,08,93,39.7392,-104.984,448.55,443.55,82.5,,Denver,Off-Air,E-power.,CCARC,2017-03-11,HPRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,S,177.87,NE,,08,8171,40.0372,-105.23,145.3875,144.7875,,,Boulder,On-Air,E-power.,CCARC,2012-11-12,Boulder County ARES,20,http://bouldercountyares.org/technical/d-star,,,,,,,,,,,,,,yes,KC0DS (C),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,S,177.87,NE,,08,8220,40.0372,-105.23,1283.8625,1263.8625,,,Boulder,On-Air,E-power.,CCARC,2013-12-21,Boulder County ARES,20,,,,,,,,,,,,,,,yes,KC0DS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.315,0.6,CC,N0KEG,Centennial,CO,OPEN,,DS,178.08,E,,08,17676,39.5807,-104.877,147.315,147.915,,,Arapahoe,,,,2019-03-21,N0KEG,"Southeast metro Denver area. Parker, Centennial, SE Aurora, Elizabeth, Franktown, Castle Rock.",https://www.parkerradio.org,,Parker Radio Association,,,Monday 8pm. Colorado Link Digital Net. Repeater is used in DSTAR mode for this net.,yes,1,,Unknown,,,,,yes,N0KEG (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,,178.14,NE,Node Offline,08,15,40.0571,-105.243,146.73,146.13,91.5,91.5,Boulder,Off-Air,12,CCARC,2017-05-02,BARC,Local,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,115482,,,,,,DN70jb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,136.5,W7BAR,"Vernal, Grizzly Ridge",UT,OPEN,,,178.15,NNW,,49,181,40.7396,-109.484,147.04,147.64,136.5,,Uintah,On-Air,E-power.,UVHFS,2015-03-09,Borderline ARC,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,Full-time to the Sinbad Desert (SDARC) System .,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,,178.23,E,ON - IDLE,08,12216,39.7552,-104.987,447.175,442.175,100,100,Denver,On-Air,,CCARC,2015-05-15,W0JRL,,,,,,,,,,,,Standard AllStar Link access commands.,201712,,29997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,,178.72,SE,,35,137,36.693,-105.514,145.39,144.79,100,,Taos,On-Air,"E-power, linked.",NMFCC,2017-09-01,Taos ARC,Wide area.,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Abiquiu, Cerro Pelon",NM,OPEN,,,178.72,SSE,,35,15632,36.2072,-106.319,147.04,147.64,141.3,,Rio Arriba,Off-Air,,NMFCC,2017-01-16,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,,178.73,E,Node Offline,08,8208,39.8367,-105.037,449.3,444.3,100,,Adams,On-Air,,CCARC,2017-04-24,N1UPS,,,,,3699,,,,,,,,43699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,Y,178.93,ESE,,08,13790,38.933,-104.609,447.2,442.2,,,El Paso,Testing,,,2015-11-11,GGARC,"Falcon, Black Forest, Peyton Areas",,,Garden of the Gods Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,K7HEN,"Vernal, Grizzly Ridge",UT,OPEN,,,178.96,NNW,,49,24,40.7517,-109.487,145.49,144.89,136.5,,Uintah,On-Air,"Autopatch, 8,506', linked to (147.320).",UVHFS,2014-01-20,"W7BYU, Borderline ARC","Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,67,NM5ML,"Cuba, Eureka Mesa",NM,OPEN,,,179.51,SSE,,35,66,36.0136,-106.844,147.24,147.84,67,,Sandoval,On-Air,9,NMFCC,2018-01-07,,Wide area.,,Full-time to the Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,,179.57,NE,,08,26,39.9206,-105.086,448.925,443.925,131.8,,Boulder,Off-Air,,CCARC,2019-06-19,W0LMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,,179.57,NE,,08,266,39.9206,-105.086,449.825,444.825,103.5,,Boulder,Off-Air,6,CCARC,2019-06-19,Rocky Mountain Radio League,Along the foothills and into Boulder where the 94 repeater is shadowed.,Repeater,,,,,Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,,179.68,ESE,,08,193,38.3925,-104.555,146.79,146.19,88.5,CSQ,Pueblo,On-Air,E-power.,CCARC,2018-11-16,Pueblo HC,Wide area.,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,CC 88.5,ND0Q,Pueblo,CO,OPEN,,D,179.68,ESE,,08,198,38.3925,-104.555,447.95,442.95,88.5,,Pueblo,On-Air,E-power.,CCARC,2015-08-06,Pueblo Ham Club,Wide area.,Pueblo Ham Club,,,,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,,179.84,ESE,,08,195,38.3925,-104.555,224.26,222.66,88.5,CSQ,Pueblo,Off-Air,E-power.,CCARC,2013-05-07,Pueblo Ham Club,Wide area.,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,,180.35,E,ON - IDLE,08,13294,39.0437,-104.608,447.625,442.625,100,100,El Paso,On-Air,Linked.,,2015-06-02,KD0MDP,,,Full-time to the The Fun Machine System .,The Fun Machine,7301,,,,,,,,363976,,28299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,CC,N0WAR,"Estes Park, Prospect Mtn",CO,OPEN,,D,180.91,NE,,08,17813,40.3606,-105.52,147.24,147.84,,,Larimer,On-Air,Brandmeister Network,,2019-05-11,N0WAR,Wide Area: Estes Park &amp; Rocky Mtn Nat Park,http://www.w0dmr.org,,W0DMR,,,,yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,,181.49,E,,08,274,39.558,-104.794,448.7,443.7,146.2,,Douglas,On-Air,,,2018-09-07,,Local North Parker only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,,181.68,NE,ON - IDLE,08,120,40.3772,-105.521,449.8,444.8,123,,Larimer,On-Air,E-Power,CCARC,2017-08-05,Estes Valley ARC,,,"Full-time to 146.68500 (N0FH) at Estes Park, CO .",,7268,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",625757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,,181.74,NE,,08,16,40.0556,-105.157,146.76,146.16,100,,Boulder,On-Air,5,CCARC,2017-03-11,Rocky Mtn VHF Soc,Wide area.,,,Boulder County ARES,,ARES primary repeater. Voting Receivers: RX Location Tone Pitch PL Gunbarrel single beep low 100.0 Lousville single beep low 100.0 Lyons double beep high followed by medium 100.0 Louisville #2 double beep high followed by low 100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,
