Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Coordination,Last update,Uplink Tone,DMR Enabled,Color Code,Wide Network,Coverage,Affiliate,Links,Notes,Web links,Features,EchoLink,Nets,IRLP,Grid,Downlink Tone,DMR ID,IPSC Network,Local Network,Commands,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,On-air,P-25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,AllStar,YSF Digital Enabled,DG-ID,Talkgroup Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Central Regional,Northern Colorado Regional,Feed,WIRES-X,Worldwide,North America,English,TAC 310,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Colorado,Mountain Reg USA,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Bandwidth,Wyoming,WyLOCAL,Eastern Colorado,TAC 311,Colorado Chat,Location Photo
447.6,-5,CC,W1VAN,"Red Feather Lakes, Red Feather Lakes",CO,OPEN,,D,57.71,NNW,Static Talkgroups: 3171 - N. Colorado - Slot 2 31083 - CO Severe WX - Slot 1,08,17821,40.80759811,-105.61699677,447.6,442.6,,,,Larimer,On-Air,W1VAN,,2019-11-27,,yes,2,,Covers Red Feather Lakes Area,W0DMR,,,http://www.w0dmr.org,Brandmeister Network,,,,,,310869,brandmeister c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,,59.17,W,,08,166,40.0589,-106.388,147.075,147.675,,,,Grand,On-Air,Colorado Connection,CCARC,2016-05-23,88.5,,,,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70. Map,,Full-time to the Colorado Connection System .,Part of the Colorado Connection system of Repeaters,,,,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,,59.36,SSE,ON - IDLE,08,83,39.17549896,-105.03399658,147.225,147.825,,,,Douglas,On-Air,Colorado Repeater Association (CRA),CCARC,2017-11-13,107.2,,,,Wide area,CRA VHF Link System,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",,Colorado Repeater Association,Closed autopatch,347086,"CRA Net, Sunday 9AM",3990,DM79LE,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,,59.36,SSE,,08,16547,39.17549896,-105.03399658,448.425,443.425,,,,Douglas,On-Air,Colorado Repeater Association (CRA),CCARC,2020-02-11,107.2,,,,Wide area 55 mi radius.,ARESDEC,"Full-time to 147.10500 (WA0DE) at Simla, CO .",,http://www.w0cra.org,E-Power,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,,59.4,SSE,,08,15903,39.17490005,-105.03399658,449.975,444.975,,,,Douglas,On-Air,K0JSC,CCARC,2017-04-21,100,,,,,The Fun Machine,Full-time to the The Fun Machine System .,"Can be linked to Allstar, Echolink and others by a Sysop",The Fun Machine,Simulcast and Voted with Cedarwood and Methodist.,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,N0SZ,Westcreek,CO,OPEN,,D,59.87,S,,08,15900,39.15250015,-105.16400146,446.875,441.875,,,,Douglas,On-Air,W0VG,CCARC,2019-11-27,,yes,6,,,RMHAM,Full-time to the Colorado TRBO System .,,http://www.rmham.org,,,,,,,310846,RMHAM c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Central Regional 2 720 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,2,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,,63.44,SSE,ON - IDLE,08,8740,39.13600159,-104.92700195,145.19,144.59,,,,Douglas,On-Air,N0OBA Owner,,2018-10-25,131.8,,,,Wide area coverage at 8300,,,,,,10079,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,DM79MD,131.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,,64,WSW,,08,242,39.6403,-106.374,224.8,223.2,,,,Eagle,Off-Air,ECHO,CCARC,2018-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,,64,WSW,,08,243,39.6403,-106.374,449.9,444.9,,,,Eagle,Off-Air,ECHO,CCARC,,107.2,,,,,,,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,,64.15,WSW,,08,256,39.6061,-106.356,146.61,146.01,,,,Eagle,On-Air,ECHO,CCARC,2012-11-10,107.2,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,,67.25,SSE,,08,183,39.09170151,-104.87200165,447.725,442.725,,,,El Paso,On-Air,K0NR,CCARC,2016-12-10,100,,,,Local.,,,,http://www.k0nr.com/wordpress/k0nr-repeater/,30,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,,67.66,WSW,,08,241,39.6554,-106.457,147.345,147.945,,,,Eagle,On-Air,Colorado Connection,CCARC,2017-01-06,88.5,,,,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass. Map,,Full-time to the Colorado Connection System .,,,9,,Central Colorado Traffic Net: Daily at 19:3030 Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES net: Sun at 20:00.,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC,N0SZ,Vail,CO,OPEN,,D,67.71,WSW,,08,16781,39.6348,-106.447,445.075,440.075,,,,Eagle,On-Air,K2AD,CCARC,2018-02-01,,yes,7,,,Rocky Mountain Ham Radio,,,http://www.rmham.org/,,,,,,,310851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,,67.96,S,,08,169,39.04940033,-105.51300049,146.685,146.085,,,,Park,On-Air,Mountain ARC (MARC),CCARC,2016-11-17,107.2,,,,,,"Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,"Closed autopatch, e-power.",,MARC/PCRC: Tue at 19:30.,,DM79FB,107.2,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,,67.98,S,,08,170,39.0489,-105.512,147.36,147.96,,,,Park,On-Air,,CCARC,2018-01-15,107.2,,,,Wide area.,,,,CMRG Repeaters,E-power.,,,3854,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,,70.28,SW,,08,172,39.28139877,-106.18599701,145.445,144.845,,,,Lake,On-Air,Colorado Connection,CCARC,2019-08-16,88.5,,,,,,Full-time to the Colorado Connection System .,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",,E-power (solar).,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,AA0BF,"Fairplay, Sacramento Mountain",CO,OPEN,A,,70.57,SW,,08,5336,39.21,-106.087,447.125,442.125,,,,Park,On-Air,AA0BF,CCARC,2019-03-08,103.5,,,,"Covers Fairplay, Alma, and western South Park.","Park County Radio Club, AB0PC",,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.",,Emergency automatic generator.,,"When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,DM69wf,103.5,,,,,,,,,,,,,,,45840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,D,70.94,SW,,08,16783,39.2653,-106.182,445.05,440.05,,,,Lake,On-Air,K2AD,CCARC,2018-07-07,,yes,7,,,Rocky Mountain Ham Radio,,,http://www.rmham.org/,,,,,,,310852,,,,,,,,,,,,,,,,,RMHAM,"Open Talkgroup View Assignment TS TG Access Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,,71.47,S,,08,8193,38.9939003,-105.05699921,447.675,442.675,,,,Teller,On-Air,Mountain Amateur Radio Club (MARC),CCARC,2014-05-22,179.9,,,,,,,,,E-power.,,,,,179.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,,71.48,S,,08,249,38.9939003,-105.05599976,145.415,144.815,,,,Teller,,MARC,CCARC,2012-11-12,179.9,,,,,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,,71.48,S,,08,252,38.9939003,-105.05599976,449.025,444.025,,,,Teller,,Mountain Amateur Radio Club (MARC),CCARC,2012-11-10,141.3,,,,,,,,,Linked.,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,,71.48,S,,08,3750,38.99380112,-105.05699921,927.9,902.9,,,,Teller,On-Air,MARC,CCARC,2012-11-10,D205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,,71.48,S,,08,250,38.9939003,-105.05599976,146.82,146.22,,,,Teller,On-Air,Mountain ARC,CCARC,2016-11-17,107.2,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,E-power.,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,,71.48,S,,08,251,38.9939003,-105.05599976,448.65,443.65,,,,Teller,On-Air,Mountain ARC (MARC),CCARC,2016-11-17,107.2,,,,,MARC,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,E-power.,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,,71.68,S,,08,8214,38.9797,-105.357,449.7,444.7,,,,Park,,CMRG,CCARC,2012-11-12,107.2,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,,72,S,,08,9503,38.9878006,-105.04399872,449.325,444.325,,,,Teller,On-Air,KA4EPS,CCARC,2019-04-01,103.5,,,,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Melbourne, Florida can be expected.",Amateur Radio Motorcycle Club,,Node # 27976,http://www.ka4eps.com,E-power. Allstar Node 27976,,Sunday 1900 MST Tuesday 1900 MST,,DM78LX,103.5,,,,,,,,,,,,,,,27976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,,72.55,SSE,,08,57,39.03020096,-104.7990036,448.8,443.8,,,,El Paso,On-Air,Pikes Peak FM Association (http://PPFMA.ORG),CCARC,2019-09-24,100,,,,I-25 corridor from Baptist Rd south to Fort Carson,,,,PPFMA Repeaters,,,,,DM79OA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,,73.12,NW,,08,244,40.6494,-106.382,145.16,144.56,,,,Jackson,On-Air,Colorado Connection,CCARC,2017-01-06,88.5,,,,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",,Full-time to the Colorado Connection System .,Part of the Colorado Connection system of repeaters.,,8,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,,,Black Forest,CO,OPEN,,SY,73.37,SSE,,08,17551,39.04850006,-104.7009964,448.95,443.95,yes,(B) Repeater,jfindu lookup / dstar-users lookup,El Paso,,N0PKT,,2019-01-08,,,,,This repeater covers most of Black Forest and various areas of Monument and Colorado Springs,K0JSC,,,http://www.k0jsc.com,e-power,,Primarily on NXDN: All Nets carried on the K0JSC.COM Fun Machine system,,,,,,,,,,,,,Unknown,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,yes,1,6.25,yes,,,,,,,
446.7625,-5,CC,N0SZ,"Fairplay, Badger",CO,OPEN,,D,74.12,SSW,,08,12698,39.0469,-105.87,446.7625,441.7625,,,,Park,On-Air,K7PFJ,,2017-03-11,,yes,0,,,RMHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,2,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,N7JJY,"Cheyenne, Chalk Bluffs",WY,OPEN,,Y,74.48,NNE,,56,34,41.0274,-104.784,449.3,444.3,,,,Laramie,On-Air,WU7G,WRCG,2019-06-02,,,,,"Laramie county wy, Northern Weld and Larimer County, CO",,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,
449.9375,-5,CC,K7PFJ,"Cheyenne, South",WY,OPEN,,D,75.07,NNE,,56,15672,41.06000137,-104.87999725,449.9375,444.9375,,,,Laramie,Off-Air,,WRCG,2020-02-04,,yes,7,,,,Full-time to the Rocky Mountain Ham System .,,https://www.rmham.org/wordpress/,,,,,DN71NB,,315603,RMHR c Record retrieved from radioid.net,RMHAM,,,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Northern Colorado Regional 2 721 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,2,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,,75.8,SW,,08,10827,39.2508,-106.293,147.24,147.84,,,,Lake,On-Air,,CCARC,2019-07-23,156.7,,,,,,,,,,,,,,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,,75.85,SSE,ON - IDLE,08,13294,39.04370117,-104.60800171,447.625,442.625,,,,El Paso,On-Air,KD0MDP,,2015-06-02,100,,,,,The Fun Machine,Full-time to the The Fun Machine System .,,,Linked.,363976,,7301,,100,,,,,,,,,,,,,,,28299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,,78.64,N,,56,20,41.15250015,-105.22100067,448.15,443.15,,,,Laramie,Off-Air,KB7SWR,WRCG,2017-01-04,100,,,,,,"Full-time to 145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,DN71JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,D,79.39,E,,08,10783,40.25030136,-103.80000305,448.2,443.2,,,,Morgan,On-Air,,CCARC,2019-11-27,,yes,7,,,NEAHR,Full-time to the Colorado TRBO System .,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",Rocky Mountain Ham Radio,Mixed Mode,,,,,,310812,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Northern Colorado Regional 2 721 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,2,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,,80.21,NNE,,56,27,41.12390137,-104.81900024,146.775,146.175,,,,Laramie,On-Air,Shy-Wy Amateur Radio Club,WRCG,2017-01-04,114.8,,,,,,"Full-time to 147.16500 (KC7SNO) at Albin, WY .",,,"E-power, WX.",,Weather Net: Daily at 06:45. Shy-WY ARC: Sun at 07:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,,81.04,SSE,,08,15989,38.90000153,-104.80000305,224.72,223.12,,,,El Paso,On-Air,w0mog,,2017-04-07,103.5,,,,Local,,,,,,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,131.8,KB7SWR,Cheyenne,WY,OPEN,,,81.26,NNE,,56,19,41.13999939,-104.81999969,145.235,144.635,,,,Laramie,On-Air,N7GT,WRCG,2019-10-23,131.8,,,,Local: Cheyenne.,,"Full-time to 448.15000 (KB7SWR) at Cheyenne, WY .",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,91.5,KC7SNO,"Cheyenne, North Park",WY,OPEN,,,81.26,NNE,,56,26,41.13999939,-104.81999969,147.105,147.705,,,,Laramie,On-Air,ShyWyArc,WRCG,2019-02-15,91.5,,,,,,,,,,,,,DN71,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,,81.26,NNE,,56,15518,41.13999939,-104.81999969,449.9,444.9,,,,Laramie,On-Air,N7JJY,,2017-01-04,100,,,,From 5 miles to 25 miles,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,CC,WY7EOC,Cheyenne,WY,OPEN,,D,81.26,NNE,,56,10803,41.13999939,-104.81999969,449.975,444.975,,,,Laramie,On-Air,WY7EOC,WRCG,2020-02-27,,yes,11,,,Laramie County Emergency Management/WY7EOC,,See the website for TG/TS/CC programming info and link status/info,,,,,,,,315601,WyDMR c Record retrieved from radioid.net,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,82.12,S,,08,44,38.84000015,-105.04000092,146.97,146.37,,,,El Paso,On-Air,Pikes Peak FM Assoc,CCARC,2019-11-11,100,,,,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",,"Linkable to 448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,PPFMA Repeaters,e-power.,,listed on http://ppfma.org,,DM78LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,82.12,S,,08,54,38.84000015,-105.04000092,448.45,443.45,,,,El Paso,On-Air,Pikes Pk FM Assoc,CCARC,2019-03-07,100,,,,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",,"Linkable to 146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,PPFMA Repeaters,E-power.,,see http://www.ppfma.org,,DM78LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,
448.95,-5,CC,KC7DHF,"Cheyenne, Old airport control tower",WY,OPEN,,D,82.15,NNE,"Cheyenne DMR Repeater. Please use ONLY TG 315615(Cheyenne Local), TG 31563 (Wy Svr Wx), and TG 31562 (Wyoming TAC 2) on Time Slot 2 (TS2). TG 3156 (Wyoming), TG 31560 (SE Wyoming ) and TG 31561 (Wyoming TAC 1) are on TS1. ALL OTHER TG connections will be directed to Time Slot 1 (TS1). Example of ALL OTHERS is any calls that are to a TG outside of Wyoming. Under special situations such as emergencies or special events TS2 may be used for TGs outside of Wyoming but those will be after repeater Admin approval.",56,8991,41.15299988,-104.81800079,448.95,443.95,,,,Laramie,On-Air,,WRCG,2019-12-12,,yes,15,BrandMeister,Local,,,Brandmiester DMR only no analog.,,,,,,DN71OD,,315615,Brandmeister c Record retrieved from radioid.net,Brandmeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,Y,82.68,SSE,,08,13790,38.93299866,-104.60900116,447.2,442.2,,,,El Paso,Testing,GGARC,,2015-11-11,,,,,"Falcon, Black Forest, Peyton Areas",Garden of the Gods Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,,83.17,SE,,08,12167,39.22669983,-104.08999634,147.105,147.705,,,,Elbert,On-Air,ARES of Douglas and Elbert Counties,CCARC,2020-02-11,107.2,,,,"I-70, E. Arapahoe, Elbert, Lincoln Counties 40 mi radius.",Colorado Repeater Association,"Full-time to 448.42500 (W0CRA) at Larkspur, Westcreek, CO .",,http://www.w0cra.org/,Linked to CRA 448.425 - WestCreek,,,,DM79WF,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,Y,83.46,NNW,Node Offline,56,15436,41.09719849,-105.97699738,147.015,147.615,,,,Albany,On-Air,"Albany County ARES/RACES, University Amateur Radio",,2017-02-24,146.2,,,,Albany County,,,,http://www.uwyo.edu/uarc/,,82070,,,,,,,,,,,,,,,,,,Yes; analog capable.,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,,84.79,SSE,,08,46,38.83810043,-104.82099915,147.27,147.87,,,,El Paso,On-Air,TRA,,2016-08-10,,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,,84.79,SSE,,08,43,38.83810043,-104.82099915,146.91,146.31,,,,El Paso,On-Air,GGARC,CCARC,2016-08-10,151.4,,,,,,,,,E-power.,,,,,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,,84.79,SSE,,08,48,38.83810043,-104.82099915,147.39,147.99,,,,El Paso,On-Air,W0MOG,CCARC,2016-08-10,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,,85.01,SSE,,08,8176,38.83969879,-104.80000305,147.135,147.735,,,,El Paso,On-Air,AA0L,CCARC,2016-04-08,100,,,,,,,,,6,,,,DM78OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,,85.07,SSE,,08,8211,38.83390045,-104.82099915,449.575,444.575,,,,El Paso,On-Air,RMHARC,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,,85.07,SSE,,08,8200,38.83390045,-104.82099915,448.3,443.3,,,,El Paso,On-Air,AA0L,CCARC,2016-08-10,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,,85.07,SSE,,08,50,38.83390045,-104.82099915,447.35,442.35,,,,El Paso,On-Air,GGARC,CCARC,2015-03-04,151.4,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
