Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Coordination,Last update,Uplink Tone,DMR Enabled,Color Code,IPSC Network,Wide Network,Features,Downlink Tone,YSF Digital Enabled,DG-ID,Grid,Coverage,IRLP,Nets,Web links,Mixed-Mode,DMR ID,Talkgroups,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Talkgroup Network,Worldwide English,North America,Colorado,Affiliate,Commands,Notes,EchoLink,Worldwide,English,Rocky Mountain Wide,Northern Colorado Regional,Links,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,P-25 Digital Enabled,NAC,Default Reflector,Local Network,Bandwidth,AllStar,Feed,WIRES-X,On-air,Southern Colorado,Central Regional,Wyoming,WyLOCAL,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Eastern Colorado,TAC 311,Colorado Chat,Location Photo
445.075,-5,CC,K0PRA,Parker,CO,OPEN,,D,67.32,S,"Colorado Mega Reflector - XLX376 Transcoder - YSF 23160 - WiresX 40895 Welcome to the new and improved Colorado Mega Link! Brought to you by the Parker Radio Association, where we have fun, play radio and keep the squelch loose. Please join us Monday nights at 8pm mountain time our our digital net.",08,17292,39.44910049,-104.70300293,445.075,440.075,,,,Douglas,On-Air,Parker Radio Association,CCARC,2019-11-27,,yes,1,None c Record retrieved from radioid.net,,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,,,,,,,Mondays 20:30 MST,http://www.parkerradio.org,,310844,,,,,,,,,,,,,Mixed Mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,D,68.92,WSW,,08,15899,40.0861,-105.939,446.875,441.875,,,,Clear Creek,On-Air,,,2017-03-11,,yes,,,,,,,,,,,,http://www.rmham.org,,,,,,,,,,,,,RMHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,,68.92,WSW,,08,145,40.0861,-105.939,146.82,146.22,,,,Grand,,GCARA,CCARC,2014-09-06,123,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
447.225,-5,CC,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,D,69.48,NNW,,56,60,41.26660156,-105.43299866,447.225,442.225,,,,Albany,On-Air,Laramie County EM,WRCG,2019-12-12,,yes,11,WyDMR c Record retrieved from radioid.net,,,,,,DN71GG,Wide area.,,,,,315608,"Open Talkgroup View Assignment TS TG Access Wyoming 1 3156 Full-Time WyLOCAL 2 100 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,Wyoming DMR Project,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,Wyoming DMR Project,,,,,,,,1,2,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,,69.87,SSW,,08,103,39.5211,-105.305,1287.9,1267.9,,,,Jefferson,Off-Air,Colorado Repeater Association (CRA),CCARC,2017-10-07,CSQ,,,,,,,,,,Fort Collins to Colorado Springs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,,70.76,SSW,,08,60,39.4703,-105.198,447.5,442.5,,,,Jefferson,On-Air,Aurora Repeater Association,CCARC,2014-04-28,88.5,,,,,E-power.,88.5,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,S,71.18,S,,08,11473,39.39350128,-104.67500305,446.85,441.85,yes,K0PRA (B) Repeater,jfindu lookup / dstar-users lookup,Douglas,On-Air,Parker Radio Association,CCARC,2018-03-18,,,,,,D-Star B module,,,,DM79PJ,,,,http://parkerradio.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,,71.44,SSW,,08,59,39.5148,-105.353,147.12,147.72,,,,Jefferson,On-Air,Aurora Repeater Association,CCARC,2016-01-17,88.5,,,,,E-power.,88.5,,,,Denver metro and east.,,,http://www.n0ara.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie, Pilot Hill",WY,OPEN,,,72.61,NNW,,56,4,41.30979919,-105.45500183,53.03,52.03,,,,Albany,Off-Air,K7UWR,,2017-01-04,,,,,,8,,,,DN71GH,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,,,http://www.r-vcr.com/k7uwr/repeater.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,114.8,KC7SNO,Albin,WY,OPEN,,,75.76,NNE,,56,28,41.4178009,-104.09799957,147.165,147.765,,,,Laramie,On-Air,Shy-Wy Amateur Radio Club,WRCG,2017-01-04,114.8,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Full-time to 147.10500 (KC7SNO) at Cheyenne, North Park, WY . Full-time to 146.77500 (KC7SNO) at Cheyenne, Denver Hill, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,Y,76.65,NW,,56,76,41.31480026,-105.58200073,146.61,146.01,,,,Albany,On-Air,University ARC,WRCG,2017-01-04,,,,,,,,yes,Open ↑ / Open ↓,DN71FH,Laramie Valley 30 mi radius.,,,http://www.uwyo.edu/uarc,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,,76.74,NW,,56,9,41.31140137,-105.59100342,146.82,146.22,,,,Albany,On-Air,Shy-Wy Amateur Radio Club,WRCG,2019-06-13,114.8,,,,,,,,,,Wide area.,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,100,WA0JTB,"Sterling, CO",CO,OPEN,,,80.12,ESE,,08,238,40.62559891,-103.20700073,145.295,144.695,,,,Logan,On-Air,NECARA,CCARC,2020-01-17,100,,,,,"Autopatch, e-power.",,,,,Wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,88.5,KB0VJJ,Akron,CO,OPEN,,,80.86,SE,,08,2,40.16059875,-103.21399689,145.4,144.8,,,,Washington,On-Air,Colorado Connection,CCARC,2018-11-02,88.5,,,,,,123,,,,Northeastern plains of Colorado.,,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,Part of the Colorado Connection system of repeaters,,,,,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC,W0FT,Akron,CO,OPEN,,D,80.86,SE,,08,16784,40.16049957,-103.21399689,448.175,443.175,,,,Morgan,On-Air,W0FT,CCARC,2019-11-27,,yes,7,RMHAM c Record retrieved from radioid.net,,,,,,,,,,http://www.rmham.org/,,310833,,,,,,,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,Y,81.07,NW,Node Offline,56,15436,41.09719849,-105.97699738,147.015,147.615,,,,Albany,On-Air,"Albany County ARES/RACES, University Amateur Radio",,2017-02-24,146.2,,,,,,,yes,Open ↑ / Open ↓,,Albany County,,,http://www.uwyo.edu/uarc/,Yes; analog capable.,,,,,,,,,,,,,,,82070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,,81.14,SSW,,08,7,39.4056,-105.473,146.895,146.295,,,,Park,On-Air,AB0RR,CCARC,2017-07-05,100,,,,,25,100,,,,285,,Wed at 19:30.,Park County Radio Club (PCRC),,,,,,,,,,,,,,,,,,,,,"Full-time internet linked to 448.57500 (WZ0N) at Hartsel, CO .",,,,,,,,,,,45835,,,,,,,,,,,,,,,,
446.925,-5,CC,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,D,82.88,SSW,,08,7193,39.26480103,-105.11399841,446.925,441.925,,,,Douglas,On-Air,,CCARC,2019-11-27,,yes,8,RMHR c Record retrieved from radioid.net,,,,,,DM79KG,,,,Rocky Mountain Ham Radio,,310817,"Open Talkgroup View Assignment TS TG Access Southern Colorado 1 719 Devilshead Local 2 711 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,See the website for programming info.,,,,,,Full-time to the Colorado TRBO System .,,,,,,,,,,,,,,,1,,,,2,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,,82.88,SSW,,08,8190,39.26480103,-105.11399841,447.525,442.525,,,,Douglas,On-Air,EmComm Colorado,CCARC,2015-06-17,146.2,,,,,,146.2,,,DM79KG,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",,,,,,,,,,,,,,,,Colorado ARES,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,,87.24,SE,ON - IDLE,08,9583,39.37030029,-103.8010025,449.25,444.25,,,,Elbert,On-Air,K0UPS Club c/o N1UPS,CCARC,2014-09-02,123,,,,,Full duplex node.,123,,,DM89CI,"I-70 Limon, Co area.",3349,,,,,,,,,,,,,,,,** [StarStar] Prefix for Echolink Node.,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",3349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,,87.93,SSW,ON - IDLE,08,83,39.17549896,-105.03399658,147.225,147.825,,,,Douglas,On-Air,Colorado Repeater Association (CRA),CCARC,2017-11-13,107.2,,,,,Closed autopatch,107.2,,,DM79LE,Wide area,3990,"CRA Net, Sunday 9AM",Colorado Repeater Association,,,,,,,,,,,,,CRA VHF Link System,,,347086,,,,,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,,87.93,SSW,,08,16547,39.17549896,-105.03399658,448.425,443.425,,,,Douglas,On-Air,Colorado Repeater Association (CRA),CCARC,2020-02-11,107.2,,,,,E-Power,107.2,,,,Wide area 55 mi radius.,,,http://www.w0cra.org,,,,,,,,,,,,,ARESDEC,,,,,,,,"Full-time to 147.10500 (WA0DE) at Simla, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,,87.97,SSW,,08,15903,39.17490005,-105.03399658,449.975,444.975,,,,Douglas,On-Air,K0JSC,CCARC,2017-04-21,100,,,,,Simulcast and Voted with Cedarwood and Methodist.,100,,,,,,,The Fun Machine,,,,,,,,,,,,,The Fun Machine,,"Can be linked to Allstar, Echolink and others by a Sysop",,,,,,Full-time to the The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,-0.6,103.5,N0NEB,Harrisburg,NE,OPEN,,,88.94,NNE,,31,58,41.49000168,-103.75499725,147,146.4,,,,Banner,On-Air,Tri-City Radio Amateur Club,,2017-09-07,103.5,,,,,,,,,DN81CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,,88.97,SSE,,08,12167,39.22669983,-104.08999634,147.105,147.705,,,,Elbert,On-Air,ARES of Douglas and Elbert Counties,CCARC,2020-02-11,107.2,,,,,Linked to CRA 448.425 - WestCreek,107.2,,,DM79WF,"I-70, E. Arapahoe, Elbert, Lincoln Counties 40 mi radius.",,,http://www.w0cra.org/,,,,,,,,,,,,,Colorado Repeater Association,,,,,,,,"Full-time to 448.42500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,,89.23,W,,08,244,40.6494,-106.382,145.16,144.56,,,,Jackson,On-Air,Colorado Connection,CCARC,2017-01-06,88.5,,,,,8,123,,,,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,Part of the Colorado Connection system of repeaters.,,,,,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,,89.7,S,ON - IDLE,08,8740,39.13600159,-104.92700195,145.19,144.59,,,,Douglas,On-Air,N0OBA Owner,,2018-10-25,131.8,,,,,,131.8,,,DM79MD,Wide area coverage at 8300,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,,,,,,,,,,,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,N0SZ,Westcreek,CO,OPEN,,D,91.07,SSW,,08,15900,39.15250015,-105.16400146,446.875,441.875,,,,Douglas,On-Air,W0VG,CCARC,2019-11-27,,yes,6,RMHAM c Record retrieved from radioid.net,,,,,,,,,,http://www.rmham.org,,310846,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Central Regional 2 720 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,RMHAM,,,,,,1,,Full-time to the Colorado TRBO System .,,,,,,,,,,,,,,,,2,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,,92.07,WSW,,08,166,40.0589,-106.388,147.075,147.675,,,,Grand,On-Air,Colorado Connection,CCARC,2016-05-23,88.5,,,,,,123,,,,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70. Map,,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,Part of the Colorado Connection system of Repeaters,,,,,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,,92.42,S,,08,183,39.09170151,-104.87200165,447.725,442.725,,,,El Paso,On-Air,K0NR,CCARC,2016-12-10,100,,,,,30,100,,,,Local.,,,http://www.k0nr.com/wordpress/k0nr-repeater/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC,N0SZ,"Breckenridge, Baldy",CO,OPEN,,D,94.69,SW,,08,16780,39.459,-105.979,445.0875,440.0875,,,,Fremont,On-Air,K2AD,,2018-02-01,,yes,7,,,,,,,,,,,http://www.rmham.org/,,310830,,,,,,,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,,,Black Forest,CO,OPEN,,SY,95,S,,08,17551,39.04850006,-104.7009964,448.95,443.95,yes,(B) Repeater,jfindu lookup / dstar-users lookup,El Paso,,N0PKT,,2019-01-08,,,,,,e-power,,yes,Open ↑ / Open ↓,,This repeater covers most of Black Forest and various areas of Monument and Colorado Springs,,Primarily on NXDN: All Nets carried on the K0JSC.COM Fun Machine system,http://www.k0jsc.com,,,,,,,,,,,,,K0JSC,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,yes,1,6.25,yes,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,,95.06,SW,,08,24,39.4439,-105.969,147.39,147.99,,,,Summit,On-Air,Colorado Connection,CCARC,2015-01-30,88.5,,,,,12,123,,,,Wide area.,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,Breckenridge Repeater,,,,,,,,,,,,,,,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-. This machine has a split tone, 88.5 rx and 123.0 tx",,,,,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,,95.48,S,ON - IDLE,08,13294,39.04370117,-104.60800171,447.625,442.625,,,,El Paso,On-Air,KD0MDP,,2015-06-02,100,,,,,Linked.,100,,,,,7301,,,,,,,,,,,,,,,The Fun Machine,,,363976,,,,,Full-time to the The Fun Machine System .,,,,,,,,,,,28299,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,,95.85,SW,,08,23,39.4817,-106.038,146.7,146.1,,,,Summit,On-Air,GRARC,CCARC,2013-01-07,107.2,,,,,E-power.,,,,,,3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,,96.38,S,,08,57,39.03020096,-104.7990036,448.8,443.8,,,,El Paso,On-Air,Pikes Peak FM Association (http://PPFMA.ORG),CCARC,2019-09-24,100,,,,,,,,,DM79OA,I-25 corridor from Baptist Rd south to Fort Carson,,,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,,100.48,S,,08,249,38.9939003,-105.05599976,145.415,144.815,,,,Teller,,MARC,CCARC,2012-11-12,179.9,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,,100.48,S,,08,252,38.9939003,-105.05599976,449.025,444.025,,,,Teller,,Mountain Amateur Radio Club (MARC),CCARC,2012-11-10,141.3,,,,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,,100.48,S,,08,250,38.9939003,-105.05599976,146.82,146.22,,,,Teller,On-Air,Mountain ARC,CCARC,2016-11-17,107.2,,,,,E-power.,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,,100.48,S,,08,251,38.9939003,-105.05599976,448.65,443.65,,,,Teller,On-Air,Mountain ARC (MARC),CCARC,2016-11-17,107.2,,,,,E-power.,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,MARC,,,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,,100.49,S,,08,8193,38.9939003,-105.05699921,447.675,442.675,,,,Teller,On-Air,Mountain Amateur Radio Club (MARC),CCARC,2014-05-22,179.9,,,,,E-power.,179.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,,100.49,S,,08,3750,38.99380112,-105.05699921,927.9,902.9,,,,Teller,On-Air,MARC,CCARC,2012-11-10,D205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,,100.78,S,,08,9503,38.9878006,-105.04399872,449.325,444.325,,,,Teller,On-Air,KA4EPS,CCARC,2019-04-01,103.5,,,,,E-power. Allstar Node 27976,103.5,,,DM78LX,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Melbourne, Florida can be expected.",,Sunday 1900 MST Tuesday 1900 MST,http://www.ka4eps.com,,,,,,,,,,,,,Amateur Radio Motorcycle Club,,Node # 27976,,,,,,,,,,,,,,,,,27976,,,,,,,,,,,,,,,,
446.7375,-5,CC,K0RTS,"Genoa, Limon",CO,OPEN,,D,101.84,SE,,08,13581,39.27830124,-103.5,446.7375,441.7375,,,,Lincoln,On-Air,K0RTS KC0VJD,CCARC,2019-11-27,,yes,8,RMHAM c Record retrieved from radioid.net,,,,,,,"I-70 H-40 H-287 Arriba, Genoa, Hugo, Limon 50 mile radius",,,,,310829,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,RMHam,,Colorado on TG700 Slot 1 Denver on TG720 Slot 2,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,A,,102.76,SE,,08,128,39.26879883,-103.48799896,147.06,147.66,,,,Lincoln,On-Air,BSARC,CCARC,2019-07-21,103.5,,,,,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",,,,DM89GG,"I-70, US-71, US-287, US-40, US-24",,Big Sandy Net: Tues 19:00,http://www.bigsandyradio.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42740,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,Y,103.11,S,,08,13790,38.93299866,-104.60900116,447.2,442.2,,,,El Paso,Testing,GGARC,,2015-11-11,,,,,,,,yes,Open ↑ / Open ↓,,"Falcon, Black Forest, Peyton Areas",,,,,,,,,,,,,,,,Garden of the Gods Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,114.8,WB7GR,"Scottsbluff, Stage Hill",NE,OPEN,,,103.26,NNE,,31,110,41.70100021,-103.68099976,444.125,449.125,,,,Scotts Bluff,On-Air,SBCEMA,,2018-12-02,114.8,,,,,Linked to Albin (147.165) and Cheyenne (146.775),114.8,,,DN81DQ,Wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,,103.38,WSW,,08,242,39.6403,-106.374,224.8,223.2,,,,Eagle,Off-Air,ECHO,CCARC,2018-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,,103.38,WSW,,08,243,39.6403,-106.374,449.9,444.9,,,,Eagle,Off-Air,ECHO,CCARC,,107.2,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,,103.85,WSW,,08,256,39.6061,-106.356,146.61,146.01,,,,Eagle,On-Air,ECHO,CCARC,2012-11-10,107.2,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,,104.1,SSW,,08,169,39.04940033,-105.51300049,146.685,146.085,,,,Park,On-Air,Mountain ARC (MARC),CCARC,2016-11-17,107.2,,,,,"Closed autopatch, e-power.",107.2,,,DM79FB,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,Autopatch: 911,,,,,,,"Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,,104.11,SSW,,08,170,39.0489,-105.512,147.36,147.96,,,,Park,On-Air,,CCARC,2018-01-15,107.2,,,,,E-power.,107.2,,,,Wide area.,3854,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,,105.37,S,,08,15989,38.90000153,-104.80000305,224.72,223.12,,,,El Paso,On-Air,w0mog,,2017-04-07,103.5,,,,,,103.5,,,,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,,105.53,SSW,,08,8214,38.9797,-105.357,449.7,444.7,,,,Park,,CMRG,CCARC,2012-11-12,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,,106.61,WSW,,08,241,39.6554,-106.457,147.345,147.945,,,,Eagle,On-Air,Colorado Connection,CCARC,2017-01-06,88.5,,,,,9,123,,,,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass. Map,,Central Colorado Traffic Net: Daily at 19:3030 Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES net: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC,N0SZ,Vail,CO,OPEN,,D,106.88,WSW,,08,16781,39.6348,-106.447,445.075,440.075,,,,Eagle,On-Air,K2AD,CCARC,2018-02-01,,yes,7,,,,,,,,,,,http://www.rmham.org/,,310851,,,,,,,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
