Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Coordination,Last update,YSF Digital Enabled,DG-ID,Features,Mixed-Mode,Web links,D-STAR Enabled,Node,Sources,Grid,Links,Affiliate,EchoLink,IRLP,AllStar,Bandwidth,DMR Enabled,Color Code,IPSC Network,Wide Network,Notes,Nets,Feed,DMR ID,Talkgroups,Rocky Mountain Wide,Southern Colorado,WIRES-X,Location Photo,On-air,Commands,TAC 310,TAC 311,Colorado,Colorado Chat,Local/Cluster,Central Regional,REACT,CO-Park County,Eastern Colorado,P-25 Digital Enabled,NAC,Default Reflector,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Devilshead Local,Local Network,c-Bridge,Talkgroup Network,Worldwide,North America,English,DCI Bridge,Texas,COMM 1,Texas/Oklahoma Regional USA,Northern Colorado Regional,Europe,Southwest USA
223.94,-1.6,CSQ,KB5RX,"Los Alamos, Pajarito Mountain",NM,OPEN,,,137.1,SW,,35,196,35.88399887,-106.38200378,223.94,222.34,CSQ,,Los Alamos,On-Air,,,NMFCC,2015-10-16,,,E-power.,,,,,,DM65TV,,,,,,,,,,,,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.225,5,CC,NM5BB,"Los Alamos, Pajarito Mountain",NM,OPEN,,D,137.53,SW,,35,15733,35.88669968,-106.39499664,442.225,447.225,,,Los Alamos,On-Air,Wide area 50 mi radius.,Rocky Mountain Ham Radio,NMFCC,2019-12-16,,,TS 1 TG 700 Wide TS 2 TG 719 South TS 2 TG 714 Los Alamos Local TS 2 TG 505 New Mexico,,https://www.rmham.org/wordpress/dmr-radio-site-information/,,,,DM65TV,,,,,,,yes,7,Colorado/Rocky Mountain c Record retrieved from radioid.net,,Linked,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,,313505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,,NM5EC,"Los Alamos, Pajarito Mountain",NM,OPEN,,S,137.53,SW,,35,18232,35.88669968,-106.39499664,145.19,144.59,,,Los Alamos,On-Air,Wide area,SFARC,,2019-10-30,,,"Mixed mode DStar, analog and fusion (under another entry, using W5SF callsign)",,,yes,NM5EC (C) Repeater,jfindu lookup / dstar-users lookup,DM65TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,W5SF,"Los Alamos, Pajarito Mountain",NM,OPEN,,,137.53,SW,,35,118,35.88669968,-106.39499664,145.19,144.59,162.2,162.2,Los Alamos,On-Air,Wide Area,SFARC,NMFCC,2019-10-30,,,"Mixed mode analog, Fusion, and D-star (using call NM5EC C, noted under separate entry)",Yes; analog capable.,,,,,DM65TV,,,,,,25,,,,,W5SF/PAJ - Distinct from the NM5SC repeater near Cuba on Pajarito Peak.,Northern New Mexico Amateur Radio Net: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,,137.84,N,ON - IDLE,08,8740,39.13600159,-104.92700195,145.19,144.59,131.8,131.8,Douglas,On-Air,Wide area coverage at 8300,N0OBA Owner,,2018-10-25,,,,,,,,,DM79MD,,,10079,,,,,,,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,131.8,K5DST,"Logan, Ute Lake",NM,OPEN,,,138.67,SSE,,35,15643,35.36529922,-103.41100311,147.34,147.94,131.8,,Quay,On-Air,,Big Water ARA,NMFCC,2017-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,,,138.71,W,,35,15624,36.9336,-106.999,145.43,144.83,136.5,,Rio Arriba,On-Air,,SJC EMCOMM,NMFCC,2017-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,,140.97,WNW,,08,63,37.8492,-106.926,146.925,146.325,,,Mineral,Off-Air,,Creede ARC,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,,141.01,NNW,,08,170,39.0489,-105.512,147.36,147.96,107.2,107.2,Park,On-Air,Wide area.,,CCARC,2018-01-15,,,E-power.,,CMRG Repeaters,,,,,,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,,141.07,NNW,,08,169,39.04940033,-105.51300049,146.685,146.085,107.2,107.2,Park,On-Air,,Mountain ARC (MARC),CCARC,2016-11-17,,,"Closed autopatch, e-power.",,,,,,DM79FB,"Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,,141.22,NW,,08,184,38.7129,-106.2,146.745,146.145,100,,Chaffee,On-Air,,CLARA,CCARC,2019-07-21,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,,141.56,NNW,,08,15903,39.17490005,-105.03399658,449.975,444.975,100,100,Douglas,On-Air,,K0JSC,CCARC,2017-04-21,,,Simulcast and Voted with Cedarwood and Methodist.,,The Fun Machine,,,,,Full-time to the The Fun Machine System .,The Fun Machine,,,,,,,,,"Can be linked to Allstar, Echolink and others by a Sysop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,Y,141.56,NNE,,08,17059,39.05419922,-103.48000336,447,442,,,Lincoln,On-Air,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",Delbert Noakes (KC0VJD),CCARC,2020-01-26,yes,Open ↑ / Open ↓,APRS repeater &amp; I-Gate / Weather station,,,,,,,,,,,,,,,,,,,,,,,,30534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,,141.6,NNW,ON - IDLE,08,83,39.17549896,-105.03399658,147.225,147.825,107.2,107.2,Douglas,On-Air,Wide area,Colorado Repeater Association (CRA),CCARC,2017-11-13,,,Closed autopatch,,Colorado Repeater Association,,,,DM79LE,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",CRA VHF Link System,347086,3990,,,,,,,,"CRA Net, Sunday 9AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,,141.6,NNW,,08,16547,39.17549896,-105.03399658,448.425,443.425,107.2,107.2,Douglas,On-Air,Wide area 55 mi radius.,Colorado Repeater Association (CRA),CCARC,2020-02-11,,,E-Power,,http://www.w0cra.org,,,,,"Full-time to 147.10500 (WA0DE) at Simla, CO .",ARESDEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,N0SZ,Westcreek,CO,OPEN,,D,141.67,NNW,,08,15900,39.15250015,-105.16400146,446.875,441.875,,,Douglas,On-Air,,W0VG,CCARC,2019-11-27,,,,,http://www.rmham.org,,,,,Full-time to the Colorado TRBO System .,RMHAM,,,,,yes,6,RMHAM c Record retrieved from radioid.net,,,,,310846,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Central Regional 2 720 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,,141.76,NNW,,08,9840,38.88330078,-105.93299866,448.575,443.575,103.5,103.5,Park,Off-Air,Western Park County,,CCARC,2017-11-22,,,,,,,,,DM78AV,"Full-time internet linked to 146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,,143.08,W,,08,188,37.193,-107.1,146.61,146.01,123,,Archuleta,On-Air,,,CCARC,2018-01-15,,,,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,,143.89,N,,08,12167,39.22669983,-104.08999634,147.105,147.705,107.2,107.2,Elbert,On-Air,"I-70, E. Arapahoe, Elbert, Lincoln Counties 40 mi radius.",ARES of Douglas and Elbert Counties,CCARC,2020-02-11,,,Linked to CRA 448.425 - WestCreek,,http://www.w0cra.org/,,,,DM79WF,"Full-time to 448.42500 (W0CRA) at Larkspur, Westcreek, CO .",Colorado Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,,WA5EMA,Tucumcari,NM,OPEN,,,144.69,SSE,,35,176,35.17169952,-103.72399902,146.88,146.28,,,Quay,On-Air,,WA5EMA,NMFCC,2017-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,,WA5EMA,Tucumcari,NM,OPEN,,,144.69,SSE,,35,178,35.17169952,-103.72399902,224.98,223.38,,,Quay,,,WA5EMA,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.75,5,,WA5EMA,Tucumcari,NM,OPEN,E,,144.69,SSE,Node Offline,35,179,35.17169952,-103.72399902,443.75,448.75,,,Quay,On-Air,Local coverage in town.,WA5EMA,NMFCC,2014-09-06,,,,,,,,,,,,406798,,,,,,,,EchoLink active during daytime hours.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,,146.52,WNW,,08,14923,37.7933,-107.055,449.525,444.525,100,100,Mineral,On-Air,,N0PKT,,2017-01-06,,,,,,,,,DM67lt,Full-time to the The Fun Machine System .,The Fun Machine,,,43265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tucumcari, Tucumcari Mountain",NM,OPEN,,,147.58,SSE,,35,177,35.13420105,-103.6989975,147.22,147.82,100,,Quay,On-Air,Wide area.,Mega-Link Rptr System,NMFCC,2018-01-07,,,4,,,,,,DM85DD,Full-time to the Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,D,148.55,NNW,,08,7193,39.26480103,-105.11399841,446.925,441.925,,,Douglas,On-Air,,,CCARC,2019-11-27,,,,,Rocky Mountain Ham Radio,,,,DM79KG,Full-time to the Colorado TRBO System .,,,,,,yes,8,RMHR c Record retrieved from radioid.net,,See the website for programming info.,,,310817,"Open Talkgroup View Assignment TS TG Access Southern Colorado 1 719 Devilshead Local 2 711 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,,148.55,NNW,,08,8190,39.26480103,-105.11399841,447.525,442.525,146.2,146.2,Douglas,On-Air,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",EmComm Colorado,CCARC,2015-06-17,,,,,,,,,DM79KG,,Colorado ARES,,,,,,,,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,100,W5HO,La Cueva,NM,OPEN,,,148.92,SW,,35,15622,35.86729813,-106.63800049,145.41,144.81,100,,Santa Fe,Off-Air,,W5HO,NMFCC,2017-08-25,,,,,,,,,DM65QU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,,149.46,NW,,08,15212,38.6125,-106.543,447.65,442.65,151.4,151.4,Gunnison,On-Air,Gunnison valley and along East and west on Highway 50.,KB0YNA,CCARC,2016-10-28,,,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",,,,,,,"Full-time to 448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO . Full-time to 449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,N0SZ,"Fairplay, Badger",CO,OPEN,,D,149.56,NNW,,08,12698,39.0469,-105.87,446.7625,441.7625,,,Park,On-Air,,K7PFJ,,2017-03-11,,,,,,,,,,,RMHAM,,,,,yes,0,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,67,NM5ML,"Cuba, Eureka Mesa",NM,OPEN,,,152.56,WSW,,35,66,36.0135994,-106.84400177,147.24,147.84,67,,Sandoval,On-Air,Wide area.,,NMFCC,2018-01-07,,,9,,,,,,DM66NA,Full-time to the Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,S,153.96,N,,08,11473,39.39350128,-104.67500305,446.85,441.85,,,Douglas,On-Air,,Parker Radio Association,CCARC,2018-03-18,,,D-Star B module,,http://parkerradio.org,yes,K0PRA (B) Repeater,jfindu lookup / dstar-users lookup,DM79PJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Santa Rosa, Moon Ranch",NM,OPEN,,,154.47,S,,35,15634,34.93870163,-104.68199921,147.04,147.64,141.3,,Guadalupe,On-Air,,NMEMA ARC,NMFCC,2017-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,103.5,KC0VJD,Firstview,CO,OPEN,W,Y,154.72,NE,,08,17703,38.79579926,-102.54799652,447.6,442.6,,,Cheyenne,On-Air,"US-40, US-287, US-385, CO-94, CO-96 Kit Carson, Cheyenne Wells, Firstview, Eads, Aroya, Sheridan Lake",Delbert Noakes (KC0VJD),CCARC,2019-04-24,yes,Open ↑ / Open ↓,"APRS Digireater &amp; iGate, Weather Station",,,,,,DM88RT,,,,,,,,,,,,,,,,,,35710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,A,,155.13,NNE,,08,128,39.26879883,-103.48799896,147.06,147.66,103.5,,Lincoln,On-Air,"I-70, US-71, US-287, US-40, US-24",BSARC,CCARC,2019-07-21,,,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",,http://www.bigsandyradio.com/,,,,DM89GG,,,,,42740,,,,,,,Big Sandy Net: Tues 19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,K0RTS,"Genoa, Limon",CO,OPEN,,D,155.51,NNE,,08,13581,39.27830124,-103.5,446.7375,441.7375,,,Lincoln,On-Air,"I-70 H-40 H-287 Arriba, Genoa, Hugo, Limon 50 mile radius",K0RTS KC0VJD,CCARC,2019-11-27,,,,,,,,,,,RMHam,,,,,yes,8,RMHAM c Record retrieved from radioid.net,,Colorado on TG700 Slot 1 Denver on TG720 Slot 2,,,310829,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,,156.74,NNE,ON - IDLE,08,9583,39.37030029,-103.8010025,449.25,444.25,123,123,Elbert,On-Air,"I-70 Limon, Co area.",K0UPS Club c/o N1UPS,CCARC,2014-09-02,,,Full duplex node.,,,,,,DM89CI,,,3349,3349,,,,,,,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",,,,,,,,,,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Cuba, Eureka Mesa",NM,OPEN,,,157.67,WSW,,35,15615,36.02220154,-106.95800018,145.175,144.575,141.3,,Sandoval,Off-Air,,NMEMA ARC,NMFCC,2017-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC,K0PRA,Parker,CO,OPEN,,D,157.9,N,"Colorado Mega Reflector - XLX376 Transcoder - YSF 23160 - WiresX 40895 Welcome to the new and improved Colorado Mega Link! Brought to you by the Parker Radio Association, where we have fun, play radio and keep the squelch loose. Please join us Monday nights at 8pm mountain time our our digital net.",08,17292,39.44910049,-104.70300293,445.075,440.075,,,Douglas,On-Air,,Parker Radio Association,CCARC,2019-11-27,,,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,,http://www.parkerradio.org,,,,,,,,,,,yes,1,None c Record retrieved from radioid.net,,Mixed Mode,Mondays 20:30 MST,,310844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,67,K5FIQ,"Clines Corners, Tapia Mesa",NM,OPEN,,,159.57,SSW,,35,60,35.04779816,-105.62999725,147.06,147.66,67,,San Miguel,On-Air,,Upper Rio FM Society,NMFCC,2017-07-22,,,7,,,,,,DM75EB,"Full-time to 146.90000 (K5FIQ) at Albuquerque, Op Ctr, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,,KB0CKE,Syracuse,KS,OPEN,,,160.58,E,,20,3947,37.98059845,-101.75299835,146.775,146.175,,,Hamilton,On-Air,Local. 20 mi radius.,KB0CKE,Kansas Repeater Council,2019-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,,161.65,N,,08,8189,39.49420166,-104.83599854,447.525,442.525,203.5,146.2,Douglas,On-Air,"Denver metropolitan area, front range foothills",EmComm Colorado,CCARC,2017-03-11,,,,,,,,,DM79NL,,Colorado ARES,,,,,,,,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,,162.88,NW,,08,161,38.5458,-106.925,449.95,444.95,,,Gunnison,,,K5GF,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,,162.88,NW,,08,160,38.5458,-106.925,147.12,147.72,,,Gunnison,On-Air,,W0VTL,CCARC,2014-09-01,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9,-5,,K0PRA,Parker,CO,OPEN,W,Y,162.93,N,,08,18248,39.51860046,-104.76100159,446.9,441.9,,,Arapahoe,On-Air,Small coverage area in Parker,Parker Radio Association,,2019-11-03,yes,Open ↑ / Open ↓,Linked to the Colorado Mega digital system,,https://www.parkerradio.org,,,,,,,,,,,,,,,,Monday nights 8pm mountain,,,,,,40895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.05,-5,CC,N0KEG,Parker,CO,OPEN,,D,162.93,N,,08,17696,39.51860046,-104.76100159,448.05,443.05,,,Douglas,,,,,2019-11-27,,,,,,,,,,,,,,,,yes,1,Brandmeister c Record retrieved from radioid.net,BrandMeister,,,,310374,,,,,,Unknown,,,,,,,,,,,,,,,,,,,Brandmeister,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,,163.25,NNW,,08,7,39.4056,-105.473,146.895,146.295,100,100,Park,On-Air,285,AB0RR,CCARC,2017-07-05,,,25,,Park County Radio Club (PCRC),,,,,"Full-time internet linked to 448.57500 (WZ0N) at Hartsel, CO .",,,,45835,,,,,,,Wed at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,,163.41,NNW,,08,60,39.4703,-105.198,447.5,442.5,88.5,88.5,Jefferson,On-Air,Wide area.,Aurora Repeater Association,CCARC,2014-04-28,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7375,-25.7,100,KI0HC,Parker,CO,OPEN,,,163.78,N,,08,14732,39.53910065,-104.56900024,927.7375,902.025,100,100,Douglas,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,CCARC,2020-01-01,,,,Yes; analog capable.,,,,,DM79RM,Full-time to the The 900 P25 Network System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,N0PUF,"Centennial, Warren Mountain",CO,OPEN,,,164.86,NNW,,08,80,39.50419998,-105.12799835,146.88,146.28,100,,Jefferson,On-Air,Wide Area,Denver Radio League,CCARC,2020-03-13,,,E-power.,,DRL Repeaters,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,N0PUF,"Centennial, Warren Mountain",CO,OPEN,EI,Y,164.86,NNW,Node Offline,08,273,39.50419998,-105.12799835,449.6,444.6,,,Jefferson,On-Air,,Denver Radio League,CCARC,2020-03-13,yes,Open ↑ / Open ↓,,,DRL Repeaters,,,,,,,690473,3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,,165.12,WNW,,08,16607,38.03,-107.315,147.135,146.535,123,,Hinsdale,On-Air,,,CCARC,2018-01-15,,,E-power (solar),,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,141.3,K0ECT,Syracuse,KS,OPEN,,,165.17,E,,20,4086,38.17499924,-101.76100159,444,449,141.3,141.3,Hamilton,On-Air,,SKECT,Kansas Repeater Council,2018-07-12,,,E-power.,,http://skect.org/default.aspx,,,,DM98CE,Full-time to the SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,AA0BF,"Fairplay, Sacramento Mountain",CO,OPEN,A,,165.21,NNW,,08,5336,39.21,-106.087,447.125,442.125,103.5,103.5,Park,On-Air,"Covers Fairplay, Alma, and western South Park.",AA0BF,CCARC,2019-03-08,,,Emergency automatic generator.,,,,,,DM69wf,,"Park County Radio Club, AB0PC",,,45840,,,,,,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.","When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,,165.8,N,,08,274,39.55799866,-104.79399872,448.7,443.7,146.2,,Douglas,On-Air,Local North Parker only,,,2018-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.1,5,100,NM5SC,"San Ysidro, Pajarito Peak",NM,OPEN,A,,165.94,SW,,35,9767,35.69670105,-106.85900116,443.1,448.1,100,,Sandoval,On-Air,Wide area - NW NM.,Sandoval County ARES,NMFCC,2017-02-10,,,"Linked, e-power.",,http://nmscares.org/,,,,DM65NQ,,ARRL,,,27748,,,,,,"KNWD TKR-850, RTCM Interface. 25W, 9000' MSL. (Pajarito Peak differs from Pajarito Mountain near Los Alamos)",Sandoval County ARES: Mon at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.4,5,100,NM5SV,"Placitas, Sandia Peak",NM,OPEN,,,166.53,SW,,35,14763,35.33599854,-106.44100189,443.4,448.4,100,,Sandoval,On-Air,,Sandia Vista ARC,NMFCC,2019-08-10,,,,,http://sandiavista.net,,,,DM65SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,88.5,N5DFQ,Guymon,OK,OPEN,,,166.7,ESE,,40,4419,36.67580032,-101.54699707,444.975,449.975,88.5,,Texas,On-Air,30,DBARC,ORSI,2014-07-07,,,Linked.,,http://caprockintertie.org/,,,,DM96FQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,88.5,N5LTZ,Dumas,TX,OPEN,,,166.8,SE,,48,1490,35.86560059,-101.97299957,444.35,449.35,88.5,,Moore,On-Air,40,,TVHFS,2016-05-21,,,350,,,,,,,Full-time to the Caprock Intertie System .,Caprock Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
