Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Coordination,Last update,Coverage,Features,Links,Notes,Downlink Tone,Op Status,Affiliate,Nets,Web links,EchoLink,IRLP,AllStar,Grid,Commands,DMR Enabled,Color Code,DMR ID,Wide Network,Talkgroup Network,Talkgroups,Southern Colorado,Central Regional,Northern Colorado Regional,D-STAR Enabled,Node,Sources,Rocky Mountain Wide,Feed,P-25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,Local Network,YSF Digital Enabled,DG-ID,Devilshead Local,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,IPSC Network,Bandwidth,Worldwide English,North America,DCI Bridge,Local/Cluster,Colorado,N. Colorado,Location Photo,Worldwide,English,TAC 310,WIRES-X,Eastern Colorado,TAC 311,Colorado Chat,Mountain Reg USA,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Wyoming,WyLOCAL,Europe,Southwest USA
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,,107.19,S,,08,16604,38.0228,-107.671,147.27,147.87,127.3,Ouray,,,CCARC,2018-01-15,,,,,,On-Air,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,,107.32,ESE,,08,136,39.7772,-105.329,448.85,443.85,88.5,Jefferson,,Aurora Repeater Assoc,CCARC,2016-01-17,"Denver metro, central front range",e-power.,,,88.5,On-Air,,ARA: Wed at 20:00.,ARA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,,107.32,ESE,,08,86,39.7772,-105.329,224,222.4,103.5,Jefferson,,Rocky Mountain Radio League,CCARC,2017-03-11,,8,,,103.5,On-Air,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,,107.32,ESE,,08,133,39.7772,-105.329,147.15,147.75,100,Jefferson,,Aurora Repeater Assoc (ARA),CCARC,2016-01-17,"Denver metro, central front range",e-power,"Linkable to 224.74000 (N0POH) at Golden, Guy Hill, CO .",,100,On-Air,,ARA: Wed at 20:00.,ARA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,,107.37,ESE,,08,265,39.7772,-105.328,449.75,444.75,103.5,Jefferson,,Rocky Mtn Radio League,CCARC,2016-12-23,,8,,,103.5,On-Air,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,,107.37,ESE,,08,134,39.7772,-105.328,224.74,223.14,88.5,Jefferson,,Aurora Repeater Assoc,CCARC,2016-01-17,,e-power,,,88.5,On-Air,,ARA: Wed at 2000.,ARA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,,107.37,ESE,,08,71,39.7772,-105.328,145.22,144.62,103.5,Jefferson,,Rocky Mtn Radio League,CCARC,2016-12-23,Wide area.,8,,Talk-Group of $FFFF.,103.5,On-Air,,,Repeater,,,,,,,,,,,,,,,,,,,,yes,293,yes,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,,107.46,E,,08,15670,40.1727,-105.468,147.03,147.63,100,Boulder,,KI0HG,CCARC,2017-01-20,,,,,,On-Air,Boulder County Amateur Radio Emergency Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,,107.65,E,,08,13368,40.0633,-105.41,146.91,147.51,123,Boulder,,,,2017-04-09,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,,There is a MOU With BCARES for repeater use.,127.3,On-Air,"Town of Gold Hill, Colorado","Summer Tue at 19:30P, Winter 19:00.",http://goldhilltown.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,,107.66,ESE,,08,103,39.5211,-105.305,1287.9,1267.9,CSQ,Jefferson,,Colorado Repeater Association (CRA),CCARC,2017-10-07,Fort Collins to Colorado Springs.,,,,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,110.65,E,,08,8992,40.0722,-105.354,445.05,440.05,,Boulder,,Rocky Mountain Ham Radio,CCARC,2018-10-17,Wide area,BrandMeister Network,,,,On-Air,,,,,,,,,yes,1,,BrandMeister,,,,,,,,,,,,,,,BrandMeister US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,110.65,E,,08,5219,40.0722,-105.354,446.9875,441.9875,,Boulder,,Rocky Mountain Ham Radio,,2016-12-31,,Linked on Time Slot 2 to Almagre Mtn (446.950).,"Full-time to 446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO . Full-time to the Colorado TRBO System .",,,On-Air,,,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,,110.65,E,,08,19,40.0722,-105.354,447.75,442.75,141.3,Boulder,,Rocky Mountain Ham Radio,CCARC,2018-04-24,,,,,141.3,On-Air,,,,,3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,,110.65,E,ON - IDLE,08,8,40.0722,-105.354,145.46,144.86,107.2,Boulder,,Colorado Repeater Association (CRA),CCARC,2017-11-13,Boulder/Denver Metro,"Closed autopatch, e-power.","Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,107.2,On-Air,CRA VHF Link System,,,347086,3990,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,,110.65,E,,08,20,40.0722,-105.354,447.975,442.975,107.2,Boulder,,Colorado Repeater Association (CRA),CCARC,2016-09-08,Wide area: Boulder/Longmont area.,Closed autopatch.,,,107.2,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,,110.65,E,ON - IDLE,08,18,40.0722,-105.354,224.02,222.42,,Boulder,,Rocky Mtn VHF Soc,CCARC,2017-03-11,Denver metro area.,8,"Full-time to 449.55000 (W0IA) at Boulder, CO .",,,On-Air,,,RMVHS repeaters,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,CC,N0WAR,"Estes Park, Prospect Mtn",CO,OPEN,,D,110.78,E,,08,17813,40.3606,-105.52,147.24,147.84,,Larimer,,N0WAR,,2019-05-11,Wide Area: Estes Park &amp; Rocky Mtn Nat Park,Brandmeister Network,,,,On-Air,W0DMR,,http://www.w0dmr.org,,,,,,yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,,111.31,E,ON - IDLE,08,120,40.3772,-105.521,449.8,444.8,123,Larimer,,Estes Valley ARC,CCARC,2017-08-05,,E-Power,"Full-time to 146.68500 (N0FH) at Estes Park, CO .","Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,On-Air,,ARES D-10: Thu at 19:00.,,625757,7268,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,136.5,W7BYU,Vernal,UT,OPEN,,,111.37,WNW,,49,182,40.3564,-109.146,449.7,444.7,136.5,Uintah,Unknown,W7BYU,UVHFS,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,136.5,W7BYU,Roosevelt,UT,OPEN,E,,111.42,WNW,Node Offline,49,281,40.355,-109.148,146.92,146.32,136.5,Duchesne,,,UVHFS,2017-06-29,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",E-power.,,,,Off-Air,,,,458695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,136.5,W7BAR,"Vernal, Blue Mountain",UT,OPEN,EI,,111.44,WNW,ON - IDLE,49,163,40.3572,-109.147,147.1,147.7,136.5,Uintah,,""">Borderline ARC",UVHFS,2017-06-29,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.","Autopatch, e-power.","Full-time to 147.34000 (KG7DSO) at Vernal, Tabby Mountain, UT .",8,,On-Air,,,,458414,3577,,,"IRLP: No access code, bring up your node by it's node no. and bring it down with a 73.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,KE0VH,"Golden, Lookout Mountain",CO,OPEN,,Y,111.7,ESE,,08,139,39.733,-105.239,449.625,444.625,141.3,Jefferson,,,CCARC,2019-06-19,,E-power,,,141.3,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.975,-25.9,67,W0SKY,"Golden, Lookout Mountain",CO,OPEN,A,,111.81,ESE,,08,18156,39.7333,-105.237,927.975,902.0375,67,Jefferson,,,,2019-10-05,"Denver, Golden",AllStar,,,67,On-Air,,,http://www.w0sky.com,,,,,Standard AllStar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,112,ESE,,08,3739,39.7305,-105.233,145.25,144.65,,Jefferson,,Colorado D-Star,CCARC,2014-01-03,,,,,,On-Air,,,Colorado D-Star,,,,,,,,,,,,,,,yes,W0CDS (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,112,ESE,,08,2769,39.7305,-105.233,446.9625,441.9625,,Jefferson,,Colorado D-Star,CCARC,2017-03-11,,,,,,On-Air,,,Colorado D-Star,,,,,,,,,,,,,,,yes,W0CDS (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,112,ESE,,08,3751,39.7305,-105.233,1283.9625,1263.9625,,Jefferson,,Colorado D-Star,CCARC,2014-01-03,,,,,,On-Air,,,Colorado D-Star,,,,,,,,,,,,,,,yes,W0CDS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,112,ESE,,08,8222,39.7305,-105.233,1299.9,1299.9,,Jefferson,,Colorado D-Star,,2014-01-03,,,,,,On-Air,,,Colorado D-Star,,,,,,,,,,,,,,,yes,W0CDS (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,D,112.01,ESE,,08,10939,39.7307,-105.233,145.37,144.77,,Jefferson,,Rocky Mountain Ham Radio,CCARC,2018-11-25,,700,,See the website for programming information. Voice ID is required for data/GPS/text on TG 705,,On-Air,,,Rocky Mountain Ham Radio,,,,,,yes,7,310808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC,WA2YZT,"Golden, Lookout",CO,OPEN,,D,112.06,ESE,,08,3753,39.7305,-105.232,446.8375,441.8375,,Jefferson,,WA2YZT,CCARC,2017-02-23,,200,Full-time to the Colorado TRBO System .,See website for more info on CC/TS/TG programming. www.rmham.org,,On-Air,,,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,,112.42,SE,,08,8214,38.9797,-105.357,449.7,444.7,107.2,Park,Unknown,CMRG,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-0.5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,112.48,ESE,,08,10514,39.6734,-105.218,53.17,52.67,107.2,Jefferson,,N6LXX,CCARC,2019-03-25,"I-70,I-76,I-25,I-225",,Full-time to the N6LXX System .,,CSQ,On-Air,N6LXX,,,,,29883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,112.48,ESE,,08,10513,39.6734,-105.218,447.875,442.875,107.2,Jefferson,,N6LXX,CCARC,2017-03-09,"I-70,I-76,I-25,I-225",,Full-time to the N6LXX System .,,107.2,On-Air,N6LXX,,,,,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,,112.6,E,,08,14,39.9775,-105.279,146.7,146.1,100,Boulder,,Boulder Co ARC,CCARC,2013-03-17,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",6,,,,On-Air,,,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9375,-25.9,,KI0HC,"Indian Hills, Chief Mtn",CO,OPEN,,,112.69,ESE,,08,17457,39.6,-105.21,927.9375,902.025,,Jefferson,,,CCARC,2018-12-23,"Wide area,Denver,Colorado Springs, Pueblo, Loveland. I70 East of Denver to Genoa and I25 North to Loveland &amp; South to Aguilar. I76 East to Atwood",linked to Centennial Cone 927.8375 &amp; Almagre 927.7250,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,,112.82,ESE,,08,143,39.7556,-105.221,448.125,443.125,107.2,Jefferson,,Denver PD EEB,CCARC,2014-04-28,,,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,,112.82,ESE,,08,7170,39.7555,-105.221,927.7875,902.7875,156.7,Jefferson,,N0PYY,,2017-12-24,Golden and Denver.,,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,,112.82,E,,08,13,39.9783,-105.275,146.61,146.01,100,Boulder,,Boulder Amateur Radio Club,CCARC,2019-08-23,,,,,,On-Air,,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,,112.82,E,,08,10,39.978,-105.275,448.9,443.9,100,Boulder,,Boulder ARC,CCARC,2013-03-17,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",6,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,,112.82,ESE,,08,137,39.7556,-105.221,448.975,443.975,123,Jefferson,,FRG,CCARC,2019-09-06,Wide area.,Linkable VHF/UHF Remote Base,,,,On-Air,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,820,ATV,W0BTV,Boulder,CO,OPEN,,,112.85,E,,08,18534,39.97848511,-105.27445221,423,1243,ATV,Boulder,,BATVC,,2020-02-25,"Wide Area, WY border to DIA to SE Denver","dual-mode, NTSC analog &amp; DVB-T digital ATV",,,,On-Air,ATN,"ATV, Thurs, 3pm local",https://kh6htv.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,,113.25,SSW,,08,254,37.991,-107.972,449.7,444.7,107.2,San Miguel,,Grand Mesa Repeater Association ( GMRA ),CCARC,2017-12-07,Wide Area via links - Western Colorado - Eastern Utah,E-power.,Full-time to the GMRA Open System .,Closed IRLP out - Ask for a control Op,107.2,On-Air,,RACES: Wed at 19:30.,,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC,KB0VGD,"Golden, Table Mountain",CO,OPEN,,D,113.33,ESE,,08,14273,39.7846,-105.216,446.975,441.975,,Jefferson,,W0DMR,,2016-01-25,Denver Metro Area,,,,,On-Air,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",http://www.w0dmr.org/,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310. TS 2, CC 2: TG 2 - Local",yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,,113.52,ESE,,08,60,39.4703,-105.198,447.5,442.5,88.5,Jefferson,,Aurora Repeater Association,CCARC,2014-04-28,Wide area.,E-power.,,,88.5,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,S,113.69,E,,08,8186,40.015,-105.271,446.8625,441.8625,,Boulder,,Boulder County ARES,CCARC,2017-03-11,,,,,,On-Air,,,,,,,,,,,,,,,,,,yes,KC0DS (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,D,113.69,E,,08,8185,40.015,-105.271,446.8,441.8,,Boulder,,Rocky Mountain Ham Radio,CCARC,2017-03-11,Wide area.,,Full-time to the Colorado TRBO System .,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,On-Air,Rocky Mountain Ham Radio,,Rocky Mountain Ham Radio,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,S,113.69,E,,08,8221,40.015,-105.271,1299.5,1279.5,,Boulder,,Boulder County ARES,CCARC,2012-11-12,,E-power.,,,,On-Air,,,,,,,,,,,,,,,,,,yes,W0DK (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,,113.74,E,,08,21,40.015,-105.27,449.4,444.4,91.5,Boulder,,BARC,CCARC,2013-01-08,,2,,,,Off-Air,,,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,,113.74,E,ON - IDLE,08,11,40.015,-105.27,449.55,444.55,100,Boulder,,Rocky Mtn VHF Soc,CCARC,2017-03-11,Denver metro area.,8,"Full-time to 224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,On-Air,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,,113.93,E,ON - IDLE,08,119,40.3601,-105.451,146.685,146.085,123,Larimer,,Estes Valley ARC,CCARC,2017-08-05,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),E-power.,"Full-time to 449.80000 (N0FH) at Estes Park, CO .","Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,On-Air,,ARES D-10: Thu at 19:00.,,625757,7268,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,114.73,ESE,,08,105,39.7008,-105.178,53.09,51.39,107.2,Jefferson,,Denver Radio Club,CCARC,2017-03-11,Metro Denver area.,E-power.,,,,On-Air,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,136.5,W7BAR,"Vernal, Uintah County EOC",UT,OPEN,I,,115.52,WNW,,49,13408,40.1069,-109.378,449.9,444.9,136.5,Uintah,Unknown,Borderline Amateur Radio Club,,2015-07-04,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,,,7705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,,115.93,E,Node Offline,08,15,40.0571,-105.243,146.73,146.13,91.5,Boulder,,BARC,CCARC,2017-05-02,Local,12,,,91.5,Off-Air,,,http://www.ked-wireless.com/products1.htm,115482,,,DN70jb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,S,116.2,E,,08,8171,40.0372,-105.23,145.3875,144.7875,,Boulder,,Boulder County ARES,CCARC,2012-11-12,20,E-power.,,,,On-Air,,,http://bouldercountyares.org/technical/d-star,,,,,,,,,,,,,,,yes,KC0DS (C),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,S,116.2,E,,08,8220,40.0372,-105.23,1283.8625,1263.8625,,Boulder,,Boulder County ARES,CCARC,2013-12-21,20,E-power.,,,,On-Air,,,,,,,,,,,,,,,,,,yes,KC0DS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,116.5,ESE,,08,85,39.6822,-105.143,147.33,147.93,100,Jefferson,,Denver Radio Club,CCARC,2017-03-31,Metro Denver and the foothills.,E-power.,,Not recommeded to use tone squelch on this repeater.,,On-Air,,SATERN: Thu at 19:30.,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,116.5,ESE,,08,267,39.6822,-105.143,224.38,222.78,100,Jefferson,,Denver Radio Club,CCARC,2017-03-11,,,,,100,On-Air,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,CSQ,W0TX,"Lakewood, Green Mtn",CO,OPEN,,Y,116.5,ESE,,08,8215,39.6822,-105.143,449.775,444.775,,Jefferson,,Denver Radio Club,CCARC,2019-09-06,Metro Denver,Yaesu Digital Only,,"YSF digital only, no analog FM",,On-Air,,,Denver Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,,117.13,ESE,,08,80,39.5042,-105.128,146.88,146.28,100,Jefferson,,Denver Radio League,CCARC,2018-05-21,Wide Area,E-power.,,6,,On-Air,,,DRL Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,EI,Y,117.13,ESE,Node Offline,08,273,39.5042,-105.128,449.6,444.6,100,Jefferson,,Denver Radio League,CCARC,2014-03-04,,,,,,On-Air,,,DRL Repeaters,690473,3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,,117.36,ESE,,08,5805,39.7162,-105.13,447.825,442.825,D073,Jefferson,,Denver Radio Club,CCARC,2017-03-11,,,,Now operating in Narrow Band mode with Digital Code Squelch. Please reset your programing to use: 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).,D073,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,,117.67,ESE,,08,8204,39.7046,-105.123,448.75,443.75,100,Jefferson,,,CCARC,2019-08-23,Local.,E-power.,,,100,Off-Air,N0ELY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,,117.96,ESE,,08,9775,39.7505,-105.123,147.21,147.81,100,Jefferson,,Denver Water Amateur Radio Club,,2018-10-07,,,,,100,On-Air,,,http://www.dwarc.com,,3241,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
