Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,On-air,Sponsor,Coordination,Last update,Op Status,EchoLink,IRLP,Web links,Coverage,Commands,DMR Enabled,Color Code,Wide Network,Notes,Bandwidth,Grid,Links,Nets,DMR ID,IPSC Network,Features,YSF Digital Enabled,DG-ID,WIRES-X,Affiliate,Mixed-Mode,AllStar,D-STAR Enabled,Node,Sources,Feed,Talkgroup Network,Talkgroups,Worldwide,North America,English,TAC 310,DCI Bridge,Texas,COMM 1,Local/Cluster,Texas/Oklahoma Regional USA,Rocky Mountain Wide,Southern Colorado,Central Regional,Amarillo WIRES-X,TAC 311,Colorado,Colorado Chat,NORCAL 1,NORCAL 5150,Local or Reflector,UserActivated 1,UserActivated 2,CAL 1,Southwest USA,Hytera USA,Parrott,Audio Test,Eastern Colorado,P-25 Digital Enabled,NAC,Default Reflector,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Location Photo,Northern Colorado Regional,Local Network,Devilshead Local
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,164.84,NW,,08,44,38.84,-105.04,146.97,146.37,100,,El Paso,,Pikes Peak FM Assoc,CCARC,2019-08-16,On-Air,,,PPFMA Repeaters,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",,,,,,25,,"Linkable to 448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",listed on http://ppfma.org,,,e-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,164.84,NW,,08,54,38.84,-105.04,448.45,443.45,100,,El Paso,,Pikes Pk FM Assoc,CCARC,2019-03-07,On-Air,,,PPFMA Repeaters,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",,,,,,25,,"Linkable to 146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",see http://www.ppfma.org,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,,165.47,WSW,,35,183,36.5567,-105.416,444.975,449.975,123,,Taos,,N5TSV,NMFCC,2017-02-13,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.575,5,162.2,K0HAM,"Ransom, K-Link",KS,OPEN,,,165.94,E,,20,4075,38.631,-99.99,443.575,448.575,162.2,162.2,Ness,,N7JYS,Kansas Repeater Council,2019-08-02,On-Air,,,K-Link Repeater Network,Click for coverage map. 40 mi radius.,,,,,,,,"Full-time to 442.45000 (N7JYS) at Hays, K-Link, KS . Full-time to the K-Link System .",K-Link: Saturdays 21:00 local,,,,,,,K-Link Repeater Network,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,,165.95,WSW,,35,11288,36.5978,-105.445,147.14,147.74,67,,Taos,,,,2017-07-25,On-Air,,,http://www.taosarc.com/,,,,,,,,,Full-time to the Mega-Link System .,,,,11,,,,TaosARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,,WA5EMA,Tucumcari,NM,OPEN,,,166.45,SSW,,35,176,35.1717,-103.724,146.88,146.28,,,Quay,,WA5EMA,NMFCC,2017-08-25,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,,WA5EMA,Tucumcari,NM,OPEN,,,166.45,SSW,,35,178,35.1717,-103.724,224.98,223.38,,,Quay,Unknown,WA5EMA,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.75,5,,WA5EMA,Tucumcari,NM,OPEN,E,,166.45,SSW,Node Offline,35,179,35.1717,-103.724,443.75,448.75,,,Quay,,WA5EMA,NMFCC,2014-09-06,On-Air,406798,,,Local coverage in town.,,,,,EchoLink active during daytime hours.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,,167.32,NW,,08,65,38.7466,-105.178,147.015,147.615,107.2,,Teller,,Mountain ARC,CCARC,2016-11-17,On-Air,,,,,,,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO .",MARC/PCRC: Tue at 19:30.,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,167.32,NW,,08,64,38.7466,-105.178,145.46,144.86,67,,Teller,,WB0WDF,CCARC,2012-06-15,On-Air,,,,,,,,,,,,,,,,"E-power, 100% Solar",,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,167.32,NW,,08,7203,38.7466,-105.178,224.94,223.34,67,,Teller,,,CCARC,2012-06-18,Testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,,167.32,NW,,08,67,38.7466,-105.178,1287.7,1267.7,67,,Teller,,WB0WDF,CCARC,2012-06-18,Testing,,,,,,,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,,167.33,NW,,08,66,38.7467,-105.178,447.4,442.4,67,,Teller,,WB0WDF,CCARC,2012-06-15,On-Air,,,,,,,,,,,,,,,,"E-power, Solar, Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,,167.38,WSW,,35,137,36.693,-105.514,145.39,144.79,100,,Taos,,Taos ARC,NMFCC,2017-09-01,On-Air,,,Taos Amateur Radio Club,Wide area.,,,,,,,,,,,,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.11,-0.6,88.5,KA5KQH,Miami,TX,OPEN,,,168.16,SE,,48,217,35.6295,-100.547,145.11,144.51,88.5,,Roberts,Unknown,,TVHFS,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,,168.19,WNW,,08,33,38.5386,-105.349,449,444,67,67,Fremont,,WB0WDF,CCARC,2012-06-14,On-Air,,,Mega Link,,,,,,North of the Royal Gorge Bridge.,,,Full-time to the Mega-Link System .,,,,"E-power (Solar, Wind)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tucumcari, Tucumcari Mountain",NM,OPEN,,,168.36,SSW,,35,177,35.1342,-103.699,147.22,147.82,100,,Quay,,Mega-Link Rptr System,NMFCC,2018-01-07,On-Air,,,,Wide area.,,,,,,,,Full-time to the Mega-Link System .,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,,168.94,NW,,08,183,39.0917,-104.872,447.725,442.725,100,100,El Paso,,K0NR,CCARC,2016-12-10,On-Air,,,http://www.k0nr.com/wordpress/k0nr-repeater/,Local.,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.81,-1.7,131.8,W5HFZ,Buffalo,OK,OPEN,,,169.07,SE,,40,4351,36.8356,-99.6304,52.81,51.11,131.8,,Harper,Unknown,Great Bison Amateur Radio Group (GBARG),ORSI,2009-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.075,5,131.8,W5HFZ,Buffalo,OK,OPEN,,,169.18,SE,,40,4354,36.8406,-99.6268,442.075,447.075,131.8,,Harper,Unknown,GBARG,ORSI,2010-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,131.8,W5HFZ,Buffalo,OK,OPEN,,,169.19,SE,,40,4352,36.83,-99.63,145.13,144.53,131.8,,Harper,Unknown,GBARG,ORSI,2009-05-31,,,,,,,,,,,,,,,,,WX.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,203.5,W5GPR,Buffalo,OK,OPEN,,,170.34,SE,,40,4353,36.7774,-99.6263,147.12,147.72,203.5,,Harper,Unknown,GPARC,ORSI,,,,,,30,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.65,5,88.5,N5LTZ,Canyon,TX,OPEN,,,170.46,SSE,,48,1301,35.0001,-101.951,443.65,448.65,88.5,,Randall,,,TVHFS,2017-01-09,On-Air,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,,171.23,NW,,08,9503,38.9878,-105.044,449.325,444.325,103.5,103.5,Teller,,KA4EPS,CCARC,2019-04-01,On-Air,,,http://www.ka4eps.com,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Melbourne, Florida can be expected.",,,,,Node # 27976,,,,Sunday 1900 MST Tuesday 1900 MST,,,E-power. Allstar Node 27976,,,,Amateur Radio Motorcycle Club,,27976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,,172,NW,,08,249,38.9939,-105.056,145.415,144.815,179.9,,Teller,Unknown,MARC,CCARC,2012-11-12,,,,,,,,,,,,,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,,172,NW,,08,252,38.9939,-105.056,449.025,444.025,141.3,,Teller,Unknown,Mountain Amateur Radio Club (MARC),CCARC,2012-11-10,,,,,,,,,,,,,,,,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,,172,NW,,08,250,38.9939,-105.056,146.82,146.22,107.2,,Teller,,Mountain ARC,CCARC,2016-11-17,On-Air,,,,,,,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",MARC/PCRC: Tue at 19:30.,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,,172,NW,,08,251,38.9939,-105.056,448.65,443.65,107.2,,Teller,,Mountain ARC (MARC),CCARC,2016-11-17,On-Air,,,,,,,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO .",MARC/PCRC: Tue at 19:30.,,,E-power.,,,,MARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,,172.03,NW,,08,3750,38.9938,-105.057,927.9,902.9,D205,D205,Teller,,MARC,CCARC,2012-11-10,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,,172.04,NW,,08,8193,38.9939,-105.057,447.675,442.675,179.9,179.9,Teller,,Mountain Amateur Radio Club (MARC),CCARC,2014-05-22,On-Air,,,,,,,,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,,173.18,NW,ON - IDLE,08,8740,39.136,-104.927,145.19,144.59,131.8,131.8,Douglas,,N0OBA Owner,,2018-10-25,On-Air,10079,,,Wide area coverage at 8300,,,,,,,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,NM5ML,"Conchas Dam, Mesa Rica",NM,OPEN,,,174.98,SSW,,35,64,35.2328,-104.223,147.36,147.96,100,,San Miguel,,,NMFCC,2018-01-07,On-Air,,,,Wide area.,,,,,,,,Full-time to the Mega-Link System .,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,S,176.83,NW,,08,11473,39.3935,-104.675,446.85,441.85,,,Douglas,,Parker Radio Association,CCARC,2018-03-18,On-Air,,,http://parkerradio.org,,,,,,,,,,,,,D-Star B module,,,,,,,yes,K0PRA (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,,179.22,NW,,08,15903,39.1749,-105.034,449.975,444.975,100,100,Douglas,,K0JSC,CCARC,2017-04-21,On-Air,,,The Fun Machine,,,,,,"Can be linked to Allstar, Echolink and others by a Sysop",,,Full-time to the The Fun Machine System .,,,,Simulcast and Voted with Cedarwood and Methodist.,,,,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,,179.25,NW,ON - IDLE,08,83,39.1755,-105.034,147.225,147.825,107.2,107.2,Douglas,,Colorado Repeater Association (CRA),CCARC,2017-11-13,On-Air,347086,3990,Colorado Repeater Association,Wide area,,,,,,,,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .","CRA Net, Sunday 9AM",,,Closed autopatch,,,,CRA VHF Link System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,,179.25,NW,,08,16547,39.1755,-105.034,448.425,443.425,107.2,107.2,Douglas,,Colorado Repeater Association (CRA),,2017-11-14,On-Air,,,http://www.w0cra.org,Wide area,,,,,,,,"Full-time to 147.10500 (WA0DE) at Simla, CO .",,,,,,,,ARESDEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC,K0PRA,Parker,CO,OPEN,,D,180.74,NW,,08,17292,39.4491,-104.703,445.075,440.075,,,Douglas,,Parker Radio Association,CCARC,2018-09-10,On-Air,,,http://www.parkerradio.org,,,yes,1,,Mixed Mode,,,,Mondays 20:30 MST,310844,,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7375,-25.8,100,KI0HC,Parker,CO,OPEN,,,181.27,NW,,08,14732,39.5391,-104.569,927.8375,902.025,,,Douglas,,,CCARC,2018-02-21,On-Air,,,,This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,,,,,Offset is -25.8125 In Nac 294 Out Nac 293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,294,yes,,,,,,,,
446.875,-5,CC,N0SZ,Westcreek,CO,OPEN,,D,183.44,NW,,08,15900,39.1525,-105.164,446.875,441.875,,,Douglas,,W0VG,CCARC,2018-01-27,On-Air,,,http://www.rmham.org,,,yes,6,,,,,Full-time to the Colorado TRBO System .,,310846,,,,,,RMHAM,,,,,,,RMHAM,"Open Talkgroup View Assignment TS TG Access Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,2,,
146.73,-0.6,203.5,W5GPR,"Woodward, airport",OK,OPEN,,,183.87,SE,,40,4578,36.4345,-99.5161,146.73,146.13,203.5,,Woodward,Unknown,Great Plains Amateur Radio Club (GPARC),ORSI,2010-09-11,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,,184.32,NW,,08,8214,38.9797,-105.357,449.7,444.7,107.2,,Park,Unknown,CMRG,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,,186.29,WSW,ON - IDLE,35,172,36.2469,-105.654,147.12,147.72,67,,Taos,,Taos Amateur Radio Club,NMFCC,2017-02-24,On-Air,828279,,http://taosarc.org/,Wide area.,,,,,,,,,,,,E-power.,,,,ARRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,,186.32,WSW,,35,15612,36.2462,-105.654,449.875,444.875,123,,Taos,,Taos ARC,NMFCC,2018-05-21,Off-Air,,,,,,,,,,,,,,,,"Linked to 147.34, E-Power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,,186.34,WSW,,35,15606,36.247,-105.655,51.5,51.5,100,,Taos,,Taos ARC,,2017-08-27,On-Air,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,,186.34,WSW,,35,15605,36.247,-105.655,224.4,222.8,225.7,,Taos,,Taos ARC,NMFCC,2017-07-06,On-Air,,,http://taosarc.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9,-5,,K0PRA,Parker,CO,OPEN,W,Y,186.42,NW,,08,18248,39.51860046,-104.76100159,446.9,441.9,,,Arapahoe,,Parker Radio Association,,2019-11-03,On-Air,,,https://www.parkerradio.org,Small coverage area in Parker,,,,,,,,,Monday nights 8pm mountain,,,Linked to the Colorado Mega digital system,yes,Open ↑ / Open ↓,40895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.05,-5,CC,N0KEG,Parker,CO,OPEN,,D,186.42,NW,,08,17696,39.5186,-104.761,448.05,443.05,,,Douglas,Unknown,,,2019-03-20,,,,,,,yes,1,BrandMeister,,,,,,310374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brandmeister,
446.925,-5,CC,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,D,186.57,NW,,08,7193,39.2648,-105.114,446.925,441.925,,,Douglas,,,CCARC,2018-12-23,On-Air,,,Rocky Mountain Ham Radio,,,yes,8,,See the website for programming info.,,,Full-time to the Colorado TRBO System .,,310817,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Southern Colorado 1 719 Devilshead Local 2 711 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,,186.57,NW,,08,8190,39.2648,-105.114,447.525,442.525,146.2,146.2,Douglas,,EmComm Colorado,CCARC,2015-06-17,On-Air,,,,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",,,,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,,,,,,,,,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.275,5,127.3,KE5NCA,Clarendon,TX,OPEN,,,187.5,SSE,,48,8917,35.0764,-100.893,444.275,449.275,127.3,,Donley,,,,2013-04-29,On-Air,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,,187.69,NW,,08,8189,39.4942,-104.836,447.525,442.525,203.5,146.2,Douglas,,EmComm Colorado,CCARC,2017-03-11,On-Air,,,,"Denver metropolitan area, front range foothills",,,,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,,,,,,,,,,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.425,5,,N5LTZ,Black,TX,CLOSED,,,188.34,S,,48,1512,34.6826,-102.609,444.425,449.425,,,Parmer,Unknown,,TVHFS,2018-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,,189.64,NW,,08,274,39.558,-104.794,448.7,443.7,146.2,,Douglas,,,,2018-09-07,On-Air,,,,Local North Parker only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,88.5,N5LTZ,Wayside,TX,OPEN,,,190.29,SSE,,48,1549,34.7928,-101.547,444.575,449.575,88.5,,Armstrong,,,TVHFS,2013-04-13,On-Air,,,Caprock Intertie,,,,,,,,,,,,,Linked,,,,Caprock Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.2,5,88.5,N5DFQ,Woodward,OK,OPEN,,,190.37,SE,,40,4579,36.4336,-99.3904,442.2,447.2,88.5,,Woodward,,DBARC,ORSI,2016-11-02,Off-Air,,,,,,,,,,,,,,,,"Linked, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.05,5,103.5,W5ALZ,Woodward,OK,OPEN,,,190.38,SE,,40,4356,36.434,-99.39,442.05,447.05,103.5,,Woodward,,GBARG,ORSI,2016-11-19,On-Air,,,http://kanoklaintertiesystem.org/,,,,,,,,,Full-time to the Kan-Okla Intertie System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,,190.55,NW,,08,5,39.6073,-104.741,145.4,144.8,100,,Arapahoe,,Castle Rock Repeater Group,CCARC,2019-03-09,On-Air,,,,Greater Denver area.,,,,,,,,"Full-time to 448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,,191.3,W,,35,175,36.8597,-106.018,147.22,147.82,100,,Rio Arriba,,New Mexico Mega Link Assoc,NMFCC,2017-01-23,On-Air,,,,Wide area.,,,,,,,,Full-time to the Mega-Link System .,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,,191.35,W,,35,19,36.8594,-106.019,146.76,146.16,67,,Rio Arriba,,Taos ARC,,2016-04-30,On-Air,,,,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.45,-0.6,,KB5WEZ,Las Vegas,NM,OPEN,,,191.6,SW,,35,113,35.5939,-105.223,145.45,144.85,,,San Miguel,,KB5WEZ,NMFCC,2017-08-22,Off-Air,,,,Wide area.,,,,,,,,,,,,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,,192.23,NW,ON - IDLE,08,8741,39.628,-104.758,145.19,144.59,151.4,131.8,Arapahoe,,N0OBA,,2018-02-01,On-Air,10079,,,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",,,,,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott",,,,"""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,,Autopatch (please contact trustee).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,,192.29,WSW,,35,174,36.6469,-105.967,146.76,146.16,67,,Taos,,Taos ARC,,2016-08-20,On-Air,,,,"Wide area: Most of Taos County, Eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,,192.29,WSW,,35,15616,36.647,-105.967,145.175,144.575,141.3,,Taos,,NMEMA ARC,NMFCC,2017-01-16,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
