Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,WIRES-X,County,Op Status,Coverage,Sponsor,Affiliate,Features,Nets,Web links,Last update,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,On-air,Coordination,Uplink Tone,Downlink Tone,YSF Digital Enabled,DG-ID,Links,Grid,IRLP,EchoLink,AllStar,Commands,Notes,Local Network,Feed,Mixed-Mode,Analog Bandwidth,P-25 Digital Enabled,NAC,Default Reflector,Talkgroups,Southern Colorado,Devilshead Local,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Talkgroup Network,Rocky Mountain Wide,Central Regional,Northern Colorado Regional,NXDN Enabled,RAN,NXDN Bandwidth,Bandwidth,Eastern Colorado,Worldwide,North America,WW English FT,TAC 310,Local/Cluster,N. Colorado,TAC 311,Colorado,Colorado Chat,DCI Bridge,Mountain Reg USA,Worldwide English FT,Location Photo,Wyoming,WyLOCAL
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,70.96,NNW,,08,3660,40.61700058,-105.32700348,224.84,223.24,,Larimer,On-Air,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY",Northern Colorado ARC,,"E-power, 25 watts.",,,2019-08-23,,,,,,,,,,,100,100,,,"Full-time to 447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,D,71.68,NE,,08,10783,40.25030136,-103.80000305,448.2,443.2,,Morgan,On-Air,,,NEAHR,Mixed Mode,,Rocky Mountain Ham Radio,2019-11-27,,,,1,7,310812,RMHR c Record retrieved from radioid.net,,,CCARC,,,,,Full-time to the Colorado TRBO System .,,,,,,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Northern Colorado Regional 2 721 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,,73.13,WSW,,08,172,39.28139877,-106.18599701,145.445,144.845,,Lake,On-Air,,Colorado Connection,,E-power (solar).,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,2019-08-16,,,,,,,,,,CCARC,88.5,,,,Full-time to the Colorado Connection System .,,,,,,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,D,73.33,WSW,,08,16783,39.26530075,-106.18199921,445.05,440.05,,Lake,On-Air,,K2AD,Rocky Mountain Ham Radio,,,http://www.rmham.org/,2019-11-27,,,,1,7,310852,RMHR c Record retrieved from radioid.net,,,CCARC,,,,,,DM69VG,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",2,,,,,,,RMHAM,,2,2,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,,73.48,N,,08,8251,40.70389938,-105.00900269,448.325,443.325,,Larimer,On-Air,,,,,,,2012-11-16,,,,,,,,,,CCARC,110.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,,76.34,SW,,08,9840,38.88330078,-105.93299866,448.575,443.575,,Park,On-Air,Western Park County,,,,,,2017-11-22,,,,,,,,,,CCARC,103.5,103.5,,,"Full-time internet linked to 146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",DM78AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,,77.64,W,,08,256,39.60609818,-106.35600281,146.61,146.01,,Eagle,On-Air,,ECHO,,11,,,2012-11-10,,,,,,,,,,CCARC,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,,78.53,W,,08,242,39.64030075,-106.37400055,224.8,223.2,,Eagle,On-Air,,ECHO,,,,,2018-06-02,,,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,,78.53,W,,08,243,39.64030075,-106.37400055,449.9,444.9,,Eagle,On-Air,,ECHO,,,,,,,,,,,,,,,CCARC,107.2,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,,79.23,WSW,,08,10827,39.25080109,-106.29299927,147.24,147.84,,Lake,On-Air,,,,,,,2019-07-23,,,,,,,,,,CCARC,156.7,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,A,,79.56,SE,,08,128,39.26879883,-103.48799896,147.06,147.66,,Lincoln,On-Air,"I-70, US-71, US-287, US-40, US-24",BSARC,,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",Big Sandy Net: Tues 19:00,http://www.bigsandyradio.com/,2019-07-21,,,,,,,,,,CCARC,103.5,,,,,DM89GG,,,42740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,,80.11,SSW,,08,33,38.53860092,-105.34899902,449,444,,Fremont,On-Air,,WB0WDF,,"E-power (Solar, Wind)",,Mega Link,2012-06-14,,,,,,,,,,CCARC,67,67,,,Full-time to the Mega-Link System .,DM78HM,,,,,North of the Royal Gorge Bridge.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC,N0SZ,Vail,CO,OPEN,,D,82.42,W,,08,16781,39.63479996,-106.4469986,445.075,440.075,,Eagle,On-Air,,K2AD,Rocky Mountain Ham Radio,,,http://www.rmham.org/,2019-11-27,,,,1,7,310851,RMHR c Record retrieved from radioid.net,,,CCARC,,,,,,DM69SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,,82.95,W,,08,241,39.65539932,-106.45700073,147.345,147.945,,Eagle,On-Air,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass. Map,Colorado Connection,,9,Central Colorado Traffic Net: Daily at 19:3030 Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES net: Sun at 20:00.,,2017-01-06,,,,,,,,,,CCARC,88.5,123,,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,,84.08,WNW,,08,166,40.05889893,-106.38800049,147.075,147.675,,Grand,On-Air,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70. Map,Colorado Connection,,,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,2016-05-23,,,,,,,,,,CCARC,88.5,123,,,Full-time to the Colorado Connection System .,,,,,,Part of the Colorado Connection system of Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,,84.28,SE,,08,7395,38.85200119,-103.69999695,449.9,444.9,,Lincoln,On-Air,,,BSAR,,,,2012-07-20,,,,,,,,,,CCARC,107.2,,,,,DM88DU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,,84.82,SSW,,08,278,38.45389938,-105.28600311,927.7,902.7,,Fremont,On-Air,,Royal Gorge ARC,,,,,2017-03-11,,,,,,,,,,CCARC,D114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,D,84.85,SSW,,08,7184,38.45420074,-105.29000092,446.7375,441.7375,,Fremont,On-Air,Fremont county and state wide on Talk Slot 2. 40 mi radius. Repeater Coverage Map,,Rocky Mountain Ham Radio,IPSC Link to the Colorado network on Talk Slot 2.,,http://www.k0jsc.com,2019-11-27,,,,1,7,310815,RMHR c Record retrieved from radioid.net,,,CCARC,,,,,Full-time to the Colorado TRBO System .,DM78ii,,,,,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,,84.85,SSW,ON - IDLE,08,8879,38.45420074,-105.29000092,447.25,442.25,,Fremont,On-Air,Wide from Custer County to Park County and Chaffee County to Pueblo County. Repeater Coverage Map,,,,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,K0JSC dot Com,2013-01-27,,,,,,,,,,CCARC,100,100,,,Full-time to the The Fun Machine System .,DM78ik,7301,363976,28368,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,,84.85,SSW,,08,29,38.45420074,-105.29000092,53.03,51.33,,Fremont,On-Air,,WB0WDF,RGARC,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",,Http://www.qsl.net/rghc,2012-07-10,,,,,,,,,,CCARC,88.5,88.5,,,,DM78IK,,,,,Split site Fremont peak transmitter and 8 mile mountain reciever.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,84.85,SSW,,08,30,38.45420074,-105.29000092,145.49,144.89,,Fremont,On-Air,,Royal Gorge Amateur Radio Club,Colorado ARES Region 5 District 1,E-power (Bat),RGARC Net: Wed at 19:00. ARES Net: Wed at 19:30.,Royal Gorge Amateur Radio Club,2017-03-11,,,,,,,,,,CCARC,103.5,103.5,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,84.85,SSW,,08,31,38.45420074,-105.29000092,223.96,222.36,,Fremont,On-Air,Wide area. Repeater Coverage Map,RGARC,,"E-power (Bat), Remote Base",,,2017-10-04,,,,,,,,,,CCARC,103.5,103.5,,,,DM78IK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,,84.85,SSW,,08,32,38.45420074,-105.29000092,447.75,442.75,,Fremont,On-Air,,RGARC,,E-power (Bat),,Royal Gorge Amateur Radio Club,2017-03-11,,,,,,,,,,CCARC,103.5,103.5,,,,,3081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,,85.76,SSW,ON - IDLE,08,7185,38.43009949,-105.23200226,447.975,442.975,,Fremont,On-Air,Canon City area. Repeater Coverage Map,K0JSC,,Autopatch.,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,http://www.k0jsc.com,2017-03-11,,,,,,,,,,CCARC,100,100,,,Full-time to the The Fun Machine System .,,7301,363976,28368,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,Y,86.03,SE,,08,17059,39.05419922,-103.48000336,447,442,30534,Lincoln,On-Air,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",Delbert Noakes (KC0VJD),,APRS repeater &amp; I-Gate / Weather station,,,2020-01-26,,,,,,,,,,CCARC,,,1,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,,88.41,SSE,,08,195,38.39250183,-104.55500031,224.26,222.66,,Pueblo,On-Air,Wide area.,Pueblo Ham Club,,E-power.,,PHC repeaters,2013-05-07,,,,,,,,,,CCARC,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,CC,W1VAN,"Red Feather Lakes, Red Feather Lakes",CO,OPEN,,D,88.91,NNW,Static Talkgroups: 3171 - N. Colorado - Slot 2 31083 - CO Severe WX - Slot 1,08,17821,40.80759811,-105.61699677,447.6,442.6,,Larimer,On-Air,Covers Red Feather Lakes Area,W1VAN,W0DMR,Brandmeister Network,,http://www.w0dmr.org,2019-11-27,,,,1,2,310869,brandmeister c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,W0PHC,"Pueblo, Baculite Mesa",CO,OPEN,,,90.39,SSE,,08,193,38.36240005,-104.55999756,146.79,146.19,,Pueblo,On-Air,Wide area.,Pueblo Amateur Radio Club,,E-power.,,Pueblo Amateur Radio Club,2019-12-10,,,,,,,,,,CCARC,88.5,,,,,DM78ri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,CC 88.5,W0PHC,"Pueblo, 12 Mile",CO,OPEN,,D,90.39,SSE,,08,198,38.36240005,-104.55999756,447.95,442.95,,Pueblo,On-Air,Wide area.,Pueblo Amateur Radio Club,,E-power.,,Pueblo Amateur Radio Club,2019-12-10,,,,1,0,,c Record retrieved from radioid.net,,,CCARC,88.5,,,,,DM78ri,,,,,Dual Mode Analog/DMR,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,123,NA0PW,"Pueblo West, Liberty Point",CO,OPEN,,,92.13,S,,08,18346,38.31610107,-104.7419967,447.45,442.45,,Pueblo,On-Air,,PWARC,,,Tuesday 7: pm,http://www.pwarc.com/,2020-06-06,,,,,,,,,,,123,123,,,,DM78PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,,93.07,S,ON - IDLE,08,7994,38.3030014,-104.73400116,448.975,443.975,,Pueblo,On-Air,,,,,,http://www.k0jsc.com,2017-03-11,,,,,,,,,,CCARC,100,100,,,Full-time to the The Fun Machine System .,,7301,363976,28368,,Off air. Will return to service,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,,93.58,S,,08,8173,38.30690002,-104.62000275,147,147.6,,Pueblo,On-Air,,Carl Higbee,,,,,2014-02-26,,,,,,,,,,CCARC,,,,,,DM78QH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,,94.88,SW,,08,184,38.71289825,-106.19999695,146.745,146.145,,Chaffee,On-Air,,CLARA,,E-power.,,,2019-07-21,,,,,,,,,,CCARC,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,N7JJY,"Cheyenne, Chalk Bluffs",WY,OPEN,,Y,95.78,N,,56,34,41.02740097,-104.78399658,449.3,444.3,,Laramie,On-Air,"Laramie county wy, Northern Weld and Larimer County, CO",WU7G,,,,,2019-06-02,,,,,,,,,,WRCG,,,1,Open ↑ / Open ↓,,DN71OA,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,
448.175,-5,CC,W0FT,Akron,CO,OPEN,,D,96.14,E,,08,16784,40.16049957,-103.21399689,448.175,443.175,,Morgan,On-Air,,W0FT,Rocky Mountain Ham Radio,,,http://www.rmham.org/,2019-11-27,,,,1,7,310833,RMHAM c Record retrieved from radioid.net,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,88.5,KB0VJJ,Akron,CO,OPEN,,,96.14,E,,08,2,40.16059875,-103.21399689,145.4,144.8,,Washington,On-Air,Northeastern plains of Colorado.,Colorado Connection,,,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,2018-11-02,,,,,,,,,,CCARC,88.5,123,,,Full-time to the Colorado Connection System .,,,,,,Part of the Colorado Connection system of repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,S,96.75,SW,,08,9844,38.53469849,-105.99900055,446.975,441.975,,Chaffee,On-Air,,Crestone Amateur Radio Emergency Services,Crestone Amateur Radio Emergency Services,,,KD0QPG,2013-07-06,1,KD0QPG (B) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,D,96.75,SW,,08,12697,38.53469849,-105.99900055,446.8125,441.8125,,Chaffee,On-Air,,RMHAM,,,,,2019-11-27,,,,1,7,310825,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,W0PHC,Pueblo,CO,OPEN,,,97,S,,08,191,38.2521019,-104.66200256,145.115,144.515,,Pueblo,On-Air,,Pueblo Amateur Radio Club,,E-power.,,http://www.puebloradio.org/,2019-12-10,,,,,,,,,,CCARC,88.5,,,,,DM78qg,,,,,,,,Yes; analog capable.,6.25,,,,,,,,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,
145.28,-0.6,100,WB0SLW,Pueblo,CO,OPEN,,,97.25,S,,08,18707,38.2544472,-104.6091409,145.28,144.68,,Pueblo,On-Air,,Steve Worley,,,,,2020-04-26,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,,97.26,S,,08,192,38.25439835,-104.60900116,146.655,146.055,,Pueblo,On-Air,,K0ST,,,,,2013-05-07,,,,,,,,,,CCARC,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,D,97.26,S,,08,8530,38.25439835,-104.60900116,447.7,442.7,,Pueblo,On-Air,,,,,,,2019-11-27,,,,1,1,310805,KFKR- c Record retrieved from radioid.net,,,CCARC,210.7,210.7,,,,,7389,,29228,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,,97.26,S,,08,189,38.25439835,-104.60900116,449.725,444.725,,El Paso,On-Air,,N0PWZ,,,,,2012-11-10,,,,,,,,,,CCARC,100,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9375,-5,CC,K7PFJ,"Cheyenne, South",WY,OPEN,,D,97.85,N,,56,15672,41.06000137,-104.87999725,449.9375,444.9375,,Laramie,On-Air,,,,,,https://www.rmham.org/wordpress/,2020-03-22,,,,1,7,315603,RMHR c Record retrieved from radioid.net,,,WRCG,,,,,Full-time to the Rocky Mountain Ham System .,DN71NB,,,,,,RMHAM,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Northern Colorado Regional 2 721 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC,K0JSC,Pueblo,CO,OPEN,,D,98.86,S,,08,10785,38.23070145,-104.61100006,446.9875,441.9875,,Pueblo,On-Air,,,RMHAM,,,Rocky Mountain Ham Radio,2019-11-27,,,,1,6,310821,RMHR c Record retrieved from radioid.net,,,CCARC,,,,,Full-time to the Colorado TRBO System .,DM78QF,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,,98.87,S,,08,3747,38.23059845,-104.61100006,147.24,147.84,,Pueblo,On-Air,Pueblo and Fremont Counties,TARA,,,,,2012-06-13,,,,,,,,,,CCARC,103.5,,,,,DM78QF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,,98.87,S,,08,9527,38.23049927,-104.61100006,447.275,442.275,,Pueblo,On-Air,,,The Fun Machine,,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00.,The Fun Machine,2017-01-06,,,,,,,,,,CCARC,100,100,,,Full-time to the The Fun Machine System .,DM78QF,,,,,"Moved to Pueblo. Now called ""Pueblo Metro""",,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CC 88.5,W0PHC,"Pueblo, 12 Mile Hill",CO,OPEN,,D,99.82,S,,08,194,38.20700073,-104.70700073,146.88,146.28,,Pueblo,On-Air,Wide area.,Pueblo Amateur Radio Club,,E-power.,,http://www.puebloradio.org/,2019-12-10,,,,1,0,,c Record retrieved from radioid.net,,,CCARC,88.5,,,,,DM78pe,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,,101.31,SW,,08,204,38.45959854,-106.01100159,147.285,147.885,,Chaffee,On-Air,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",Colorado Connection,,11,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES Net: Sun at 20:00.,,2016-05-23,,,,,,,,,,CCARC,88.5,123,,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,101.31,SW,,08,203,38.45959854,-106.01100159,145.295,144.695,,Chaffee,On-Air,Wide area.,Cheyenne Mtn Repeater Group,,,,CMRG Repeaters,2019-08-15,,,,,,,,,,CCARC,107.2,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,101.91,SW,,08,205,38.45280075,-106.01799774,449.65,444.65,,Chaffee,On-Air,Wide area.,,,E-power.,,CMRG Repeaters,2018-01-15,,,,,,,,,,CCARC,107.2,,,,,DM68XK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,,101.91,SW,,08,3811,38.45280075,-106.01799774,449.925,444.925,,Chaffee,On-Air,"Upper Arkansas and Platte Rivers, and the SLV",,Colorado ARES,E-power (Bat),,,2013-07-05,,,,,,,,,,CCARC,103.5,103.5,,,,,,,,,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8625,-25.8,,WA6IFI,"Salida, Methodist Mountain",CO,OPEN,,,102,SW,,08,18425,38.44670105,-106.01000214,927.8625,902.025,,Chaffee,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",CMRG,,,,,2020-01-01,,,,,,,,,,CCARC,,,,,Full-time to the The 900 P25 Network System .,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,,102.05,SW,ON - IDLE,08,13510,38.44630051,-106.01100159,449.975,444.975,,Chaffee,On-Air,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,,,2,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,K0JSC.COM,2017-03-11,,,,,,,,,,CCARC,100,100,,,Full-time to the The Fun Machine System .,DM68xk,7301,363976,28368,,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
