Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,WIRES-X,County,Op Status,Coverage,Sponsor,Affiliate,Features,Nets,Web links,Last update,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,On-air,Coordination,Uplink Tone,Downlink Tone,YSF Digital Enabled,DG-ID,Links,Grid,IRLP,EchoLink,AllStar,Commands,Notes,Local Network,Feed,Mixed-Mode,Analog Bandwidth,P-25 Digital Enabled,NAC,Default Reflector,Talkgroups,Southern Colorado,Devilshead Local,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Talkgroup Network,Rocky Mountain Wide,Central Regional,Northern Colorado Regional,NXDN Enabled,RAN,NXDN Bandwidth,Bandwidth,Eastern Colorado,Worldwide,North America,WW English FT,TAC 310,Local/Cluster,N. Colorado,TAC 311,Colorado,Colorado Chat,DCI Bridge,Mountain Reg USA,Worldwide English FT,Location Photo,Wyoming,WyLOCAL
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,,24.69,WNW,,08,86,39.77719879,-105.32900238,224,222.4,,Jefferson,On-Air,,Rocky Mountain Radio League,,8,,Repeater,2017-03-11,,,,,,,,,,CCARC,103.5,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,,24.69,WNW,,08,133,39.77719879,-105.32900238,147.15,147.75,,Jefferson,On-Air,"Denver metro, central front range",Aurora Repeater Assoc (ARA),,e-power,ARA: Wed at 20:00.,ARA Repeaters,2016-01-17,,,,,,,,,,CCARC,100,100,,,"Linkable to 224.74000 (N0POH) at Golden, Guy Hill, CO .",DM79IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,,25.58,WNW,,08,112,39.75249863,-105.35800171,448.625,443.625,,Jefferson,On-Air,Denver metro area.,Denver Radio Club,,E-power.,DRC: Sun at 20:30.,DRC Repeaters,2017-03-11,,,,,,,,,,CCARC,100,100,,,"Full-time to 145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",DM79HS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,,25.63,WNW,,08,82,39.75249863,-105.35900116,146.985,146.385,,Denver,On-Air,,El Jebel RADOPS,,E-power.,RADOPS: Sun at 19:00.,,2016-09-05,,,,,,,,,,CCARC,100,100,,,,,3346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,25.63,WNW,,08,138,39.75249863,-105.35900116,449.525,444.525,,Jefferson,On-Air,,KE0SJ,,E-power.,,Intermountain Repeater Group,2015-05-23,,,,,,,,,,CCARC,CSQ,,,,"Full-time to 145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",DM79HS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,25.63,WNW,,08,140,39.75249863,-105.35900116,145.28,144.68,,Jefferson,On-Air,Wide area.,,,"Closed autopatch, e-power, linked.",Sun at 19:30. Everyone welcome.,Intermountain Repeater Group,2015-05-22,,,,,,,,,,CCARC,100,,,,"Full-time to 449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",DM79HS,,,,,"PL is usually off, allowing use by older transceivers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,N0PUF,"Golden, Centennial Cone",CO,OPEN,,,25.63,WNW,,08,77,39.75249863,-105.35900116,146.64,146.04,,Jefferson,On-Air,Wide area. Repeater Coverage Map,Denver Radio League,,E-power.,,DRL Repeaters,2020-03-13,,,,,,,,,,CCARC,100,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,,25.82,WSW,,08,59,39.51480103,-105.35299683,147.12,147.72,,Jefferson,On-Air,Denver metro and east.,Aurora Repeater Association,,E-power.,,http://www.n0ara.org,2016-01-17,,,,,,,,,,CCARC,88.5,88.5,,,,DM79HM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC,W0TX,"Denver, Centennial Cone",CO,OPEN,,D,26.26,WNW,,08,7165,39.76570129,-105.36599731,446.7875,441.7875,,Jefferson,On-Air,,Denver Radio Club,Brandmeister Network,,,http://www.w0tx.org/,2019-11-27,,,,1,1,310804,DMR-MARC c Record retrieved from radioid.net,,,CCARC,,,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf. TG's are PTT enabled and will timeout after 15 minutes of inactivity. Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,,,26.27,WNW,,08,9702,39.76580048,-105.36599731,927.8375,902.025,,Jefferson,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,,,,,2020-01-01,,,,,,,,,,CCARC,D205,100,,,Full-time to the The 900 P25 Network System .,DM79HS,,,,,,,,Yes; analog capable.,,1,293,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,,26.9,NNE,,08,9771,40.00719833,-104.71600342,447.625,442.625,,Adams,On-Air,Local/North Metro,Intermountain Repeater Group,,,,Intermountain Repeater Group,2015-05-23,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,,27.14,NNE,Node Offline,08,8739,40.02759933,-104.78900146,447.3,442.3,,Weld,On-Air,,,,,,,2013-01-07,,,,,,,,,,CCARC,107.2,,,,,,3887,405804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,D,28.62,SSW,,08,7193,39.26480103,-105.11399841,446.925,441.925,,Douglas,On-Air,,,,,,Rocky Mountain Ham Radio,2019-11-27,,,,1,8,310817,RMHR c Record retrieved from radioid.net,,,CCARC,,,,,Full-time to the Colorado TRBO System .,DM79KG,,,,,See the website for programming info.,,,,,,,,"Open Talkgroup View Assignment TS TG Access Southern Colorado 1 719 Devilshead Local 2 711 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,,28.62,SSW,,08,8190,39.26480103,-105.11399841,447.525,442.525,,Douglas,On-Air,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",EmComm Colorado,Colorado ARES,,,,2015-06-17,,,,,,,,,,CCARC,146.2,146.2,,,,DM79KG,,,,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,,29.28,W,,08,9580,39.71889877,-105.44000244,447.85,442.85,,Clear Creek,On-Air,Wide area at 9500',AC0KQ,Rocky Mountain Ham Radio,AllStar node repeater providing wide area coverage along the Front Range,,,2019-08-23,,,,,,,,,,CCARC,141.3,141.3,,,,,,,29571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,K0EB,Hudson,CO,OPEN,EI,,29.34,NNE,Node Offline,08,8216,40.02019882,-104.64199829,449.925,444.925,,Weld,On-Air,,K0EB,K0UPS Club,,,,2018-12-01,,,,,,,,,,CCARC,114.8,114.8,,,,DN70,8035,448035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,,30.55,NW,,08,10,39.97800064,-105.27500153,448.9,443.9,,Boulder,On-Air,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",Boulder ARC,,6,,,2013-03-17,,,,,,,,,,CCARC,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,820,ATV,W0BTV,Boulder,CO,OPEN,,,30.56,NW,,08,18534,39.97848511,-105.27445221,423,1243,,Boulder,On-Air,"Wide Area, WY border to DIA to SE Denver",BATVC,ATN,"dual-mode, NTSC analog &amp; DVB-T digital ATV","ATV, Thurs, 3pm local",https://kh6htv.com/,2020-02-25,,,,,,,,,,,ATV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,,30.57,NW,,08,13,39.97829819,-105.27500153,146.61,146.01,,Boulder,On-Air,,Boulder Amateur Radio Club,,,,,2019-08-23,,,,,,,,,,CCARC,100,,,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,,30.66,NW,,08,14,39.97750092,-105.27899933,146.7,146.1,,Boulder,On-Air,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",Boulder Co ARC,,6,,BARC Repeaters,2013-03-17,,,,,,,,,,CCARC,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,,30.79,N,,08,8183,40.08470154,-104.81300354,224.96,223.36,,Weld,On-Air,,AC0KC,,,,,2012-11-12,,,,,,,,,,CCARC,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,31.03,W,,08,8250,39.6731987,-105.48000336,449,444,,Clear Creek,On-Air,,CARN,,,,,2017-03-11,,,,,,,,,,CCARC,136.5,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,,31.42,W,,08,84,39.67810059,-105.48699951,147.3,147.9,,Clear Creek,On-Air,Wide area.,Denver PD EEB,,,,,2017-03-11,,,,,,,,,,CCARC,103.5,103.5,,,,DM79GQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,,31.47,W,,08,94,39.67739868,-105.48799896,448.675,443.675,,Denver,On-Air,Wide area.,W0CFI,,,,,2020-05-05,,,,,,,,,,CCARC,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,,31.59,NNW,,08,16,40.05559921,-105.15699768,146.76,146.16,,Boulder,On-Air,Wide area.,Rocky Mtn VHF Soc,Boulder County ARES,5,,,2017-03-11,,,,,,,,,,CCARC,100,,,,,DN70KB,,,,,ARES primary repeater. Voting Receivers: RX Location Tone Pitch PL Gunbarrel single beep low 100.0 Lousville single beep low 100.0 Lyons double beep high followed by medium 100.0 Louisville #2 double beep high followed by low 100.0,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,,31.69,W,,08,78,39.6794014,-105.49199677,146.67,146.07,,Clear Creek,On-Air,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",Castle Rock Repeater Group,,11,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,2019-11-11,,,,,,,,,,CCARC,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,,31.69,W,,08,107,39.6794014,-105.49199677,145.145,144.545,,Clear Creek,On-Air,Wide area. Denver metro.,Colorado Repeater Assoc,,E-power.,,http://www.w0cra.org/info/squaw.html#145145,2019-11-11,,,,,,,,,,CCARC,107.2,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,,31.69,W,Node Offline,08,264,39.6794014,-105.49199677,447.575,442.575,,Clear Creek,On-Air,Wide area: Denver metro.,Colorado Repeater Association (CRA),,,,http://www.w0cra.org,2017-11-13,,,,,,,,,,CCARC,107.2,107.2,,,,,3291,347088,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,,31.69,W,,08,76,39.6794014,-105.49199677,145.49,144.89,,Jefferson,On-Air,,"KB0VIU, Denver Radio Club",,E-power.,DRC: Sun at 20:30.,DRC Repeaters,2017-03-11,,,,,,,,,,CCARC,100,100,,,"Full-time to 448.62500 (W0TX) at Golden, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,,31.69,W,Node Offline,08,98,39.6794014,-105.49199677,449.35,444.35,,Clear Creek,On-Air,Wide area.,Denver Radio Club,,11,,DRC Repeaters,2020-05-17,,,,,,,,,,CCARC,100,100,,,,,,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,31.74,W,,08,99,39.6794014,-105.49299622,449.45,444.45,,Clear Creek,On-Air,"Wide area: West to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mountain Radio League,,11,RMRL: Mon at 20:30.,Repeater,2020-05-17,,,,,,,,,,CCARC,103.5,127.3,,,,DM79GQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,,31.75,W,,08,8197,39.67969894,-105.49299622,448.225,443.225,,Clear Creek,On-Air,,Rocky Mountain Ham Radio,,E-power(gen).,,,2016-05-24,,,,,,,,,,CCARC,141.3,141.3,,,,DM79GQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,D,31.75,W,,08,7190,39.67979813,-105.49299622,446.9375,441.9375,,Clear Creek,On-Air,,Rocky Mountain Ham Radio,,,,Rocky Mountain Ham Radio,2019-11-27,,,,1,7,310801,RMHR c Record retrieved from radioid.net,,,CCARC,,,,,Full-time to the Colorado TRBO System .,,,,,,See the website for programming information.,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",2,,,,,,,RMHAM,1,2,2,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,,31.75,W,,08,81,39.67979813,-105.49299622,146.94,146.34,,Clear Creek,On-Air,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mtn Radio League,,11,Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,Repeater,2017-03-11,,,,,,,,,,CCARC,103.5,103.5,,,"Linkable to 449.82500 (W0WYX) at Broomfield, CO . Linkable to 449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",DM79GQ,,,,Autopatch: 911* / Off 0*.,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,,32.36,NW,,08,21,40.01499939,-105.26999664,449.4,444.4,,Boulder,On-Air,,BARC,,2,,http://www.ked-wireless.com/products1.htm,2013-01-08,,,,,,,,,,CCARC,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,,32.36,NW,ON - IDLE,08,11,40.01499939,-105.26999664,449.55,444.55,,Boulder,On-Air,Denver metro area.,Rocky Mtn VHF Soc,,8,,,2017-03-11,,,,,,,,,,CCARC,100,,,,"Full-time to 224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,S,32.39,NNW,,08,8220,40.03720093,-105.23000336,1283.8625,1263.8625,,Boulder,On-Air,20,Boulder County ARES,,E-power.,,,2013-12-21,1,KC0DS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,CCARC,,,,,,DN70JA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,S,32.39,NNW,,08,8171,40.03720093,-105.23000336,145.3875,144.7875,,Boulder,On-Air,20,Boulder County ARES,,E-power.,,http://bouldercountyares.org/technical/d-star,2012-11-12,1,KC0DS (C),jfindu lookup / dstar-users lookup,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,S,32.39,NW,,08,8186,40.01499939,-105.27100372,446.8625,441.8625,,Boulder,On-Air,,Boulder County ARES,,,,,2017-03-11,1,KC0DS (B),jfindu lookup / dstar-users lookup,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,D,32.39,NW,,08,8185,40.01499939,-105.27100372,446.8,441.8,,Boulder,On-Air,Wide area.,Rocky Mountain Ham Radio,Rocky Mountain Ham Radio,,,Rocky Mountain Ham Radio,2019-11-27,,,,1,7,310800,RMHR c Record retrieved from radioid.net,,,CCARC,,,,,Full-time to the Colorado TRBO System .,,,,,,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,S,32.39,NW,,08,8221,40.01499939,-105.27100372,1299.5,1279.5,,Boulder,On-Air,,Boulder County ARES,,E-power.,,,2012-11-12,1,W0DK (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,,32.71,WNW,,08,72,39.88750076,-105.4260025,145.31,144.71,,Gilpin,On-Air,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",Colorado Connection,,10,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,2019-08-15,,,,,,,,,,CCARC,88.5,123,,,Full-time to the Colorado Connection System .,DM79GV,,,,,"Split tone. The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,,32.71,WNW,,08,97,39.88750076,-105.4260025,449.225,444.225,,Gilpin,On-Air,Wide area.,Rocky Mountain Ham Radio (RMHR),,Emergency Power,,,2015-11-03,,,,,,,,,,CCARC,141.3,141.3,,,,DM79GV,,,,,"Emcomm Affiliated, Open repeater",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,,33.17,SSW,ON - IDLE,08,83,39.17549896,-105.03399658,147.225,147.825,,Douglas,On-Air,Wide area,Colorado Repeater Association (CRA),CRA VHF Link System,Closed autopatch,"CRA Net, Sunday 9AM",Colorado Repeater Association,2017-11-13,,,,,,,,,,CCARC,107.2,107.2,,,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",DM79LE,3990,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,,33.17,SSW,,08,16547,39.17549896,-105.03399658,448.425,443.425,,Douglas,On-Air,Wide area 55 mi radius.,Colorado Repeater Association (CRA),ARESDEC,E-Power,,http://www.w0cra.org,2020-02-11,,,,,,,,,,CCARC,107.2,107.2,,,"Full-time to 147.10500 (WA0DE) at Simla, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,,33.45,WNW,,08,95,39.74250031,-105.51399994,449.05,444.05,,Denver,On-Air,Wide area.,WG0N,,E-power.,,,2020-05-17,,,,,,,,,,CCARC,107.2,107.2,,,,DM79FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,,33.91,NNW,Node Offline,08,15,40.05709839,-105.24299622,146.73,146.13,,Boulder,On-Air,Local,BARC,,12,,http://www.ked-wireless.com/products1.htm,2017-05-02,,,,,,,,,,CCARC,91.5,91.5,,,,DN70jb,,115482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,,34.79,WSW,,08,7,39.4056015,-105.47299957,146.895,146.295,,Park,On-Air,285,AB0RR,,25,Wed at 19:30.,Park County Radio Club (PCRC),2017-07-05,,,,,,,,,,CCARC,100,100,,,"Full-time internet linked to 448.57500 (WZ0N) at Hartsel, CO .",,,,45835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,,35.13,S,ON - IDLE,08,8740,39.13600159,-104.92700195,147.075,147.675,,Douglas,On-Air,Wide area coverage at 8300 70 mi radius.,N0OBA Owner,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,2020-04-26,,,,,,,,,,,131.8,131.8,,,,DM79MD,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,N0SZ,Westcreek,CO,OPEN,,D,36.81,SSW,,08,15900,39.15250015,-105.16400146,446.875,441.875,,Douglas,On-Air,,W0VG,RMHAM,,,http://www.rmham.org,2019-11-27,,,,1,6,310846,RMHAM c Record retrieved from radioid.net,,,CCARC,,,,,Full-time to the Colorado TRBO System .,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Central Regional 2 720 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,,37.17,WNW,,08,201,39.91719818,-105.50099945,224.6,223,,Gilpin,,,W0RM,,,,,2012-11-10,,,,,,,,,Unknown,CCARC,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,,37.73,NNW,ON - IDLE,08,176,40.16719818,-105.10099792,448.525,443.525,,Boulder,On-Air,,N0EPA,,,,,2019-06-19,,,,,,,,,,CCARC,151.4,,,,,,,223853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,,37.73,NNW,,08,175,40.16719818,-105.10099792,147.27,147.87,,Boulder,On-Air,Wide area: Northern Colorado.,Longmont ARC (LARC),,"Closed autopatch, e-power, EchoLink.",,http://w0eno.org/?q=node/11,2017-03-11,,,,,,,,,,CCARC,100,100,,,"Linkable to 448.80000 (W0ENO) at Longmont, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,E,,37.73,NNW,ON - IDLE,08,177,40.16719818,-105.10099792,448.8,443.8,,Boulder,On-Air,,Longmont ARC,,30,Hamlet: Tue at 1900. LARC: Thur at 20:00.,,2020-05-17,,,,,,,,,,CCARC,88.5,88.5,,,"Linkable to 147.27000 (W0ENO) at Longmont, CO .",,,8305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,,38.18,S,,08,183,39.09170151,-104.87200165,447.725,442.725,,El Paso,On-Air,Local.,K0NR,,30,,http://www.k0nr.com/wordpress/k0nr-repeater/,2016-12-10,,,,,,,,,,CCARC,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,,38.22,NW,,08,19,40.07220078,-105.35399628,447.75,442.75,,Boulder,On-Air,,Rocky Mountain Ham Radio,,,,,2018-04-24,,,,,,,,,,CCARC,141.3,141.3,,,,,3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
